FolderNumber,Category,Type,Subject,Status,Latitude,Longitude,URL,KMLDescription
DVP00364,Development,Development Variance Permit,4822 Whalley Way,COMPLETED,49.2348,-123.9766479,https://www.nanaimo.ca/whatsbuilding/folder/DVP00364,TYPE: Development Variance Permit   SUBJECT: 4822 Whalley Way   STATUS: COMPLETED
BOV00708,Development,Board of Variance,420 Woodhaven Drive,COMPLETED,49.2113886,-124.0130971,https://www.nanaimo.ca/whatsbuilding/folder/BOV00708,TYPE: Board of Variance   SUBJECT: 420 Woodhaven Drive   STATUS: COMPLETED
DP001117,Development,Development Permit,77 Chapel Street,COMPLETED,49.1681396,-123.9381744,https://www.nanaimo.ca/whatsbuilding/folder/DP001117,TYPE: Development Permit   SUBJECT: 77 Chapel Street   STATUS: COMPLETED
DVP00365,Development,Development Variance Permit,125 Front Street,COMPLETED,49.1658587,-123.935444,https://www.nanaimo.ca/whatsbuilding/folder/DVP00365,TYPE: Development Variance Permit   SUBJECT: 125 Front Street   STATUS: COMPLETED
DP001118,Development,Development Permit,6010 Hammond Bay Road,ACTIVE,49.2346912,-124.0273904,https://www.nanaimo.ca/whatsbuilding/folder/DP001118,TYPE: Development Permit   SUBJECT: 6010 Hammond Bay Road   STATUS: ACTIVE
DP001119,Development,Development Permit,4800 Uplands Drive / 6035 Linley Valley Drive,ACTIVE,49.2245947,-124.0320723,https://www.nanaimo.ca/whatsbuilding/folder/DP001119,TYPE: Development Permit   SUBJECT: 4800 Uplands Drive / 6035 Linley Valley Drive   STATUS: ACTIVE
RA000401,Development,Rezoning Application,4771 Hammond Bay Road,ACTIVE,49.2309755,-123.981351,https://www.nanaimo.ca/whatsbuilding/folder/RA000401,TYPE: Rezoning Application   SUBJECT: 4771 Hammond Bay Road   STATUS: ACTIVE
BOV00709,Development,Board of Variance,5364 Vincent Place,COMPLETED,49.2303373,-124.0197969,https://www.nanaimo.ca/whatsbuilding/folder/BOV00709,TYPE: Board of Variance   SUBJECT: 5364 Vincent Place   STATUS: COMPLETED
DVP00366,Development,Development Variance Permit,3712 Polaris Drive,COMPLETED,49.2268207,-123.9535807,https://www.nanaimo.ca/whatsbuilding/folder/DVP00366,TYPE: Development Variance Permit   SUBJECT: 3712 Polaris Drive   STATUS: COMPLETED
RA000402,Development,Rezoning Application,4961 Songbird Place,ACTIVE,49.2163908,-124.0248374,https://www.nanaimo.ca/whatsbuilding/folder/RA000402,TYPE: Rezoning Application   SUBJECT: 4961 Songbird Place   STATUS: ACTIVE
DP001121,Development,Development Permit,25 Spyglass Lookout,DENIED,49.1742665,-123.9208097,https://www.nanaimo.ca/whatsbuilding/folder/DP001121,TYPE: Development Permit   SUBJECT: 25 Spyglass Lookout   STATUS: DENIED
RA000403,Development,Rezoning Application,2397 Barclay Road,ACTIVE,49.1987917,-124.0060901,https://www.nanaimo.ca/whatsbuilding/folder/RA000403,TYPE: Rezoning Application   SUBJECT: 2397 Barclay Road   STATUS: ACTIVE
DVP00367,Development,Development Variance Permit,550 Seventh Street,COMPLETED,49.1487736,-123.9511428,https://www.nanaimo.ca/whatsbuilding/folder/DVP00367,TYPE: Development Variance Permit   SUBJECT: 550 Seventh Street   STATUS: COMPLETED
DP001122,Development,Development Permit,4745 Ledgerwood Road,ACTIVE,49.2098877,-124.0312348,https://www.nanaimo.ca/whatsbuilding/folder/DP001122,TYPE: Development Permit   SUBJECT: 4745 Ledgerwood Road   STATUS: ACTIVE
DP001124,Development,Development Permit,6550 Island Highway North,CANCELLED,49.2348277,-124.0441469,https://www.nanaimo.ca/whatsbuilding/folder/DP001124,TYPE: Development Permit   SUBJECT: 6550 Island Highway North   STATUS: CANCELLED
DP001123,Development,Development Permit,4979 Wills Road,ACTIVE,49.2140839,-124.0243485,https://www.nanaimo.ca/whatsbuilding/folder/DP001123,TYPE: Development Permit   SUBJECT: 4979 Wills Road   STATUS: ACTIVE
DVP00368,Development,Development Variance Permit,171 Calder Road,COMPLETED,49.1684305,-123.9867787,https://www.nanaimo.ca/whatsbuilding/folder/DVP00368,TYPE: Development Variance Permit   SUBJECT: 171 Calder Road   STATUS: COMPLETED
RA000404,Development,Rezoning Application,5400 Dewar Road and 5351 Redmond Road,COMPLETED,49.2308391,-124.0037972,https://www.nanaimo.ca/whatsbuilding/folder/RA000404,TYPE: Rezoning Application   SUBJECT: 5400 Dewar Road and 5351 Redmond Road   STATUS: COMPLETED
DVP00369,Development,Development Variance Permit,3135 Mexicana Road,COMPLETED,49.2098281,-124.0006024,https://www.nanaimo.ca/whatsbuilding/folder/DVP00369,TYPE: Development Variance Permit   SUBJECT: 3135 Mexicana Road   STATUS: COMPLETED
RA000406,Development,Rezoning Application,111 Nicol Street  Unit 115,ACTIVE,49.1596261,-123.9337631,https://www.nanaimo.ca/whatsbuilding/folder/RA000406,TYPE: Rezoning Application   SUBJECT: 111 Nicol Street  Unit 115   STATUS: ACTIVE
DVP00370,Development,Development Variance Permit,406 Harwell Rd,COMPLETED,49.1633221,-123.9905251,https://www.nanaimo.ca/whatsbuilding/folder/DVP00370,TYPE: Development Variance Permit   SUBJECT: 406 Harwell Rd   STATUS: COMPLETED
RA000408,Development,Rezoning Application,3200 Island Highway North,ACTIVE,49.2063104,-124.0055781,https://www.nanaimo.ca/whatsbuilding/folder/RA000408,TYPE: Rezoning Application   SUBJECT: 3200 Island Highway North   STATUS: ACTIVE
RA000407,Development,Rezoning Application,6683 Mary Ellen Drive,ACTIVE,49.2391729,-124.0554311,https://www.nanaimo.ca/whatsbuilding/folder/RA000407,TYPE: Rezoning Application   SUBJECT: 6683 Mary Ellen Drive   STATUS: ACTIVE
RA000409,Development,Rezoning Application,751 Haliburton Street,ACTIVE,49.1483209,-123.9317131,https://www.nanaimo.ca/whatsbuilding/folder/RA000409,TYPE: Rezoning Application   SUBJECT: 751 Haliburton Street   STATUS: ACTIVE
RA000410,Development,Rezoning Application,1599 Dufferin Crescent  Unit 9,ACTIVE,49.1827876,-123.9716453,https://www.nanaimo.ca/whatsbuilding/folder/RA000410,TYPE: Rezoning Application   SUBJECT: 1599 Dufferin Crescent  Unit 9   STATUS: ACTIVE
RA000411,Development,Rezoning Application,25 Front Street  Unit 102,ACTIVE,49.1692512,-123.937862,https://www.nanaimo.ca/whatsbuilding/folder/RA000411,TYPE: Rezoning Application   SUBJECT: 25 Front Street  Unit 102   STATUS: ACTIVE
DP001125,Development,Development Permit,1955 Boxwood Road,COMPLETED,49.184182,-123.9877278,https://www.nanaimo.ca/whatsbuilding/folder/DP001125,TYPE: Development Permit   SUBJECT: 1955 Boxwood Road   STATUS: COMPLETED
RA000413,Development,Rezoning Application,3923 Victoria Avenue,ACTIVE,49.2072125,-124.0144854,https://www.nanaimo.ca/whatsbuilding/folder/RA000413,TYPE: Rezoning Application   SUBJECT: 3923 Victoria Avenue   STATUS: ACTIVE
DP001126,Development,Development Permit,560 Third Street,ACTIVE,49.1631801,-123.9567398,https://www.nanaimo.ca/whatsbuilding/folder/DP001126,TYPE: Development Permit   SUBJECT: 560 Third Street   STATUS: ACTIVE
OCP00090,Development,Official Community Plan Amendment,4392 Jingle Pot Road,ACTIVE,49.2062911,-124.0180088,https://www.nanaimo.ca/whatsbuilding/folder/OCP00090,TYPE: Official Community Plan Amendment   SUBJECT: 4392 Jingle Pot Road   STATUS: ACTIVE
RA000414,Development,Rezoning Application,2387 Barclay Road,ACTIVE,49.198408,-124.0060887,https://www.nanaimo.ca/whatsbuilding/folder/RA000414,TYPE: Rezoning Application   SUBJECT: 2387 Barclay Road   STATUS: ACTIVE
RA000415,Development,Rezoning Application,2220 Bowen Road  Unit 9,ACTIVE,49.1926464,-123.9916468,https://www.nanaimo.ca/whatsbuilding/folder/RA000415,TYPE: Rezoning Application   SUBJECT: 2220 Bowen Road  Unit 9   STATUS: ACTIVE
DVP00371,Development,Development Variance Permit,5284 Sherbourne Drive,COMPLETED,49.2159783,-124.0378763,https://www.nanaimo.ca/whatsbuilding/folder/DVP00371,TYPE: Development Variance Permit   SUBJECT: 5284 Sherbourne Drive   STATUS: COMPLETED
DVP00372,Development,Development Variance Permit,124 Tait Road,COMPLETED,49.1081036,-123.9272571,https://www.nanaimo.ca/whatsbuilding/folder/DVP00372,TYPE: Development Variance Permit   SUBJECT: 124 Tait Road   STATUS: COMPLETED
RA000416,Development,Rezoning Application,1483 Bowen Road  Unit A,ACTIVE,49.1770791,-123.9707911,https://www.nanaimo.ca/whatsbuilding/folder/RA000416,TYPE: Rezoning Application   SUBJECT: 1483 Bowen Road  Unit A   STATUS: ACTIVE
RA000417,Development,Rezoning Application,510 Fifth Street  Unit 105,ACTIVE,49.1560915,-123.9509988,https://www.nanaimo.ca/whatsbuilding/folder/RA000417,TYPE: Rezoning Application   SUBJECT: 510 Fifth Street  Unit 105   STATUS: ACTIVE
RA000418,Development,Rezoning Application,52 Victoria Crescent,ACTIVE,49.1635583,-123.9351976,https://www.nanaimo.ca/whatsbuilding/folder/RA000418,TYPE: Rezoning Application   SUBJECT: 52 Victoria Crescent   STATUS: ACTIVE
DP001127,Development,Development Permit,337 Robson Street,COMPLETED,49.1649934,-123.9403058,https://www.nanaimo.ca/whatsbuilding/folder/DP001127,TYPE: Development Permit   SUBJECT: 337 Robson Street   STATUS: COMPLETED
DP001128,Development,Development Permit,576 & 580 Rosehill Street,ACTIVE,49.1762606,-123.9534842,https://www.nanaimo.ca/whatsbuilding/folder/DP001128,TYPE: Development Permit   SUBJECT: 576 & 580 Rosehill Street   STATUS: ACTIVE
DVP00373,Development,Development Variance Permit,110 Fry Street,DENIED,49.1593975,-123.9304162,https://www.nanaimo.ca/whatsbuilding/folder/DVP00373,TYPE: Development Variance Permit   SUBJECT: 110 Fry Street   STATUS: DENIED
RA000419,Development,Rezoning Application,155 Fry Street & 150 Esplanade Street,ACTIVE,49.1585082,-123.9295809,https://www.nanaimo.ca/whatsbuilding/folder/RA000419,TYPE: Rezoning Application   SUBJECT: 155 Fry Street & 150 Esplanade Street   STATUS: ACTIVE
DP001129,Development,Development Permit,4750 Rutherford Road,COMPLETED,49.217556,-124.0291289,https://www.nanaimo.ca/whatsbuilding/folder/DP001129,TYPE: Development Permit   SUBJECT: 4750 Rutherford Road   STATUS: COMPLETED
DVP00374,Development,Development Variance Permit,60 Bryden Street,COMPLETED,49.1750306,-123.9425744,https://www.nanaimo.ca/whatsbuilding/folder/DVP00374,TYPE: Development Variance Permit   SUBJECT: 60 Bryden Street   STATUS: COMPLETED
RA000420,Development,Rezoning Application,140 Terminal Avenue  Unit 7,ACTIVE,49.1681525,-123.9397117,https://www.nanaimo.ca/whatsbuilding/folder/RA000420,TYPE: Rezoning Application   SUBJECT: 140 Terminal Avenue  Unit 7   STATUS: ACTIVE
RA000421,Development,Rezoning Application,1531 Brierley Hill & 1518 Estevan & 1528 Estevan,ACTIVE,49.1855442,-123.9550102,https://www.nanaimo.ca/whatsbuilding/folder/RA000421,TYPE: Rezoning Application   SUBJECT: 1531 Brierley Hill & 1518 Estevan & 1528 Estevan   STATUS: ACTIVE
RA000422,Development,Rezoning Application,111 Terminal Avenue,ACTIVE,49.1684171,-123.9407546,https://www.nanaimo.ca/whatsbuilding/folder/RA000422,TYPE: Rezoning Application   SUBJECT: 111 Terminal Avenue   STATUS: ACTIVE
RA000423,Development,Rezoning Application,4392 Jingle Pot Road,ACTIVE,49.2062911,-124.0180088,https://www.nanaimo.ca/whatsbuilding/folder/RA000423,TYPE: Rezoning Application   SUBJECT: 4392 Jingle Pot Road   STATUS: ACTIVE
RA000424,Development,Rezoning Application,2367 Arbot Road,ACTIVE,49.1657839,-124.0065672,https://www.nanaimo.ca/whatsbuilding/folder/RA000424,TYPE: Rezoning Application   SUBJECT: 2367 Arbot Road   STATUS: ACTIVE
BOV00710,Development,Board of Variance,610 Nicol Street,COMPLETED,49.153017,-123.9342455,https://www.nanaimo.ca/whatsbuilding/folder/BOV00710,TYPE: Board of Variance   SUBJECT: 610 Nicol Street   STATUS: COMPLETED
RA000425,Development,Rezoning Application,5 - 6404 Metral Drive,ACTIVE,49.2314665,-124.0432352,https://www.nanaimo.ca/whatsbuilding/folder/RA000425,TYPE: Rezoning Application   SUBJECT: 5 - 6404 Metral Drive   STATUS: ACTIVE
BOV00711,Development,Board of Variance,2554 Cosgrove Crescent,COMPLETED,49.2013958,-123.9781011,https://www.nanaimo.ca/whatsbuilding/folder/BOV00711,TYPE: Board of Variance   SUBJECT: 2554 Cosgrove Crescent   STATUS: COMPLETED
DP001130,Development,Development Permit,6340 McRobb Ave,ACTIVE,49.2379128,-124.0411869,https://www.nanaimo.ca/whatsbuilding/folder/DP001130,TYPE: Development Permit   SUBJECT: 6340 McRobb Ave   STATUS: ACTIVE
BOV00712,Development,Board of Variance,2 View Street,COMPLETED,49.1554669,-123.9377297,https://www.nanaimo.ca/whatsbuilding/folder/BOV00712,TYPE: Board of Variance   SUBJECT: 2 View Street   STATUS: COMPLETED
DVP00376,Development,Development Variance Permit,903 Park Avenue,ACTIVE,49.1432637,-123.9442661,https://www.nanaimo.ca/whatsbuilding/folder/DVP00376,TYPE: Development Variance Permit   SUBJECT: 903 Park Avenue   STATUS: ACTIVE
DVP00377,Development,Development Variance Permit,3583 Hammond Bay Road,ACTIVE,49.2216671,-123.9496431,https://www.nanaimo.ca/whatsbuilding/folder/DVP00377,TYPE: Development Variance Permit   SUBJECT: 3583 Hammond Bay Road   STATUS: ACTIVE
RA000427,Development,Rezoning Application,4061 Norwell Drive,ACTIVE,49.2075532,-124.0152814,https://www.nanaimo.ca/whatsbuilding/folder/RA000427,TYPE: Rezoning Application   SUBJECT: 4061 Norwell Drive   STATUS: ACTIVE
LA000135,Development,Liquor Licence Application,11 Cliff Street  Units N & O,COMPLETED,49.16952,-123.9400221,https://www.nanaimo.ca/whatsbuilding/folder/LA000135,TYPE: Liquor Licence Application   SUBJECT: 11 Cliff Street  Units N & O   STATUS: COMPLETED
BOV00713,Development,Board of Variance,5109 Laguna Way,COMPLETED,49.2307234,-123.9915318,https://www.nanaimo.ca/whatsbuilding/folder/BOV00713,TYPE: Board of Variance   SUBJECT: 5109 Laguna Way   STATUS: COMPLETED
DVP00379,Development,Development Variance Permit,240 Twiggly Wiggly Road,COMPLETED,49.1697272,-123.9980151,https://www.nanaimo.ca/whatsbuilding/folder/DVP00379,TYPE: Development Variance Permit   SUBJECT: 240 Twiggly Wiggly Road   STATUS: COMPLETED
DVP00380,Development,Development Variance Permit,411 Dunsmuir Street,COMPLETED,49.1636396,-123.9389115,https://www.nanaimo.ca/whatsbuilding/folder/DVP00380,TYPE: Development Variance Permit   SUBJECT: 411 Dunsmuir Street   STATUS: COMPLETED
DP001131,Development,Development Permit,867 Bruce Avenue,ACTIVE,49.1445235,-123.9514122,https://www.nanaimo.ca/whatsbuilding/folder/DP001131,TYPE: Development Permit   SUBJECT: 867 Bruce Avenue   STATUS: ACTIVE
BOV00714,Development,Board of Variance,200 Rainbow Crescent,COMPLETED,49.212506,-124.0145607,https://www.nanaimo.ca/whatsbuilding/folder/BOV00714,TYPE: Board of Variance   SUBJECT: 200 Rainbow Crescent   STATUS: COMPLETED
BOV00715,Development,Board of Variance,3072 Hammond Bay Road,COMPLETED,49.2097449,-123.9615694,https://www.nanaimo.ca/whatsbuilding/folder/BOV00715,TYPE: Board of Variance   SUBJECT: 3072 Hammond Bay Road   STATUS: COMPLETED
DP001132,Development,Development Permit,4474 WELLINGTON ROAD,ACTIVE,49.209442,-124.025448,https://www.nanaimo.ca/whatsbuilding/folder/DP001132,TYPE: Development Permit   SUBJECT: 4474 WELLINGTON ROAD   STATUS: ACTIVE
DVP00381,Development,Development Variance Permit,1875 Boxwood Road,ACTIVE,49.1824835,-123.9862011,https://www.nanaimo.ca/whatsbuilding/folder/DVP00381,TYPE: Development Variance Permit   SUBJECT: 1875 Boxwood Road   STATUS: ACTIVE
DP001133,Development,Development Permit,930 Terminal Avenue N,ACTIVE,49.1806137,-123.9494802,https://www.nanaimo.ca/whatsbuilding/folder/DP001133,TYPE: Development Permit   SUBJECT: 930 Terminal Avenue N   STATUS: ACTIVE
DP001134,Development,Development Permit,633 Milton Street,ACTIVE,49.1583389,-123.9365932,https://www.nanaimo.ca/whatsbuilding/folder/DP001134,TYPE: Development Permit   SUBJECT: 633 Milton Street   STATUS: ACTIVE
DVP00382,Development,Development Variance Permit,54 Prideaux Street,CANCELLED,49.1697791,-123.9451152,https://www.nanaimo.ca/whatsbuilding/folder/DVP00382,TYPE: Development Variance Permit   SUBJECT: 54 Prideaux Street   STATUS: CANCELLED
DP001135,Development,Development Permit,3200 Island Highway North,ACTIVE,49.2063104,-124.0055781,https://www.nanaimo.ca/whatsbuilding/folder/DP001135,TYPE: Development Permit   SUBJECT: 3200 Island Highway North   STATUS: ACTIVE
RA000430,Development,Rezoning Application,350 Terminal Avenue,ACTIVE,49.1655395,-123.9379386,https://www.nanaimo.ca/whatsbuilding/folder/RA000430,TYPE: Rezoning Application   SUBJECT: 350 Terminal Avenue   STATUS: ACTIVE
RA000431,Development,Rezoning Application,50 Tenth Street  Unit 115,ACTIVE,49.1315505,-123.9228054,https://www.nanaimo.ca/whatsbuilding/folder/RA000431,TYPE: Rezoning Application   SUBJECT: 50 Tenth Street  Unit 115   STATUS: ACTIVE
RA000432,Development,Rezoning Application,3816  3848  3852  3874  3896 Island Highway and 3817 and 3841 Victoria Avenue.,ACTIVE,49.2067904,-124.0131621,https://www.nanaimo.ca/whatsbuilding/folder/RA000432,TYPE: Rezoning Application   SUBJECT: 3816  3848  3852  3874  3896 Island Highway and 3817 and 3841 Victoria Avenue.   STATUS: ACTIVE
BOV00716,Development,Board of Variance,924 Cassandra Place,COMPLETED,49.2459187,-124.0359594,https://www.nanaimo.ca/whatsbuilding/folder/BOV00716,TYPE: Board of Variance   SUBJECT: 924 Cassandra Place   STATUS: COMPLETED
BOV00717,Development,Board of Variance,64 Captain Morgans Boulevard,COMPLETED,49.1803946,-123.9174101,https://www.nanaimo.ca/whatsbuilding/folder/BOV00717,TYPE: Board of Variance   SUBJECT: 64 Captain Morgans Boulevard   STATUS: COMPLETED
DP001136,Development,Development Permit,470 Franklyn Street,ACTIVE,49.1637497,-123.9407823,https://www.nanaimo.ca/whatsbuilding/folder/DP001136,TYPE: Development Permit   SUBJECT: 470 Franklyn Street   STATUS: ACTIVE
DP001137,Development,Development Permit,2103 BOWEN ROAD,ACTIVE,49.1884919,-123.9881214,https://www.nanaimo.ca/whatsbuilding/folder/DP001137,TYPE: Development Permit   SUBJECT: 2103 BOWEN ROAD   STATUS: ACTIVE
RA000433,Development,Rezoning Application,4271 Jingle Pot Road,ACTIVE,49.2058065,-124.0231109,https://www.nanaimo.ca/whatsbuilding/folder/RA000433,TYPE: Rezoning Application   SUBJECT: 4271 Jingle Pot Road   STATUS: ACTIVE
RA000434,Development,Rezoning Application,3500 Rock City Road,ACTIVE,49.2155258,-123.9879584,https://www.nanaimo.ca/whatsbuilding/folder/RA000434,TYPE: Rezoning Application   SUBJECT: 3500 Rock City Road   STATUS: ACTIVE
DP001138,Development,Development Permit,600 Ninth Street,ACTIVE,49.139445,-123.9564623,https://www.nanaimo.ca/whatsbuilding/folder/DP001138,TYPE: Development Permit   SUBJECT: 600 Ninth Street   STATUS: ACTIVE
DP001139,Development,Development Permit,151 ROYAL PACIFIC WAY,ACTIVE,49.2313643,-124.001471,https://www.nanaimo.ca/whatsbuilding/folder/DP001139,TYPE: Development Permit   SUBJECT: 151 ROYAL PACIFIC WAY   STATUS: ACTIVE
