District Number,School Code,School Name,Address,City,Province,Postal Code,Principal Title,Principal First name,Principal Last Name,Type,Grade Range,School Category,Funding Group(s),NLC: Early Learning,NLC: Afterschool,NLC: Cont. Ed.,NLC: Seniors,NLC: Comm. Sport,NLC: Comm. Use,NLC: Integr. Svcs.,Phone,Fax,Email,Enrolment Total,Enrolment As Of,KH Enrolment,KF Enrolment,HS Registration,SU Enrolment,EU Enrolment,Grade 1 Enrolment,Grade 2 Enrolment,Grade 3 Enrolment,Grade 4 Enrolment,Grade 5 Enrolment,Grade 6 Enrolment,Grade 7 Enrolment,Grade 8 Enrolment,Grade 9 Enrolment,Grade 10 Enrolment,Grade 11 Enrolment,Grade 12 Enrolment,1_to_6,7_to_9,10_to_12,ISCED1,ISCED2,ISCED3,ISCED020,ISCED010
39,3939064,Sir James Douglas Elementary,2150 Brigadoon Ave,Vancouver                     ,BC             ,V5P 3Z7,M,Daniel,Belanger,Standard School                         ,K-7,Public School,,yes,yes,no,no,no,no,no,604 713-4817,604 713-4819,dbelanger@vsb.bc.ca                                                                                 ,487,September 30 2019,0,39,0,0,0,38,44,35,87,86,75,83,0,0,0,0,0,365,83,0,1,1,0,1,
61,6161007,Sir James Douglas Elementary,401 Moss St,Victoria                      ,BC             ,V8V 4N2,Mr,Murray,Harris,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 382-7788,250 388-3673,sjd@sd61.bc.ca                                                                                      ,456,September 30 2019,0,70,0,0,0,73,89,78,63,83,0,0,0,0,0,0,0,386,0,0,1,0,0,1,
39,3925121,Sir James Douglas StrongStart Centre,2150 Brigadoon Ave,Vancouver                     ,BC             ,V5P 3Z7,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 713-4817,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
39,3939065,Sir John Franklin Community,250S Skeena St,Vancouver                     ,BC             ,V5K 4N8,Ms,Maureen,McDonnell,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4709,604 713-4711,Mmcdonnell@vsb.bc.ca                                                                                ,194,September 30 2019,0,17,1,0,0,22,22,22,30,29,27,25,0,0,0,0,0,152,25,0,1,1,0,1,
39,3939073,Sir Matthew Begbie Elementary,1430 Lillooet St,Vancouver                     ,BC             ,V5K 4H6,Mr,John,Cortes,Standard School                         ,K-7,Public School,,no,yes,no,no,yes,no,no,604 713-4686,604 713-4688,jcortens@vsb.bc.ca                                                                                  ,313,September 30 2019,0,36,0,0,0,41,49,33,41,36,34,43,0,0,0,0,0,234,43,0,1,1,0,1,
39,3939108,Sir Richard McBride Annex,4750 St. Catherines St,Vancouver                     ,BC             ,V5V 4M7,Ms,Andrea,Greenhalgh,Standard School                         ,K-3,Public School,,yes,no,no,no,no,no,no,604 713-5374,604 713-5376,agreenhalg@vsb.bc.ca                                                                                ,73,September 30 2019,0,20,0,0,0,18,16,19,0,0,0,0,0,0,0,0,0,53,0,0,1,0,0,1,
39,3939048,Sir Richard McBride Elementary,1300 29th Ave E,Vancouver                     ,BC             ,V5V 2T3,Ms,Lindsay,Thompson,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4971,604 713-4792,lthompson@vsb.bc.ca                                                                                 ,354,September 30 2019,0,39,0,0,0,35,49,29,44,53,51,54,0,0,0,0,0,261,54,0,1,1,0,1,
39,3939066,Sir Sandford Fleming Elementary,1401 49th Ave E,Vancouver                     ,BC             ,V5P 1S2,Ms,Rosa,Fazio,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4793,604 713-4795,rfazio@vsb.bc.ca                                                                                    ,435,September 30 2019,0,37,0,0,0,55,50,55,48,58,62,70,0,0,0,0,0,328,70,0,1,1,0,1,
39,3939049,Sir Wilfred Grenfell Community,3323 Wellington Ave,Vancouver                     ,BC             ,V5R 4Y3,Ms,Cheryll,Matthews,Standard School                         ,K-7,Public School,,yes,no,no,no,no,no,no,604 713-4844,604 713-4846,Cmatthews@vsb.bc.ca                                                                                 ,411,September 30 2019,0,39,0,0,0,37,38,54,60,58,54,71,0,0,0,0,0,301,71,0,1,1,0,1,
39,3925250,Sir Wilfred Grenfell StrongStart Centre,3323 Wellington Ave,Vancouver                     ,BC             ,V5R 4Y3,,,,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,604 713-4844,,                                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
39,3939085,Sir Wilfrid Laurier Elementary,7350 Laurel St,Vancouver                     ,BC             ,V6P 3T9,Dr,Armin,Samiei,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 713-4925,604 713-4927,laurier@vsb.bc.ca                                                                                   ,308,September 30 2019,0,36,0,0,0,33,34,25,40,37,44,59,0,0,0,0,0,213,59,0,1,1,0,1,
39,3939086,Sir William Osler Elementary,5970 Selkirk St,Vancouver                     ,BC             ,V6M 2Y8,Mr,Bruce,Adams,Standard School                         ,K-7,Public School,,no,yes,no,no,yes,yes,no,604 713-4920,604 713-4922,badams@vsb.bc.ca                                                                                    ,235,September 30 2019,0,20,0,0,0,21,44,16,25,34,48,27,0,0,0,0,0,188,27,0,1,1,0,1,
39,3939015,Sir Winston Churchill Secondary,7055 Heather St,Vancouver                     ,BC             ,V6P 3P7,Ms,Annette,Vey-Chilton,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 713-8189,604 713-8188,aveychilto@vsb.bc.ca                                                                                ,2023,September 30 2019,0,0,1,0,0,0,0,0,0,0,0,0,390,386,371,420,456,0,776,1247,0,1,1,,
39,3939058,Sir Wm Van Horne Elementary,5855 Ontario St,Vancouver                     ,BC             ,V5W 2L8,Mr,Stephen,Leung,Standard School                         ,K-7,Public School,,no,yes,no,no,no,no,no,604 713-4965,604 713-4967,skleung@vsb.bc.ca                                                                                   ,409,September 30 2019,0,53,0,0,0,48,61,51,49,42,53,52,0,0,0,0,0,304,52,0,1,1,0,1,
61,6161000,SJ Burnside Continuing Education,498 Cecelia Rd,Victoria                      ,BC             ,V8T 4T5,Mrs,Leah,Moreau,Continuing Education                    ,"12, SU, GA",Public School,,no,no,no,no,no,no,no,250 360-4300,250 360-4326,lmoreau@sd61.bc.ca                                                                                  ,122,September 30 2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,90,0,0,1,,
61,6199033,SJ Burnside Education Centre,498 Cecelia Rd,Victoria                      ,BC             ,V8T 4T5,Mrs,Leah,Moreau,Alternate Programs                      ,"9-12, SU",Public School,,no,no,no,no,no,no,no,250 360-4300,250 360-4325,lmoreau@sd61.bc.ca                                                                                  ,222,September 30 2019,0,0,0,1,0,0,0,0,0,0,0,0,0,7,38,72,104,0,7,214,0,1,1,,
50,5050011,Sk'aadgaa Naay Elementary,PO Box 1252,Queen Charlotte               ,BC             ,V0T 1S1,Ms,Leighann,Rodger,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,250 559-8889,250 559-8103,snoffice@sd50.bc.ca                                                                                 ,129,September 30 2019,0,12,0,0,0,12,18,19,21,13,20,14,0,0,0,0,0,103,14,0,1,1,0,1,
73,7397036,Sk'elep School of Excellence,365 Pow Wow Trail,Kamloops                      ,BC             ,V2H 1H1,Mrs,Cheryl,Sebastian,Standard School                         ,K-7,Independent School,2.0,no,no,no,no,no,no,no,250 828-9777,250 314-1572,cheryl.sebastian@skelep.com,152,September 30 2019,0,18,0,0,0,18,20,18,20,20,20,18,0,0,0,0,0,116,18,0,1,1,0,1,
67,6767020,Skaha Lake Middle School,110 Green Ave W,Penticton                     ,BC             ,V2A 3T1,Mr,Darryl,Tenisci,Standard School                         ,"6-8, SU",Public School,,no,no,no,no,no,no,no,250 770-7674,250 770-7675,dtenisci@summer.com                                                                                 ,489,September 30 2019,0,0,0,2,0,0,0,0,0,0,146,177,164,0,0,0,0,146,341,0,1,1,0,,
82,8282038,Skeena Middle,3411 Munroe St,Terrace                       ,BC             ,V8G 3C1,Mr,Phillip,Barron,Standard School                         ,7-9,Public School,,no,yes,no,no,yes,yes,no,250 635-9136,,sms@cmsd.bc.ca                                                                                      ,558,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,187,184,187,0,0,0,0,558,0,0,1,0,,
73,7397035,Skeetchestn Community School,PO Box 178,Savona                        ,BC             ,V0K 2J0,Mr,Bryce,Ross,Standard School                         ,K-12,Independent School,2.0,no,no,no,no,no,no,no,250 373-2420,250 373-2429,sibprincipal@skeetchestn.ca,57,September 30 2019,0,3,0,0,0,7,3,6,5,6,4,5,4,7,4,2,1,31,16,7,1,1,1,1,
27,2799094,Skyline Alternate School,320 Second Ave N,Williams Lake                 ,BC             ,V2G 1Z9,Mr,Curt,Levens,Alternate Programs                      ,8-11,Public School,,no,no,no,no,no,no,no,250 398-5800,250 398-5206,curt.levens@sd27.bc.ca                                                                              ,33,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,5,0,0,14,19,0,1,1,,
43,4343059,Smiling Creek Elementary,3456 Princeton Ave,Coquitlam                     ,BC             ,V3E 3H1,Mr,Ross,Jacobsen,Standard School                         ,K-5,Public School,,no,no,no,no,yes,yes,no,604 931-9280,604 937-8067,rjacobsen@sd43.bc.ca                                                                                ,351,September 30 2019,0,80,0,0,0,74,61,68,33,35,0,0,0,0,0,0,0,271,0,0,1,0,0,1,
54,5454013,Smithers Secondary,PO Box 849,Smithers                      ,BC             ,V0J 2N0,Ms,Julie,Krall,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,250 847-2231,250 847-2165,jkrall@sd54.bc.ca                                                                                   ,595,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,130,119,101,139,106,0,249,346,0,1,1,,
62,6262004,Sooke Elementary,PO Box 70,Sooke                         ,BC             ,V9Z 0E4,Ms,Debra,Stoutley,Standard School                         ,K-5,Public School,,no,yes,no,no,yes,yes,no,250 642-5431,250 642-4666,dstoutley@sd62.bc.ca                                                                                ,309,September 30 2019,0,47,2,0,0,48,47,47,76,44,0,0,0,0,0,0,0,262,0,0,1,0,0,1,
93,9393008,Sophie-Morigeau,PO Box 70,Fernie                        ,BC             ,V0B 1M3,Mme,Josee,Renaud,Standard School                         ,K-6,Public School,,yes,yes,no,no,yes,yes,no,778 519-1115,,josee_renaud@csf.bc.ca                                                                              ,42,September 30 2019,0,8,0,0,0,5,9,5,7,3,5,0,0,0,0,0,0,34,0,0,1,0,0,1,
83,8389029,Sorrento Elementary,PO Box 220,Sorrento                      ,BC             ,V0E 2W0,Ms,Jodi,Garries,Standard School                         ,K-5,Public School,,yes,yes,no,no,yes,no,yes,250 675-2311,250 804-7795,sor@sd83.bc.ca                                                                                      ,210,September 30 2019,0,46,0,0,0,34,39,30,35,26,0,0,0,0,0,0,0,164,0,0,1,0,0,1,
83,8389023,South Broadview Elementary,3200 6 Ave NE,Salmon Arm                    ,BC             ,V1E 1J2,Mr,Heather,Gobbett,Standard School                         ,K-5,Public School,,yes,yes,no,no,yes,yes,yes,250 832-2167,250 832-7003,hgobbett@sd83.bc.ca                                                                                 ,208,September 30 2019,0,21,0,0,0,25,35,42,42,43,0,0,0,0,0,0,0,187,0,0,1,0,0,1,
83,8325185,South Broadview StrongStart Centre,3200 6 Ave NE,Salmon Arm                    ,BC             ,V1E 1J2,Mr,Shawn,Weeks,Early Learning Program,Pre-K,StrongStart BC,,no,no,no,no,no,no,no,250 832-2167,250 832-7003,sweeks@sd83.bc.ca                                                                                   ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
83,8383045,South Canoe,5970 10 Ave SE,Salmon Arm                    ,BC             ,V1E 1W5,Mr,Jared,King,Standard School                         ,No Enrolment Reported,Public School,,no,no,no,no,no,no,no,250 804-7826,250 832-9428,jking@sd83.bc.ca                                                                                    ,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
58,5898002,South Central Interior Distance Ed,PO Box 4700 Stn Main,Merritt                       ,BC             ,V1K 1B8,Mrs,Karen,Goetz,Distributed Learning Programs           ,"K-12, SU, GA",Public School,,no,no,no,no,no,no,no,250 378-4245,250 378-1447,kgoetz@365.sd58.bc.ca                                                                               ,668,September 30 2019,0,2,2,16,0,2,1,1,4,4,4,4,3,14,101,194,215,16,21,510,1,1,1,1,
37,3737037,South Delta Secondary,750 53 St,Delta                         ,BC             ,V4M 3B7,Mr,Terry,Ainge,Standard School                         ,8-12,Public School,,no,no,no,no,no,no,no,604 943-7407,,tainge@deltasd.bc.ca                                                                                ,1500,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,291,258,309,349,293,0,549,951,0,1,1,,
63,6398007,South Island Distance Education,4575 Wilkinson Rd,Victoria                      ,BC             ,V8Z 7E8,Mrs,Karen,Flello,Distributed Learning Programs           ,"K-12, SU, GA",Public School,,no,no,no,no,no,no,no,250 704-4979,250 479-9870,kflello@saanichschools.ca                                                                           ,2687,September 30 2019,0,8,0,16,0,4,10,12,9,5,14,19,28,33,299,269,1138,54,80,1706,1,1,1,1,
73,7324012,South Kamloops Secondary,821 Munro St,Kamloops                      ,BC             ,V2C 3E9,Mr,Walt,Kirschner,Standard School                         ,"8-12, SU",Public School,,no,no,no,no,no,no,no,250 374-1405,250 377-2250,wkirschner@sd73.bc.ca                                                                               ,900,September 30 2019,0,0,0,54,0,0,0,0,0,0,0,0,182,149,188,152,175,0,331,515,0,1,1,,
23,2323022,South Kelowna Elementary,4176 Spiers Rd,Kelowna                       ,BC             ,V1W 4B5,Mrs,Nadia,Piasentin,Standard School                         ,K-6,Public School,,no,no,no,no,no,no,no,250 870-5107,250 870-5058,nadia.piasentin@sd23.bc.ca,232,September 30 2019,0,31,1,0,0,34,24,33,32,33,45,0,0,0,0,0,0,201,0,0,1,0,0,1,
36,3636118,South Meridian Elementary,16244 13 Ave,Surrey                        ,BC             ,V4A 8E6,Ms,Joanie,Donovan,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 538-7114,604 538-7082,donovan_j@surreyschools.ca,350,September 30 2019,0,41,0,0,0,29,49,48,42,40,51,50,0,0,0,0,0,259,50,0,1,1,0,1,
8,807014,South Nelson Elementary,814 Latimer St,Nelson                        ,BC             ,V1L 4V7,Mr,Dan,Rude,Standard School                         ,K-5,Public School,,yes,no,no,no,no,no,no,250 354-4139,250 354-4407,dan.rude@sd8.bc.ca                                                                                  ,223,September 30 2019,0,30,0,0,0,39,33,44,37,40,0,0,0,0,0,0,0,193,0,0,1,0,0,1,
37,3737018,South Park Elementary,735 Gilchrist Dr,Delta                         ,BC             ,V4M 3L4,Mr,Taj,Reel,Standard School                         ,K-7,Public School,,no,no,no,no,no,no,no,604 943-1105,604 943-5019,treel@deltasd.bc.ca                                                                                 ,386,September 30 2019,0,49,0,0,0,46,42,40,52,53,45,59,0,0,0,0,0,278,59,0,1,1,0,1,
61,6161002,South Park Family School,508 Douglas St,Victoria                      ,BC             ,V8V 2P7,Ms,Carmen,Gauvreau,Standard School                         ,K-5,Public School,,no,no,no,no,no,no,no,250 382-5234,250 381-3209,southpark@sd61.bc.ca                                                                                ,183,September 30 2019,0,32,0,0,0,31,30,33,27,30,0,0,0,0,0,0,0,151,0,0,1,0,0,1,
59,5999212,South Peace Alternate,10808 15 St,Dawson Creek                  ,BC             ,V1G 3Z3,Mr,Josh,Kurjata,Alternate Programs                      ,10-12,Public School,,no,no,no,no,no,no,no,250 782-5585,250 782-7221,jkurjata@sd59.bc.ca                                                                                 ,3,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,1,,
59,5999102,South Peace Distributed Learning,10808 15 St,Dawson Creek                  ,BC             ,V1G 3Z3,Mr,Josh,Kurjata,Distributed Learning Programs           ,"11-12, GA",Public School,,no,no,no,no,no,no,no,250 782-8522,250 782-5484,jkurjata@sd59.bc.ca                                                                                 ,45,September 30 2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,0,0,39,0,0,1,,
