facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,unit,street_no,street_name,street_addr,city,province,postal_code,provider,latitude,longitude,phone,email,website
Modern Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,551,ontario street,551 Ontario Street,St. Catharines,ON,L2N4N4,Province of Ontario,43.191124,-79.2622,905-935-0550,,
Village Pharmacy,TYPE 4,Hastings and Prince Edward Counties Health Unit,,,,Unit b,216,front street,"216 Front Street, Unit B",Belleville,ON,K8N2Z2,Province of Ontario,44.1640873,-77.3867263,613-969-1082,,
Metro Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,900,lasalle boulevard,900 Lasalle Boulevard,Sudbury,ON,P3A5W8,Province of Ontario,46.522977,-80.960192,,,https://metro.ca/covid19
Queens Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,552,highland road west,552 Highland Road West,Kitchener,ON,N2M5G3,Province of Ontario,43.435513,-80.516732,519-208-5225,,www.queenspharmacy.ca
Primary Care Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,370,bayview drive,370 Bayview Drive,Barrie,ON,L4N8Y2,Province of Ontario,44.3481014,-79.680095,705-735-4500,,
North Brant Pharmacy,TYPE 4,Brant Public Health,,,,Unit 5,525,park road north,"525 Park Road North, Unit 5",Brantford,ON,N3R7K8,Province of Ontario,43.182315,-80.24936,519-304-8855,,https://north-brant-pharmacy.business.site/
Port Health Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,101,lakeport road,101 Lakeport Road,St. Catharines,ON,L2N7L7,Province of Ontario,43.196712,-79.260563,,,https://pharmasave.com/st-catharines-port-health
North End Farmacia,TYPE 4,Hamilton Public Health Services,,,,,3,colbourne street,3 Colbourne Street,Hamilton,ON,L8R2G2,Province of Ontario,43.263336,-79.86638,905-526-6464,,https://www.guardian-ida-pharmacies.ca/en/ontario/hamilton/north-end-farmacia-7023763
Little Avenue Pharmacy Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,Unit 11,110,little avenue,"110 Little Avenue, Unit 11",Barrie,ON,L4N4K8,Province of Ontario,44.3626618,-79.6830983,705-503-0606,,www.littleavenuepharmacy.com
Avonmore Pharmacy,TYPE 4,Eastern Ontario Public Health,,,,,3287,main street,3287 Main Street,Avonmore,ON,K0C1C0,Province of Ontario,45.172162,-74.966993,613-346-8888,,https://www.remedys.ca/en/ontario/avonmore/avonmore-remedysrx-7025322
Bowmanville Compounding Pharmacy,TYPE 4,Durham Region Health Department,,,,Unit 11,100,mearns avenue,"100 Mearns Avenue, Unit 11",Bowmanville,ON,L1C5M3,Province of Ontario,43.9207888,-78.6745493,905-697-9696,,
Barrhaven Medical Pharmacy,TYPE 4,Ottawa Public Health,,,,Unit 10,2900,woodroffe avenue,"2900 Woodroffe Avenue, Unit 10",Nepean,ON,K2J4G3,Province of Ontario,45.2921515,-75.728748,613-440-7997,,
Longfields Pharmacy,TYPE 4,Ottawa Public Health,,,,Unit 106,613,longfields drive,"613 Longfields Drive, Unit 106",Nepean,ON,K2J6J2,Province of Ontario,45.2841457,-75.7451212,613-440-9199,,www.longfieldspharmacy.ca
Plattsville Guardian Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,47,albert street west,47 Albert Street West,Plattsville,ON,N0J1S0,Province of Ontario,43.303253,-80.623106,,,http://www.guardian-pharmacy.ca/
Health Treasure Pharmacy,TYPE 4,Ottawa Public Health,,,,Unit 104,10,green street,"10 Green Street, Unit 104",Nepean,ON,K2J3Z6,Province of Ontario,45.286457,-75.757344,613-440-9100,,https://www.rxhealthmed.ca/locations/health-treasure/
Quinte IDA Pharmacy,TYPE 4,Hastings and Prince Edward Counties Health Unit,,,,,144,north front street,144 North Front Street,Belleville,ON,K8P3B6,Province of Ontario,44.1765992,-77.3931916,6137-790-990,,https://quinteidapharmacy.medmeapp.ca/schedule
Owen Sound IDA Pharmacy,TYPE 4,Grey-Bruce Health Unit,,,,Unit 6,810,10th street west,"810 10th Street West, Unit 6",Owen Sound,ON,N4K3S1,Province of Ontario,44.566744,-80.959723,226-664-5025,,https://owensoundida.medmeapp.ca/schedule//
Pharmacie St. Charles Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,1,king street east,1 King Street East,St. Charles,ON,P0M2W0,Province of Ontario,46.3621489,-80.4161827,705-867-0440,,https://pharmacie-st-charles-pharmacy.business.site/
Ajax Guardian Pharmacy,TYPE 4,Durham Region Health Department,,,,Unit 6,603,church street north,"603 Church Street North, Unit 6",Ajax,ON,L1T0B8,Province of Ontario,43.8656743,-79.0594478,905-239-0661,,https://www.guardian-ida-pharmacies.ca/
Prince Edward Pharmacy,TYPE 4,Toronto Public Health,,,,,324,prince edward drive south,324 Prince Edward Drive South,Etobicoke,ON,M8Y3Z5,Province of Ontario,43.6480704,-79.5054847,647-748 3331,,https://princeedwardpharmacy.ca
Leeds Pharmacy,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,Unit j,163,ormond street,"163 Ormond Street, Unit J",Brockville,ON,K6V7E6,Province of Ontario,44.6053902,-75.6965882,613-865-8885,,https://leedspharmacy.ca/
Odessa Pharmacy,TYPE 4,"Kingston, Fontenac, Lennox and Addington Health Unit",,,,,115,main street,115 Main Street,Odessa,ON,K0H2H0,Province of Ontario,44.2768565,-76.7203988,613-386-5252,,
Everett Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,Unit 4,8069,main street,"8069 Main Street, Unit 4",Everett,ON,L0M1J0,Province of Ontario,44.191481,-79.93654,705-250-4800,,
City Med Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,43,colborne street west,43 Colborne Street West,Orillia,ON,L3V2Y5,Province of Ontario,44.606164,-79.420414,705-327-3300,,
Riverdale Pharmacy,TYPE 4,"Kingston, Fontenac, Lennox and Addington Health Unit",,,,Unit b1,1218,highway 15,"1218 Highway 15, Unit B1",Kingston,ON,K7L0C4,Province of Ontario,44.2701663,-76.4537503,613-542-1000,,https://www.facebook.com/Riverdalepharmacy/
Hollands Family Pharmacy,TYPE 4,York Region Public Health Services,,,,Unit 5,19466,yonge street,"19466 Yonge Street, Unit 5",Holland Landing,ON,L9N1M6,Province of Ontario,44.1028329,-79.4927539,905-235-6992,,https://www.guardian-ida-pharmacies.ca/
Glenroy Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,Unit 5,3,glenroy road,"3 Glenroy Road, Unit 5",London,ON,N5Z4H2,Province of Ontario,42.9545748,-81.1944043,519-601-3881,,https://glenroypharmacy.medmeapp.ca/schedule
North Care Medical Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,885,prete street,885 Prete Street,Sudbury,ON,P3E3X9,Province of Ontario,46.473,-81.0063,705-419-2283,,
Knight Hill Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,Unit 1,551,knight's hill road,"551 Knight's Hill Road, Unit 1",London,ON,N6J3A1,Province of Ontario,42.9556225,-81.2731116,519-601-8070,,https://knighthillpharmacy.wixsite.com/knighthillpharmacy
Dundas Quinte Pharmacy,TYPE 4,Hastings and Prince Edward Counties Health Unit,,,,Unit b,469,dundas street west,"469 Dundas Street West, Unit B",Trenton,ON,K8V3S4,Province of Ontario,44.0948019,-77.5976652,613-955-0139,,
Mallorytown Pharmacy & Health,TYPE 4,"Leeds,Grenville, and Lanark District Health Unit",,,,,1489,county road 2,1489 County Road 2,Mallorytown,ON,K0E1R0,Province of Ontario,44.4765972,-75.8798648,613-923-1133,,https://www.mallorytownhealthcentre.com/
Innisfil Drugstore,TYPE 4,Simcoe Muskoka District Health Unit,,,,Unit 101,1081,innisfil beach road,"1081 Innisfil Beach Road, Unit 101",Innisfil,ON,L9S0N2,Province of Ontario,44.313199,-79.554093,,,https://innisfilpharmasave.medmeapp.ca/schedule
Thorold Medical Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,,60,albert street west,60 Albert Street West,Thorold,ON,L2V2G7,Province of Ontario,43.124895,-79.207226,905-227-6881,,thoroldmedicalpharmacy.ca
Fergus Pharmacy & Compounding,TYPE 4,Wellington-Dufferin-Guelph Public Health,,,,Unit b,500,garafraxa street east,"500 Garafraxa Street East, Unit B",Fergus,ON,N1M1E7,Province of Ontario,43.714231,-80.373238,226-383-8000,,www.ferguspharmacy.com
Health Centre Pharmacy,TYPE 4,"Haliburton, Kawartha, Pine Ridge District Health Unit",,,,Unit 5,15,henderson street,"15 Henderson Street, Unit 5",Port Hope,ON,L1A0C6,Province of Ontario,43.9614865,-78.320105,,,https://www.pharmachoice.com/locations/health-centre-pharmacy/
Phillbrook Pharmacy,TYPE 4,Middlesex-London Health Unit,,,,Unit 105,1599,adelaide street north,"1599 Adelaide Street North, Unit 105",London,ON,N5X4E8,Province of Ontario,43.0377925,-81.2566236,519-434-3555,,https://phillbrook-pharmacy.business.site
River Road Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,Unit 3,1256,mosley street,"1256 Mosley Street, Unit 3",Wasaga Beach,ON,L9Z2E2,Province of Ontario,44.4896279,-80.0517023,,,https://riverroadpharmasave.medmeapp.ca/schedule
Health Hub Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,Unit 1100,7325,yonge street,"7325 Yonge Street, Unit 1100",Innisfil,ON,L9S2M6,Province of Ontario,44.2987567,-79.6104501,705-436-1028,,https://healthhubyongepharmacy.medmeapp.ca/schedule
Cambridge Medical Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,,1174,king street east,1174 King Street East,Cambridge,ON,N3H3P6,Province of Ontario,43.3923142,-80.351879,519-219-8500,,www.cambridgemedicalpharmacy.ca
Pharmacie Wendover,TYPE 4,Eastern Ontario Public Health,,,,Unit 8,3184,avenue du quai,"3184 Avenue Du Quai, Unit 8",Wendover,ON,K0A3K0,Province of Ontario,45.567977,-75.124646,613-518-0434,,https://pharmaciewendover.medmeapp.ca/schedule
Townline Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,Unit b3 & b4,940,jamieson parkway,"940 Jamieson Parkway, Unit B3 & B4",Cambridge,ON,N3C4N6,Province of Ontario,43.423747,-80.2848316,,,http://www.townlinepharmacy.com/
Marshall Park Pharmacy,TYPE 4,North Bay-Parry Sound District Health Unit,,,,Unit 104,524,lakeshore drive,"524 Lakeshore Drive, Unit 104",North Bay,ON,P1A2E4,Province of Ontario,46.273227,-79.4455807,705-478-8079,,https://marshallpark.medmeapp.ca/schedule/
Prorenata Pharmacy,TYPE 4,York Region Public Health Services,,,,,13,ivanhoe drive,13 Ivanhoe Drive,Markham,ON,L6C0X7,Province of Ontario,43.8807451,-79.3124955,289-469-0481,,
Cottam Pharmacy,TYPE 4,Windsor-Essex County Health Unit,,,,,125,county road 34 west,125 County Road 34 West,Cottam,ON,N0R1B0,Province of Ontario,42.1292094,-82.7477967,519-839-8080,,https://www.cottampharmacy.com/
Shoppers Drug Mart,TYPE 4,Middlesex-London Health Unit,,,,,1051,wonderland road south,1051 Wonderland Road South,London,ON,N6K3X4,Province of Ontario,42.939909,-81.282762,,,https://covid-19.shoppersdrugmart.ca/en
Shoppers Drug Mart,TYPE 4,Windsor-Essex County Health Unit,,,,,20,mill street west,20 Mill Street West,Tilbury,ON,N0P2L0,Province of Ontario,42.263762,-82.436999,519-682-2272,,https://covid-19.shoppersdrugmart.ca/en
Shoppers Drug Mart,TYPE 4,Huron Perth Public Health,,,,Unit 1,211,ontario street,"211 Ontario Street, Unit 1",Stratford,ON,N5A3H3,Province of Ontario,43.370846,-80.977489,,,https://covid-19.shoppersdrugmart.ca/en
Wardrop Pharmasave,TYPE 4,Grey-Bruce Health Unit,,,,,639,goderich street,639 Goderich Street,Port Elgin,ON,N0H2C0,Province of Ontario,44.436766,-81.388295,519-832-2015,,https://portelginpharmasave.medmeapp.ca/schedule
Clark's Pharmasave,TYPE 4,Haldimand-Norfolk Health Unit,,,,,454,norfolk street south,454 Norfolk Street South,Simcoe,ON,N3Y2X3,Province of Ontario,42.822221,-80.2998098,,,https://www.wellnesspharmacy.net/
Merrett's Pharmacy,TYPE 4,Algoma Public Health Unit,,,,,314,wellington street west,314 Wellington Street West,Sault Ste. Marie,ON,P6A1J1,Province of Ontario,46.525852,-84.346698,705-945-8465,,ssmpharmacy.com
Dean's Pharmasave,TYPE 4,North Bay-Parry Sound District Health Unit,,,,,1221,algonquin avenue,1221 Algonquin Avenue,North Bay,ON,P1B4Y3,Province of Ontario,46.32655,-79.466504,705-474-8630,,https://pharmaconnect.ca/appointment/75d077e5-a3d5-4afa-9739-388595efe5b1
Shoppers Drug Mart,TYPE 4,Chatham-Kent Health Unit,,,,,21,chatham street north,21 Chatham Street North,Blenheim,ON,N0P1A0,Province of Ontario,42.336143,-81.997205,,,https://covid-19.shoppersdrugmart.ca/en
Vankleek Hill Pharmacy,TYPE 4,Eastern Ontario Public Health,,,,,28,main street,28 Main Street,Vankleek Hill,ON,K0B1R0,Province of Ontario,45.5192595,-74.6514358,613-678-2201,,www.pharmachoice.com
Shoppers Drug Mart,TYPE 4,Hamilton Public Health Services,,,,,1,king street east,1 King Street East,Stoney Creek,ON,L8G1J7,Province of Ontario,43.917302,-78.58851,,,https://covid-19.shoppersdrugmart.ca/en
Shoppers Drug Mart,TYPE 4,Wellington-Dufferin-Guelph Public Health,,,,,375,eramosa road,375 Eramosa Road,Guelph,ON,N1E2N1,Province of Ontario,43.560838,-80.248813,,,https://covid-19.shoppersdrugmart.ca/en
Clark's Health Centre Pharmsave,TYPE 4,Haldimand-Norfolk Health Unit,,,,,216,west street,216 West Street,Simcoe,ON,N3Y1S8,Province of Ontario,42.834963,-80.310686,,,https://pharmasave.com/simcoe
Medical Pharmacy,TYPE 4,Huron Perth Public Health,,,,Unit 109,342,erie street,"342 Erie Street, Unit 109",Stratford,ON,N5A2N4,Province of Ontario,43.3635899,-80.9899564,519-272-0888,,https://www.stratfordmedicalpharmacy.com/
Woodroffe Pharmacy,TYPE 4,Ottawa Public Health,,,,,1637,woodroffe avenue,1637 Woodroffe Avenue,Ottawa,ON,K2G1W2,Province of Ontario,45.331276,-75.749993,613-224-8342,,
Quarry Medical Pharmacy,TYPE 4,"Kingston, Fontenac, Lennox and Addington Health Unit",,,,,100,princess street,100 Princess Street,Kingston,ON,K7L1A7,Province of Ontario,44.2313737,-76.4827233,,,quarrypharmacy.medmeapp.ca/schedule
Pitt Street Pharmacy,TYPE 4,Eastern Ontario Public Health,,,,,1327,pitt street,1327 Pitt Street,Cornwall,ON,K6J3T7,Province of Ontario,45.035956,-74.741362,613-932-0096,,
Procare Pharmacy,TYPE 4,Simcoe Muskoka District Health Unit,,,,,125,bell farm road,125 Bell Farm Road,Barrie,ON,L4M6L2,Province of Ontario,44.410596,-79.67515,,,https://procarepharmacy.medmeapp.ca/schedule/
Pharmacie Alfred,TYPE 4,Eastern Ontario Public Health,,,,,542,st. philippe street,542 St. Philippe Street,Alfred,ON,K0B1A0,Province of Ontario,45.5568303,-74.8876918,613-679-1212,,https://www.pharmachoice.com/locations/alfreds/
Shoppers Drug Mart,TYPE 4,Middlesex-London Health Unit,,,,Unit 106,645,commissioners road east,"645 Commissioners Road East, Unit 106",London,ON,N6C2T9,Province of Ontario,42.957716,-81.232275,,,https://covid-19.shoppersdrugmart.ca/en
Shoppers Drug Mart,TYPE 4,Eastern Ontario Public Health,,,,,2755,laurier street,2755 Laurier Street,Rockland,ON,K4K1A3,Province of Ontario,45.540498,-75.300686,,,https://covid-19.shoppersdrugmart.ca/en
Pharmacie Aubin Pharmacy,TYPE 4,North Bay-Parry Sound District Health Unit,,,,Unit a,220,king street,"220 King Street, Unit A",Sturgeon Falls,ON,P2B1R9,Province of Ontario,46.366928,-79.929348,705-223-0494,,https://aubinpharmasave.medmeapp.ca/schedule
Life Care Pharmacy,TYPE 4,Wellington-Dufferin-Guelph Public Health,,,,Unit c,23,victoria road north,"23 Victoria Road North, Unit C",Guelph,ON,N1E5G6,Province of Ontario,43.55774,-80.230966,519-823-5355,,www.lifecarepharmacy.ca
Coniston Pharmacy,TYPE 4,Sudbury and District Health Unit,,,,,24,amanda street,24 Amanda Street,Coniston,ON,P0M1M0,Province of Ontario,46.494269,-80.846176,705-694-5346,,https://conistonguardian.medmeapp.ca/schedule
Safeway Pharmacy,TYPE 4,Thunder Bay Health Unit,,,,,115,west arthur street,115 West Arthur Street,Thunder Bay,ON,P7E5P7,Province of Ontario,48.381653,-89.279431,807-475-4470,,www.pharmacyappointments.ca
Safeway Pharmacy,TYPE 4,Northwestern Health Unit,,,,,417,scott street,417 Scott Street,Fort Frances,ON,P9A1H3,Province of Ontario,48.6099241,-93.3913556,807-274-0363,,www.pharmacyappointments.ca
Fairway River Pharmacy,TYPE 4,"Region of Waterloo, Public Health",,,,Unit 4b,1401,river road east,"1401 River Road East, Unit 4B",Kitchener,ON,N2A3X9,Province of Ontario,43.433673,-80.427907,,,https://fairwayriverpharmacy.business.site/
Huntsville's Hometown IDA Drug,TYPE 4,Simcoe Muskoka District Health Unit,,,,,10,main street east,10 Main Street East,Huntsville,ON,P1H2C9,Province of Ontario,45.326508,-79.219388,705-789-2561,,https://www.huntsvilleshometownida.ca/
Lincoln Centre Pharmacy,TYPE 4,Niagara Region Public Health Department,,,,Unit b,390,lincoln street,"390 Lincoln Street, Unit B",Welland,ON,L3B4N4,Province of Ontario,42.98477,-79.237182,,,https://www.remedys.ca/en/ontario/welland/lincoln-centre-remedysrx-7003173
Havelock Pharmacy,TYPE 4,Peterborough Health Unit,,,,,44,ottawa street west,44 Ottawa Street West,Havelock,ON,K0L1Z0,Province of Ontario,44.433316,-77.891688,705-778-3851,,https://havelockguardian.medmeapp.ca/schedule
Royal Medical Pharmasave,TYPE 4,Simcoe Muskoka District Health Unit,,,,Unit 108,1,quarry ridge,"1 Quarry Ridge, Unit 108",Barrie,ON,L4M7G1,Province of Ontario,44.4149484,-79.6587186,,,https://royalmedicalpharmasave.medmeapp.ca/schedule
Rexall,TYPE 4,North Bay-Parry Sound District Health Unit,,,,,1205,fisher street,1205 Fisher Street,North Bay,ON,P1B2H2,Province of Ontario,46.311125,-79.448072,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Algoma Public Health Unit,,,,,13,second line west,13 Second Line West,Sault Ste. Marie,ON,P6C2J1,Province of Ontario,46.53736,-84.350954,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Simcoe Muskoka District Health Unit,,,,,1,huron street,1 Huron Street,Collingwood,ON,L9Y1C3,Province of Ontario,44.503204,-80.217014,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Ottawa Public Health,,,,,2116,montreal road,2116 Montreal Road,Gloucester,ON,K1J6M7,Province of Ontario,45.447978,-75.591865,,,https://www.rexall.ca/covid-19/vaccines
Pharma Plus,TYPE 4,Grey-Bruce Health Unit,,,,,963,2nd avenue east,963 2nd Avenue East,Owen Sound,ON,N4K2H5,Province of Ontario,44.567025,-80.9449027,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Toronto Public Health,,,,,4702,jane street,4702 Jane Street,Downsview,ON,M3N2L3,Province of Ontario,43.769665,-79.521133,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Niagara Region Public Health Department,,,,Unit 1a,9,pine street north,"9 Pine Street North, Unit 1A",Thorold,ON,L2V3Z9,Province of Ontario,43.125108,-79.204157,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Sudbury and District Health Unit,,,,,848,lasalle boulevard,848 Lasalle Boulevard,Sudbury,ON,P3A1X5,Province of Ontario,46.522554,-80.962943,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Ottawa Public Health,,,,,1910,st. laurent boulevard,1910 St. Laurent Boulevard,Ottawa,ON,K1G1A4,Province of Ontario,45.399525,-75.624916,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Sudbury and District Health Unit,,,,,117b,cedar street,117b Cedar Street,Sudbury,ON,P3E1A9,Province of Ontario,46.492128,-80.992351,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Ottawa Public Health,,,,,2269,riverside drive,2269 Riverside Drive,Ottawa,ON,K1H8K2,Province of Ontario,45.385723,-75.677223,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Ottawa Public Health,,,,Unit 35a,2121,carling avenue,"2121 Carling Avenue, Unit 35A",Ottawa,ON,K2A1H2,Province of Ontario,45.373174,-75.769897,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Sudbury and District Health Unit,,,,,555,barrydowne road,555 Barrydowne Road,Sudbury,ON,P3A3T4,Province of Ontario,46.507931,-80.944653,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Hamilton Public Health Services,,,,,102,hamilton regional road 8,102 Hamilton Regional Road 8,Stoney Creek,ON,L8G1C2,Province of Ontario,43.2219687,-79.7662228,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Niagara Region Public Health Department,,,,,200,fitch street,200 Fitch Street,Welland,ON,L3C4V9,Province of Ontario,42.995022,-79.264543,,,https://www.rexall.ca/covid-19/vaccines
Rexall,TYPE 4,Algoma Public Health Unit,,,,,129,trunk road,129 Trunk Road,Sault Ste. Marie,ON,P6A3S4,Province of Ontario,46.511665,-84.296112,,,https://www.rexall.ca/covid-19/vaccines
Port Rowan Pharmasave,TYPE 4,Haldimand-Norfolk Health Unit,,,,,1024,bay street,1024 Bay Street,Port Rowan,ON,N0E1M0,Province of Ontario,42.623904,-80.450243,,,https://portrowanpharmasave.medmeapp.ca/schedule
Shoppers Drug Mart,TYPE 4,York Region Public Health Services,,,,,9275,bayview avenue,9275 Bayview Avenue,Richmond Hill,ON,L4C9X4,Province of Ontario,43.856827,-79.409802,,,https://covid-19.shoppersdrugmart.ca/en
