School Name,School Number,OSSD Credits Offered,Principal Name,Suite,PO Box,Street Address,City,Province,Postal Code,Telephone Number,Fax,Region,School Website,School Level,School Special Conditions Code,Program Type,Association Membership
UMC High School – Eglinton Campus,888748,Offers credits toward the Ontario Secondary School Diploma (OSSD),Tanya Rene Fraser,2nd fl,,36 Eglinton Avenue West,Toronto,Ontario,M4R1A1,416-221-1226,,Toronto and Area Regional Office,www.umchighschool.com,Elem/Sec,All Year Round,,No
UMCA International Academy - North York,882776,Offers credits toward the Ontario Secondary School Diploma (OSSD),Simon Huynh,305,,1470 Don Mills Road,North York,Ontario,M3B2X9,416-510-8080,416-756-3328,Toronto and Area Regional Office,www.alathena.com,Secondary,All Year Round,,No
UMCA Rich Tree Academy,668410,Offers credits toward the Ontario Secondary School Diploma (OSSD),Suzana Pinsky,,,130 Racco Parkway,Thornhill,Ontario,L4J8X9,905-763-8622,905-763-2105,Barrie Regional Office,www.umca.ca,Elem/Sec,All Year Round,Internet/Site Based,No
Ummati Learning Center,669116,,Abdul Raheem Sharif,200,,205 County Court Boulevard,Brampton,Ontario,L6W4R6,647-909-6490,,Toronto and Area Regional Office,,Elementary,Not applicable,Site based only,No
Ummati School,665201,,Noor-ud-din Ghauri,,,1423 Thornton Rd. N,Oshawa,Ontario,L1H7K4,289-600-0914,,Barrie Regional Office,www.ummati.ca,Elementary,Not applicable,Site based only,Ummati Board
Unionville Academy,668892,Offers credits toward the Ontario Secondary School Diploma (OSSD),Leila Esmaili Nazar,202,,24 Drewry Avenue,North York,Ontario,M2M1C8,905-604-2163,905-415-2167,Barrie Regional Office,www.yorkvilledu.com,Secondary,All Year Round,Internet/Site Based,Ontario Federation of Independent School
Unionville Montessori School,877433,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sarah McDonald,,,4486 16th Avenue,Unionville,Ontario,L6C1N6,905-474-9888,905-474-5767,Barrie Regional Office,www.unionvillemontessori.com,Elem/Sec,All Year Round,Internet/Site Based,No
Unique Chinese School - 1,884124,,Lian Liu,21,,4271 Sheppard Avenue East,Scarborough,Ontario,M1S4G4,647-998-0928,,Toronto and Area Regional Office,,Elementary,Not applicable,,No
Unique Chinese School - 2,665953,,Amelia Lin,,,3143 Sheppard Avenue East,Scarborough,Ontario,M1T3J7,647-998-0928,,Toronto and Area Regional Office,www.chinesenumber1.com,Elementary,Not applicable,,No
United Mennonite Educational Institute,885800,Offers credits toward the Ontario Secondary School Diploma (OSSD),Sonya Bedal,,,"614 Mersea Rd 6, RR #5",Leamington,Ontario,N8H3V8,519-326-7448,519-326-0278,London Regional Office,http://www.umei.ca,Secondary,Not applicable,Site based only,CAMS
Unity Christian High School,667366,Offers credits toward the Ontario Secondary School Diploma (OSSD),Allen Schenk,,,25 Burton Avenue,Barrie,Ontario,L4N2R3,705-792-6915,705-792-2389,Barrie Regional Office,www.unitychristianhigh.ca,Secondary,Not applicable,Site based only,Ontario Alliance of Christian Schools
University of Toronto Schools,667510,Offers credits toward the Ontario Secondary School Diploma (OSSD),Rosemary Evans,,,30 HUMBERT Street,Toronto,Ontario,M6J1M5,416-978-3212,416-978-6775,Toronto and Area Regional Office,http://www.utschools.ca,Elem/Sec,All Year Round,,CIS Ontario
Upper Canada College,886858,Offers credits toward the Ontario Secondary School Diploma (OSSD),Samuel McKinney,,,200 Lonsdale Rd,Toronto,Ontario,M4V1W6,416-488-1125,,Toronto and Area Regional Office,http://www.ucc.on.ca/,Elem/Sec,Not applicable,,Canadian Accredited Independent Schools www.cais.ca
Upper York School,668518,Offers credits toward the Ontario Secondary School Diploma (OSSD),Yanling Gao,,,2832 16th Avenue,Markham,Ontario,L3R0K8,905-604-4622,,Toronto and Area Regional Office,upperyorkschool.ca,Elem/Sec,All Year Round,Site based only,OFIS
Upsala Christian School,889474,,Barbara Beebe,,,11 North Farm Loop,Upsala,Ontario,P0T2Y0,807-986-1422,807-986-1422,Thunder Bay Regional Office,,Elem/Sec,Not applicable,,No
Urban International High School - North,885905,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ahram Ham,,,172 Drewry Avenue,North York,Ontario,M2M1E4,416-483-9174,,Toronto and Area Regional Office,,Secondary,All Year Round,,No
Urban International School,885115,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ahram Ham,201,,150 Eglinton Avenue East,Toronto,Ontario,M4P1E8,416-924-1011,416-921-1011,Toronto and Area Regional Office,www.uihs.ca,Secondary,All Year Round,,No
USCA Academy,881623,Offers credits toward the Ontario Secondary School Diploma (OSSD),dazhuan lu,203,,170 Robert Speck Parkway,Mississauga,Ontario,L4Z3G1,905-232-0411,,Toronto and Area Regional Office,www.uscaacademy.com,Elem/Sec,All Year Round,Internet/Site Based,No
uStudy Learning Center,884310,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kalpana Pushpaharan,48,,45 Karachi Drive,Markham,Ontario,L3S0B5,905-554-6667,,Barrie Regional Office,http://www.ustudylearning.ca,Secondary,All Year Round,,No
UT Preparatory Academy,881924,Offers credits toward the Ontario Secondary School Diploma (OSSD),Yingpu Zhang,,,205 Sparks Avenue,Toronto,Ontario,M2H2S5,647-557-0917,647-557-0919,Toronto and Area Regional Office,www.utpa.ca,Secondary,All Year Round,,The Ontario Federation of Independent Schools
Uxbridge Montessori School,876453,,Heather Cargill,,,167 Main St N,Uxbridge,Ontario,L9P1C3,905-852-6377,,Barrie Regional Office,www.uxbridgemontessori.com,Elementary,Not applicable,Site based only,No
Vanguard High School,885052,Offers credits toward the Ontario Secondary School Diploma (OSSD),Haoming Gu,202,,255 King Street North,Waterloo,Ontario,N2J4V2,647-872-3627,,London Regional Office,,Secondary,All Year Round,Internet/Site Based,Ontario Private School Association
Vanguard Online Academy,669585,Offers credits toward the Ontario Secondary School Diploma (OSSD),Haoming Gu,27,,119 University Avenue East,Waterloo,Ontario,N2J2W1,647-872-3627,,London Regional Office,,Secondary,All Year Round,Internet/Site Based,Ontario Private School Association
Vantage Academy,668451,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Judith Garza,906,,4789 Yonge Street,Toronto,Ontario,M2N0G3,647-969-7828,,Toronto and Area Regional Office,,Secondary,All Year Round,Internet based only,No
Vaughan Baptist Christian Academy,886962,,James Hird,,,8286 Islington Avenue,Woodbridge,Ontario,L4L1W8,905-851-7170,,Barrie Regional Office,www.vaughanbapstistacademy.org,Elem/Sec,Not applicable,Site based only,No
Vaughan College,666098,Offers credits toward the Ontario Secondary School Diploma (OSSD),Franco MARCHESE,# 3,,9121 Weston RD,Woodbridge,Ontario,L4H0L4,905-265-9229,,Barrie Regional Office,www.vaughancollege.ca,Secondary,All Year Round,,Learning Centres
Verideia Classical Christian Academy,888664,,Trevor Long,,N2N 0A7,1780 Glasgow Street,Kitchener,Ontario,N2N0A7,519-746-0008,519-746-4206,London Regional Office,www.kwfcs.com,Elementary,Not applicable,Site based only,Assciation of Christian Schools International
Vezina,663263,Offers credits toward the Ontario Secondary School Diploma (OSSD),Judy Stephen,,,15 Seven Street,Attawapiskat,Ontario,P0L1A0,705-997-2117,705-997-2357,Sudbury-North Bay Regional Office,www.afnea.com,Secondary,First Nation,First Nation,No
Victoria School,665358,,,,,40 Richmond Street,BRANTFORD,Ontario,N3T3Y3,226-922-1730,,London Regional Office,,Secondary,All Year Round,,
Victus Academy,669153,Offers credits toward the Ontario Secondary School Diploma (OSSD),Charles Williams,,,35 Sportsworld Crossing Road,Kitchener,Ontario,N2P0A5,519-219-5900,226-806-0230,London Regional Office,www.victusacademy.com,Elem/Sec,Not applicable,,No
Village Hearth Community School,669834,,,,,20 Shelldale CrescenT,Guelph,Ontario,N1H1C8,519-400-3968,,Toronto and Area Regional Office,,Elementary,Not applicable,,
Vincent Massey Academy Day School,665636,,,,,68 Daisy Avenue,Etobicoke,Ontario,N8W1S1,416-252-3304,,Toronto and Area Regional Office,,Elementary,Not applicable,,
Vineridge Academy,669681,Offers credits toward the Ontario Secondary School Diploma (OSSD),Meghan Barclay,,,1875 Niagara Stone Road,Niagara-on-the-Lake,Ontario,L0S1J0,289-868-9200,289-868-8873,London Regional Office,www.vineridge.ca,Secondary,All Year Round,,No
Virgil Old Colony Christian School,665347,,Susan Klassen,,,565 East West Line,Niagara-on-the-Lake,Ontario,L0S1J0,905-468-5028,905-468-0334,London Regional Office,,Elementary,Not applicable,Site based only,No
Virtual Elementary School,883303,,Stephen Baker,,402,27 Main Street N,Bayfield,Ontario,N0M1G0,866-679-9377,519-565-4100,London Regional Office,www.virtualelementaryschool.com,Elementary,Not applicable,Internet based only,No
Virtual High School,665681,Offers credits toward the Ontario Secondary School Diploma (OSSD),Stephen Baker,,402,27 Main Street North,Bayfield,Ontario,N0M1G0,866-679-9377,519-565-4100,London Regional Office,www.VirtualHighSchool.com,Secondary,All Year Round,Internet based only,No
Virtute Innovation and Art Education,880681,Offers credits toward the Ontario Secondary School Diploma (OSSD),Anson Liaw,,,100 East Beaver Creek Road,Richmond Hill,Ontario,L4B1J6,647-985-8991,,Barrie Regional Office,www.viaschool.ca,Secondary,All Year Round,,No
Voice Integrative Private School,665142,,Jamie Milroy,,,50 Gristmill Lane,Toronto,Ontario,M5A3C4,416-691-4639,416-691-3722,Toronto and Area Regional Office,http://www.voiceintegrative.com,Elementary,Not applicable,,No
Wahsa Distance Education Centre,663727,Offers credits toward the Ontario Secondary School Diploma (OSSD),Mary Yesno,,Box 1118,74 Front Street,Sioux Lookout,Ontario,P8T1B7,807-737-1488,807-737-1732,Thunder Bay Regional Office,http://www.nnec.on.ca,Secondary,First Nation,First Nation,No
Walden International School,667399,,Daphne Perugini,,,1030 Queen Street West,Brampton,Ontario,L6X0B2,905-497-8890,,Toronto and Area Regional Office,www.waldeninternationalschool.com,Elementary,Not applicable,Site based only,No
Waldorf Academy,884693,,Jennifer Deathe,,,250 Madison Ave,Toronto,Ontario,M4V2W6,416-962-6447,416-975-5513,Toronto and Area Regional Office,www.waldorfacademy.org,Elementary,Not applicable,,Association of Waldorf Schools of North America
Wales College Secondary School,669384,Offers credits toward the Ontario Secondary School Diploma (OSSD),Ryan Wilson,,,56 Redlea Ave,Toronto,Ontario,M1V4S3,416-299-9966,416-299-1577,Toronto and Area Regional Office,www.walescollege.ca,Secondary,All Year Round,Internet/Site Based,No
Wali ul Asr School,881389,Offers credits toward the Ontario Secondary School Diploma (OSSD),Syed Mohsin Zaidi,,,84 Simpson Road Rd,Caledon,Ontario,L7E4G2,905-951-6146,,Toronto and Area Regional Office,http://www.waliulasr.ca,Elem/Sec,All Year Round,Site based only,No
Wali ul Asr School -GTA West Campus,665704,,Shumaila Zaidi,,,7580 Kennedy Road,Brampton,Ontario,L6W0A1,905-457-9254,,Toronto and Area Regional Office,www.waliulasr.ca,Elementary,Not applicable,,No
Wallaceburg Christian Private School,886610,,Season Hoogstad,,,693 Albert Street,Wallaceburg,Ontario,N8A1Y8,519-627-6013,519-627-5051,London Regional Office,www.wallaceburgchristianschool.com,Elementary,Not applicable,,Edvance Christian Schools Association
Walsingham Christian School,876852,,Marten Klassen,,3,"1 Concession Road 6, Comp 2",Walsingham,Ontario,N0E1X0,519-586-3812,519-586-9489,London Regional Office,,Elem/Sec,Not applicable,Site based only,No
Warwick Secondary School,669971,,,,,24 - 7170 Warden Avenue,Markham,Ontario,L3R8B4,416-826-6883,,Barrie Regional Office,,Secondary,All Year Round,,
Waterdown Montessori School,883800,,,,,1921 Snake Road,Burlington,Ontario,L7P4Y2,905-689-2171,,Toronto and Area Regional Office,,Elementary,Not applicable,,
Waterloo Independent Secondary School,668370,Offers credits toward the Ontario Secondary School Diploma (OSSD),Geoffrey Chambers,,,435 King Street,North Waterloo,Ontario,N2J2Z5,519-267-2600,519-804-6490,London Regional Office,www.waterlooss.ca,Secondary,All Year Round,Internet/Site Based,No
Waterloo Private High School,668819,,,,,6980 Maritz Drive,Mississauga,Ontario,L5W1Z3,630-600-1084,,Toronto and Area Regional Office,,Secondary,All Year Round,,
WE International Academy,668665,Offers credits toward the Ontario Secondary School Diploma (OSSD),Brian Campbell,101,,160 Commerce Valley Drive Eas,Markham,Ontario,L3T0A9,905-707-9998,,Barrie Regional Office,www.westfieldeducation.ca,Secondary,All Year Round,Internet based only,No
Webtree Academy,883796,Offers credits toward the Ontario Secondary School Diploma (OSSD),Henry Michels,,,250 Lesmill Road,North York,Ontario,M3B2T5,416-792-8280,416-792-8272,Toronto and Area Regional Office,http://webtreeedu.com,Secondary,All Year Round,Site based only,No
Welland Christian Academy,880927,,Emilio Mollo,,,109 Chaffey Street,Welland,Ontario,L3B2Y6,905-733-8635,,London Regional Office,,Elem/Sec,Not applicable,,No
Wellington Hall Academy,876976,,Catherine Huntley,,,J9-5420 Highway 6,Guelph,Ontario,N1H6J2,519-823-2278,,London Regional Office,http://www.wellingtonhallacademy.ca,Elementary,Not applicable,Site based only,No
Wells Academy,669203,Offers credits toward the Ontario Secondary School Diploma (OSSD),Kangxian Zhao,24,,505 Hood Road,Markham,Ontario,L3R5V6,647-560-6398,,Toronto and Area Regional Office,wellsacademy.ca,Elem/Sec,All Year Round,,No
Wesley Christian Academy,875910,,Marjorie Serio,,,22 Heritage Rd,Markham,Ontario,L3P1M4,905-201-8461,905-201-6438,Barrie Regional Office,http://www.wesleyca.com,Elementary,Not applicable,Site based only,"ACSI, OFIS, CSI"
West Amish School,887630,,Susan Stoll,,,52141 Glencolin Line,Aylmer,Ontario,N5H2R3,,,London Regional Office,,Elementary,Not applicable,Site based only,No
West Bentinck Amish Parochial School,884981,,JulieAnn Kuepfer,,,521144 Con 12 3,Elmwood,Ontario,N0G1S0,,,Barrie Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
West Hesson Parochial School,889580,,Josiah Weber,,,4303 Line 83 4,Listowel,Ontario,N4W3G9,519-595-8644,,London Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
West Montrose Parochial School,888524,,Susanna Bauman,,,543 Katherine Street North,West Montrose,Ontario,N0B2V0,,,London Regional Office,,Elementary,Not applicable,Site based only,Waterloo-Wellington-Perth Parochial Schools
Westboro Academy,876194,,Margaret Garrard,,,1000 Brookfield East Road,Ottawa,Ontario,K1V6J1,613-737-9543,613-737-7716,Ottawa Regional Office,http://www.westboroacademy.com,Elementary,Not applicable,,OFIS
Westfield English Language School,669988,,Frank Marchini,,,160 Commerce Valley Dr East,Markham,Ontario,L3T0A9,905-707-9998,,Toronto and Area Regional Office,www.westfieldeducation.ca,Secondary,Not applicable,Internet/Site Based,Language Canada
Westfield Secondary School,667931,Offers credits toward the Ontario Secondary School Diploma (OSSD),Brian Campbell,,,160 Commerce Valley Drive East,Markham,Ontario,L3T0A9,905-707-9119,,Toronto and Area Regional Office,www.westfieldeducation.ca,Elem/Sec,All Year Round,Site based only,Ontario Federation of Independent Schools
Westminster Classical Christian Academy,668494,,Wallace Robinson,,,9 Hewitt Avenue,Toronto,Ontario,M6R1Y4,416-466-8819,,Toronto and Area Regional Office,www.westminsterclassical.ca,Elementary,Not applicable,,Association of Christian Schools International
Weston Learning Centre Inc,667318,Offers credits toward the Ontario Secondary School Diploma (OSSD),Lina Aivazova,6-7,,60 Winges Road,WOODBRIDGE,Ontario,L4L6B1,905-264-9772,,Barrie Regional Office,http://www.westonschool.ca/,Secondary,All Year Round,Site based only,No
Westside Montessori School,665427,,Liz Bovey,,,95 Bellevue Avenue,Toronto,Ontario,M5T2N8,647-430-5321,,Toronto and Area Regional Office,westsideschool.ca,Elementary,Not applicable,Site based only,CCMA
Westward International Academy,883970,Offers credits toward the Ontario Secondary School Diploma (OSSD),Xiaowei Fan,201A,,511 McNicoll Avenue,North York,Ontario,M2H2C9,819-328-6489,,Barrie Regional Office,westwardacademy.ca,Secondary,All Year Round,Internet/Site Based,No
Westwood Academy,885913,,,,,3-40 Vogel Road,Richmond Hill,Ontario,L4B3N6,647-878-0527,,Barrie Regional Office,studyatwestwood.com,Secondary,All Year Round,,
Wheatley School of Montessori Education,883824,Applied to offer credits toward the Ontario secondary School Diploma (OSSD),Eda Varalli,,,497 Scott Street,St Catharines,Ontario,L2M3X3,905-641-3012,905-641-1443,London Regional Office,www.wheatleyschool.com,Elem/Sec,Not applicable,Internet/Site Based,Canadian Council of Montessori Administrators
Whispering Spruce,667764,,Salinda Brubacher,,,88005 McDonald Line 2,Wroxeter,Ontario,N0G2X0,,,London Regional Office,,Elementary,Not applicable,Site based only,Orthodox Mennonite Parochial Schools
Whitby Montessori & Elementary School,669262,,Christine Mayor-Miller,,,95 Taunton Road East,Whitby,Ontario,L1R3L3,905-430-8201,905-430-6884,Barrie Regional Office,www.whitbymontessori.ca,Elementary,Not applicable,,No
White Oaks Montessori School,876968,,Irene Stathoukos,,,1200 Vanier Drive,Mississauga,Ontario,L5H4C7,905-278-4454,905-278-5184,Toronto and Area Regional Office,http://www.woms.ca,Elementary,Not applicable,,No
Whitechurch Christian Day School,878804,,Donna Albrecht,,,201 Whitechurch Street,Lucknow,Ontario,N0G2H0,519-357-3866,,Barrie Regional Office,,Elementary,Not applicable,Site based only,No
Whitefield Christian Schools,875015,Offers credits toward the Ontario Secondary School Diploma (OSSD),Jill Saunders,,,5808 Finch Ave E,Scarborough,Ontario,M1B4Y6,416-297-1212,416-291-4632,Toronto and Area Regional Office,www.whitefieldchristianschools.ca,Elem/Sec,Not applicable,,Association of Christian Schools International
