Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Identified as Gifted,Percentage of Students Receiving Special Education Services,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some University Education,Extract Date,ISCED010,ISCED020,ISCED1,ISCED2,ISCED3
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),489425,Rolling Hills Public School,Public,Not applicable,Elementary,English,1-8,,,694 7A Highway RR1,Kawartha Lakes,Bethany,Ontario,L0A1A0,705-277-9515,705-277-9516,http://rhp.tldsb.on.ca,www.tldsb.ca,235,44.18388,-78.5693,0,100,0,0,30,0,N/D,,N/D,,N/D,,94%,12.0,88%,18.0,76%,41.0,,,,,,,10,25,2020-09-04,0,0,1,1,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),503630,Scott Young Public School,Public,Not applicable,Elementary,English,1-8,,,27 Walnut St,Kawartha Lakes,Omemee,Ontario,K0L2W0,705-799-5133,705-799-5154,http://syp.tldsb.on.ca/,www.tldsb.ca,240,44.29932,-78.5655,0,100,0,0,40,0,N/D,,N/D,,N/D,,80%,2.0,85%,2.0,50%,1.0,,,,,,,5,25,2020-09-04,0,0,1,1,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),099783,Spruce Glen Public School,Public,Not applicable,Elementary,English,JK-8,,,550 Muskoka Road 3 N,Huntsville,Huntsville,Ontario,P1H1C9,705-789-4591,705-789-0419,http://sgp.tldsb.on.ca/,www.tldsb.ca,310,45.34427,-79.2019,0,100,0,0,30,0,68%,-13.0,70%,-11.0,59%,-3.0,89%,5.0,76%,-2.0,57%,10.0,,,,,,,15,30,2020-09-04,1,1,1,1,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),575976,Stuart W Baker Elementary School,Public,Not applicable,Elementary,English,JK-3,,,1080 Grass Lake Rd,Dysart et al,Haliburton,Ontario,K0M1S0,705-457-1342,705-457-9767,http://sbe.tldsb.on.ca/,www.tldsb.ca,290,45.04048,-78.5295,0,100,0,0,15,0,60%,-28.0,43%,-47.0,37%,-38.0,N/D,,N/D,,N/D,,,,,,,,25,30,2020-09-04,1,1,1,0,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),568694,V K Greer Memorial Public School,Public,Not applicable,Elementary,English,JK-8,,,130 Muskoka Road 10 Rd,Huntsville,Utterson,Ontario,P0B1M0,705-385-2200,705-385-1827,http://vkg.tldsb.on.ca/,www.tldsb.ca,235,45.21696,-79.3062,0,100,0,0,25,0,71%,21.0,50%,-7.0,54%,22.0,67%,-1.0,52%,-8.0,19%,-5.0,,,,,,,10,35,2020-09-04,1,1,1,1,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),590002,Watt Public School,Public,Not applicable,Elementary,English,JK-8,,,2794 Hwy 141 RR 1,Muskoka Lakes,Utterson,Ontario,P0B1M0,705-769-3643,705-769-3762,http://wat.tldsb.on.ca/,www.tldsb.ca,90,45.2169,-79.509,0,100,10,0,40,0,N/R,,N/R,,N/R,,N/R,,N/R,,N/R,,,,,,,,10,30,2020-09-04,1,1,1,1,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),606138,Wilberforce Elementary School,Public,Not applicable,Elementary,English,4-8,,,1011 School Rd,Highlands East,Wilberforce,Ontario,K0L3C0,705-448-2421,705-448-1103,http://wes.tldsb.on.ca/,www.tldsb.ca,65,45.04012,-78.2246,0,100,0,0,60,0,N/D,,N/D,,N/D,,58%,-6.0,67%,12.0,25%,16.0,,,,,,,30,20,2020-09-04,0,0,1,1,0
B66087,Trillium Lakelands DSB,Pub Dist Sch Brd (E/F),620173,Woodville Elementary School,Public,Not applicable,Elementary,English,JK-8,,,109 Nappadale St.,Kawartha Lakes,Woodville,Ontario,K0M2T0,705-439-2427,705-439-2577,http://wve.tldsb.on.ca,www.tldsb.ca,240,44.396770000000004,-78.993,0,100,0,0,30,0,61%,-11.0,61%,-19.0,70%,-6.0,77%,-14.0,77%,-10.0,15%,-28.0,,,,,,,20,20,2020-09-04,1,1,1,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),891630,Almonte District High School,Public,Not applicable,Secondary,English,9-12,,,126 Martin Street North,Mississippi Mills,Almonte,Ontario,K0A1A0,613-256-1470,855-340-9073,http://almonte.ucdsb.on.ca/,www.ucdsb.on.ca,365,45.231640000000006,-76.1961,0,100,0,0,30,0,,,,,,,,,,,,,82%,17.0,39%,21.0,75%,-6.0,10,40,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),557661,Almonte Intermediate School,Public,Not applicable,Elementary,English,7-8,,,126 Martin Street North,Mississippi Mills,Almonte,Ontario,K0A1A0,613-256-1470,855-340-9073,http://almonte.ucdsb.on.ca/,www.ucdsb.on.ca,150,45.23186,-76.1964,0,100,0,0,30,0,,,,,,,,,,,,,,,,,,,10,35,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),020389,Arklan Community Public School,Public,Not applicable,Elementary,English,JK-6,,,123 Patterson Crescent,Carleton Place,Carleton Place,Ontario,K7C4R2,613-257-8113,855-340-9074,http://arklan.ucdsb.on.ca,www.ucdsb.on.ca,330,45.144859999999994,-76.1355,0,100,0,0,10,0,72%,1.0,75%,2.0,70%,19.0,75%,-11.0,60%,-26.0,22%,-3.0,,,,,,,10,35,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),892807,Athens District High School,Public,Not applicable,Secondary,English,9-12,,,21 Church Street,Athens,Athens,Ontario,K0E1B0,613-924-2618,855-340-9075,http://athens.ucdsb.on.ca,www.ucdsb.on.ca,140,44.62526,-75.9473,5,100,0,0,35,0,,,,,,,,,,,,,52%,-16.0,N/R,,59%,-17.0,10,20,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),033990,Athens Intermediate School,Public,Not applicable,Elementary,English,7-8,,,21 Church Street,Athens,Athens,Ontario,K0E1B0,613-924-2618,855-340-9075,http://athens.ucdsb.on.ca/,www.ucdsb.on.ca,65,44.62534,-75.9475,0,100,0,0,40,0,,,,,,,,,,,,,,,,,,,20,20,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),253543,BCI Intermediate School,Public,Not applicable,Elementary,English,7-8,,,90 Pearl Street East,Brockville,Brockville,Ontario,K6V1P8,613-345-5641,855-340-9078,http://bci.ucdsb.on.ca/,www.ucdsb.on.ca,225,44.59592,-75.6822,5,100,0,5,20,0,,,,,,,,,,,,,,,,,,,20,35,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),038598,Beckwith Public School,Public,Not applicable,Elementary,English,JK-6,,,1523 9th Line RR 2,Beckwith,Carleton Place,Ontario,K7C3P2,613-253-0427,855-340-9076,http://beckwith.ucdsb.on.ca,www.ucdsb.on.ca,415,45.11251,-76.0955,0,100,0,0,15,0,80%,-12.0,74%,-8.0,60%,2.0,69%,-19.0,72%,-16.0,41%,-4.0,,,,,,,10,40,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),247005,Bridgewood Public School,Public,Not applicable,Elementary,English,JK-6,,,850 Nick Kaneb Drive,Cornwall,Cornwall,Ontario,K6H6Z2,613-932-5318,,http://bridgewood.ucdsb.on.ca/,www.ucdsb.on.ca,500,45.03617,-74.7064,15,100,0,0,25,0,62%,16.0,55%,3.0,25%,-13.0,81%,11.0,85%,21.0,31%,0.0,,,,,,,40,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),896578,Brockville Collegiate Institute,Public,Not applicable,Secondary,English,9-12,,,90 Pearl Street East,Brockville,Brockville,Ontario,K6V1P8,613-345-5641,855-340-9078,http://bci.ucdsb.on.ca,www.ucdsb.on.ca,565,44.595729999999996,-75.6822,10,100,0,1,24,3,,,,,,,,,,,,,94%,12.0,40%,15.0,79%,-6.0,18,30,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),073911,Caldwell Street Elementary School,Public,Not applicable,Elementary,English,JK-6,,,70 Caldwell Street,Carleton Place,Carleton Place,Ontario,K7C3A5,613-257-1270,855-340-9079,http://caldwell.ucdsb.on.ca/,www.ucdsb.on.ca,365,45.132979999999996,-76.1438,0,100,0,0,10,0,74%,-9.0,64%,-21.0,46%,-20.0,85%,-4.0,85%,-8.0,50%,-5.0,,,,,,,20,35,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),076643,Cambridge Public School,Public,Not applicable,Elementary,English,JK-6,,,2123 Route 500 West,The Nation,Embrun,Ontario,K0A1W0,613-443-3024,855-340-9080,http://cambridge.ucdsb.on.ca,www.ucdsb.on.ca,315,45.29313,-75.219,0,100,0,0,20,0,78%,1.0,56%,-9.0,63%,15.0,87%,-1.0,82%,17.0,42%,11.0,,,,,,,5,45,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),898520,Carleton Place High School,Public,Not applicable,Secondary,English,9-12,,,215 Lake Ave W,Carleton Place,Carleton Place,Ontario,K7C1M3,613-257-2720,855-340-9082,http://carletonplace.ucdsb.on.ca/,www.ucdsb.on.ca,595,45.13362,-76.1483,6,100,1,1,27,1,,,,,,,,,,,,,93%,-1.0,43%,-3.0,84%,7.0,8,38,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),559939,Carleton Place Intermediate School,Public,Not applicable,Elementary,English,7-8,,,215 Lake Ave W,Carleton Place,Carleton Place,Ontario,K7C1M3,613-257-2720,855-340-9082,http://carletonplace.ucdsb.on.ca/,www.ucdsb.on.ca,285,45.141000000000005,-76.1365,0,100,0,0,25,0,,,,,,,,,,,,,,,,,,,15,35,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),090107,Centennial 67 Public School,Public,Not applicable,Elementary,English,JK-6,,,7 Henderson Street,Edwardsburgh/Cardinal,Spencerville,Ontario,K0E1X0,613-658-3114,855-358-3355,http://centennial67.ucdsb.on.ca/,www.ucdsb.on.ca,115,44.8457,-75.5482,0,100,0,0,20,0,77%,16.0,69%,-3.0,54%,-2.0,91%,20.0,82%,23.0,45%,-8.0,,,,,,,15,30,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),094846,Central Public School,Public,Not applicable,Elementary,English,JK-6,,,200 Amelia Street,Cornwall,Cornwall,Ontario,K6H0A5,613-932-0857,855-358-3356,http://central.ucdsb.on.ca/,www.ucdsb.on.ca,465,45.019709999999996,-74.7257,0,95,0,0,25,0,45%,0.0,40%,-5.0,23%,3.0,59%,-3.0,59%,3.0,17%,-6.0,,,,,,,50,10,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),262508,Char-Lan Intermediate School,Public,Not applicable,Elementary,English,7-8,,,19743 John Street,South Glengarry,Williamstown,Ontario,K0C2J0,613-347-2441,855-358-3357,http://char-lan.ucdsb.on.ca/,www.ucdsb.on.ca,100,45.14497,-74.5756,0,95,0,0,30,0,,,,,,,,,,,,,,,,,,,10,30,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),897876,Charlottenburgh and Lancaster District High School,Public,Not applicable,Secondary,English,9-12,,,19743 John St,South Glengarry,Williamstown,Ontario,K0C2J0,613-347-2441,855-358-3357,http://char-lan.ucdsb.on.ca/,www.ucdsb.on.ca,220,45.14456,-74.5729,0,100,0,0,30,0,,,,,,,,,,,,,77%,-15.0,53%,,95%,3.0,15,40,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),106283,Chesterville Public School,Public,Not applicable,Elementary,English,JK-6,,,38 College Street,North Dundas,Chesterville,Ontario,K0C1H0,613-448-2224,855-358-3358,http://chesterville.ucdsb.on.ca,www.ucdsb.on.ca,170,45.1002,-75.2325,0,100,0,0,20,0,68%,20.0,37%,-25.0,26%,2.0,69%,-13.0,81%,-1.0,19%,-8.0,,,,,,,20,25,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),517488,Chimo Elementary School,Public,Not applicable,Elementary,English,JK-8,,,11 Ross Street,Smiths Falls,Smiths Falls,Ontario,K7A4V7,613-283-1761,855-358-3359,http://chimo.ucdsb.on.ca,www.ucdsb.on.ca,425,44.88622,-76.0173,0,95,0,0,20,0,57%,-4.0,45%,-16.0,39%,-11.0,80%,26.0,79%,35.0,30%,23.0,,,,,,,25,20,2020-09-04,1,1,1,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),120324,Commonwealth Public School,Public,Not applicable,Elementary,English,JK-6,,,166 Pearl Street East,Brockville,Brockville,Ontario,K6V1R4,613-345-5031,855-358-3360,http://commonwealth.ucdsb.on.ca,www.ucdsb.on.ca,235,44.59783,-75.6787,0,100,5,0,40,0,33%,-2.0,42%,-17.0,4%,-14.0,51%,-11.0,66%,12.0,14%,-9.0,,,,,,,35,15,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),902810,Cornwall Collegiate and Vocational School,Public,Not applicable,Secondary,English,9-12,,,437 Sydney Street,Cornwall,Cornwall,Ontario,K6H3H9,613-932-8360,855-358-3361,http://ccvs.ucdsb.on.ca,www.ucdsb.on.ca,530,45.022859999999994,-74.7281,18,99,2,2,36,0,,,,,,,,,,,,,52%,-17.0,35%,5.0,52%,-3.0,23,14,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),477957,Cornwall Intermediate School,Public,Not applicable,Elementary,English,7-8,,,437 Sydney Street,Cornwall,Cornwall,Ontario,K6H3H9,613-932-8360,855-358-3361,http://ccvs.ucdsb.on.ca/,www.ucdsb.on.ca,200,45.0227,-74.7286,20,95,0,5,35,0,,,,,,,,,,,,,,,,,,,40,15,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),149209,Drummond Central School,Public,Not applicable,Elementary,English,JK-6,,,1469 Drummond Road RR 6,Drummond-North Elmsley,Perth,Ontario,K7H3C8,613-267-4789,855-358-3362,http://drummond.ucdsb.on.ca/,www.ucdsb.on.ca,65,44.988170000000004,-76.2368,0,100,0,0,20,0,N/R,,N/R,,N/R,,70%,-11.0,55%,-33.0,10%,-40.0,,,,,,,10,30,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),170631,Duncan J Schoular Public School,Public,Not applicable,Elementary,English,JK-8,,,41 McGill Street South,Smiths Falls,Smiths Falls,Ontario,K7A3M9,613-283-1367,855-358-3363,http://djschoular.ucdsb.on.ca/,www.ucdsb.on.ca,300,44.89845,-76.0117,0,100,0,0,30,0,53%,18.0,35%,4.0,26%,3.0,42%,-11.0,32%,-21.0,5%,-8.0,,,,,,,40,15,2020-09-04,1,1,1,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),157376,Eamer's Corners Public School,Public,Not applicable,Elementary,English,JK-6,,,2258 Pitt Street,Cornwall,Cornwall,Ontario,K6K1A3,613-933-0644,855-358-3364,http://eamerscorners.ucdsb.on.ca/,www.ucdsb.on.ca,440,45.05713,-74.7613,10,100,0,0,25,0,71%,11.0,68%,-2.0,36%,-16.0,81%,25.0,81%,15.0,23%,-1.0,,,,,,,35,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),331317,Front of Yonge Elementary School,Public,Not applicable,Elementary,English,JK-6,,,1504 County Road #2,Front of Yonge,Mallorytown,Ontario,K0E1R0,613-923-5284,855-376-4213,http://frontofyonge.ucdsb.on.ca,www.ucdsb.on.ca,120,44.4789,-75.8776,0,100,0,0,25,0,88%,61.0,75%,22.0,81%,68.0,100%,41.0,100%,53.0,40%,28.0,,,,,,,10,40,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),269852,Gananoque Intermediate School,Public,Not applicable,Elementary,English,7-8,,,175 William Street South,Gananoque,Gananoque,Ontario,K7G1S8,613-382-4741,855-376-4214,http://gananoque.ucdsb.on.ca/,www.ucdsb.on.ca,130,44.33062,-76.1562,0,95,0,0,30,0,,,,,,,,,,,,,,,,,,,20,20,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),911526,Gananoque Secondary School,Public,Not applicable,Secondary,English,9-12,,,175 William Street South,Gananoque,Gananoque,Ontario,K7G1S8,613-382-4741,855-376-4214,http://gananoque.ucdsb.on.ca/,www.ucdsb.on.ca,310,44.33058,-76.1567,0,100,0,0,30,5,,,,,,,,,,,,,89%,18.0,61%,33.0,74%,5.0,10,20,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),218111,Glen Tay Public School,Public,Not applicable,Elementary,English,JK-6,,,155 Harper Road RR 4,Tay,Perth,Ontario,K7H3C6,613-267-1909,855-376-4216,http://glentay.ucdsb.on.ca/,www.ucdsb.on.ca,95,44.88707,-76.3145,0,100,0,0,30,0,62%,-23.0,38%,-24.0,31%,-31.0,65%,-18.0,65%,-18.0,12%,-16.0,,,,,,,20,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),913219,Glengarry District High School,Public,Not applicable,Secondary,English,9-12,,,212 Main Street North,North Glengarry,Alexandria,Ontario,K0C1A0,613-525-1066,855-376-4217,http://glengarry.ucdsb.on.ca/,www.ucdsb.on.ca,235,45.31532,-74.6402,10,90,5,5,40,0,,,,,,,,,,,,,96%,13.0,N/R,,75%,-8.0,20,30,2020-09-04,0,0,0,1,1
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),174498,Glengarry Intermediate School,Public,Not applicable,Elementary,English,7-8,,,212 Main Street North,North Glengarry,Alexandria,Ontario,K0C1A0,613-525-1066,855-376-4217,http://glengarry.ucdsb.on.ca/,www.ucdsb.on.ca,65,45.315529999999995,-74.6406,10,100,0,0,20,0,,,,,,,,,,,,,,,,,,,20,30,2020-09-04,0,0,0,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),278149,Iroquois Public School,Public,Not applicable,Elementary,English,JK-6,,,66 Lakeview Drive,South Dundas,Iroquois,Ontario,K0E1K0,613-652-4580,855-376-4218,http://iroquois.ucdsb.on.ca/,www.ucdsb.on.ca,340,44.84874,-75.3128,0,100,0,0,15,0,55%,-14.0,64%,-10.0,39%,-1.0,76%,22.0,69%,15.0,12%,-5.0,,,,,,,20,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),288934,Kemptville Public School,Public,Not applicable,Elementary,English,JK-6,,,224 County Road 44,North Grenville,Kemptville,Ontario,K0G1J0,613-258-2206,855-376-4219,http://kemptville.ucdsb.on.ca/,www.ucdsb.on.ca,505,45.01321,-75.6429,2,100,0,0,8,0,69%,-1.0,74%,-7.0,59%,-13.0,95%,1.0,90%,0.0,53%,-10.0,,,,,,,9,39,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),303429,Laggan Public School,Public,Not applicable,Elementary,English,JK-6,,,20345 Laggan-Glenelg Road RR 1,North Glengarry,Dalkeith,Ontario,K0B1E0,613-525-3112,855-376-4221,http://laggan.ucdsb.on.ca,www.ucdsb.on.ca,180,45.3902,-74.7052,10,90,0,5,20,0,95%,7.0,85%,-3.0,65%,3.0,96%,-4.0,96%,-4.0,80%,-6.0,,,,,,,20,30,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),314153,Linklater Public School,Public,Not applicable,Elementary,English,JK-6,,,300 Stone Street North,Gananoque,Gananoque,Ontario,K7G1Y8,613-382-3689,855-384-1911,http://linklater.ucdsb.on.ca,www.ucdsb.on.ca,185,44.33147,-76.1655,0,100,0,5,20,0,86%,3.0,76%,-15.0,62%,-21.0,92%,3.0,100%,18.0,53%,3.0,,,,,,,20,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),319740,Lombardy Public School,Public,Not applicable,Elementary,English,JK-8,,,596 Highway #15 RR 1,Rideau Lakes,Lombardy,Ontario,K0G1L0,613-283-0860,855-384-1912,http://lombardy.ucdsb.on.ca,www.ucdsb.on.ca,325,44.83551,-76.0737,0,100,0,0,10,0,83%,12.0,83%,7.0,72%,19.0,77%,-14.0,77%,-14.0,40%,-21.0,,,,,,,15,30,2020-09-04,1,1,1,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),320498,Longue Sault Public School,Public,Not applicable,Elementary,English,JK-6,,,13 Bethune Avenue,South Stormont,Long Sault,Ontario,K0C1P0,613-534-2415,855-384-1913,http://longuesault.ucdsb.on.ca/,www.ucdsb.on.ca,270,45.03119,-74.8921,0,100,0,0,10,0,65%,-26.0,53%,-32.0,56%,-2.0,97%,11.0,94%,17.0,47%,15.0,,,,,,,10,35,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),325538,Lyn Public School,Public,Not applicable,Elementary,English,JK-6,,,38 Main Street East,Elizabethtown-Kitley,Lyn,Ontario,K0E1M0,613-345-1242,855-384-1914,http://lyn.ucdsb.on.ca,www.ucdsb.on.ca,200,44.578340000000004,-75.7784,0,100,0,0,20,0,78%,-1.0,89%,0.0,78%,7.0,96%,11.0,89%,4.0,70%,1.0,,,,,,,15,35,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),334901,Maple Grove Public School,Public,Not applicable,Elementary,English,JK-6,,,151 George Street,Lanark Highlands,Lanark,Ontario,K0G1K0,613-259-2777,855-384-1915,http://maplegrove.ucdsb.on.ca/,www.ucdsb.on.ca,105,45.02363,-76.3706,0,100,0,0,25,0,45%,,18%,,9%,,74%,10.0,47%,,37%,,,,,,,,25,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),349259,Maxville Public School,Public,Not applicable,Elementary,English,JK-6,,,15 Alexander Street West,North Glengarry,Maxville,Ontario,K0C1T0,613-527-2195,855-384-1916,http://maxville.ucdsb.on.ca/,www.ucdsb.on.ca,110,45.28861,-74.8576,10,95,0,0,30,0,N/R,,N/R,,N/R,,67%,-27.0,80%,-20.0,33%,-11.0,,,,,,,10,30,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),349623,Maynard Public School,Public,Not applicable,Elementary,English,JK-6,,,21 Stewart Dr RR 2,Augusta,Prescott,Ontario,K0E1T0,613-925-4291,855-384-1917,http://maynard.ucdsb.on.ca/,www.ucdsb.on.ca,200,44.72517,-75.5824,0,100,0,0,20,0,75%,-5.0,75%,9.0,83%,20.0,82%,-6.0,86%,15.0,32%,-21.0,,,,,,,20,25,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),356417,Meadowview Public School,Public,Not applicable,Elementary,English,JK-6,,,9234 Addison-Greenbush Road RR 2,Elizabethtown-Kitley,Addison,Ontario,K0E1A0,613-924-2880,855-384-1918,http://meadowview.ucdsb.on.ca,www.ucdsb.on.ca,140,44.66639,-75.8761,0,100,0,0,20,0,100%,28.0,36%,-31.0,71%,-7.0,80%,3.0,95%,30.0,10%,-36.0,,,,,,,15,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),361992,Merrickville Public School,Public,Not applicable,Elementary,English,JK-6,,,306 Drummond Street East,Merrickville-Wolford,Merrickville,Ontario,K0G1N0,613-269-4951,855-384-1919,http://merrickville.ucdsb.on.ca,www.ucdsb.on.ca,140,44.91411,-75.8319,0,100,5,5,10,0,89%,6.0,84%,-8.0,58%,8.0,95%,-1.0,95%,-1.0,65%,13.0,,,,,,,15,45,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),483672,Montague Public School,Public,Not applicable,Elementary,English,JK-8,,,1200 Rosedale Road South RR 5,Smiths Falls,Smiths Falls,Ontario,K7A4S6,613-283-6426,855-384-1920,http://montague.ucdsb.on.ca,www.ucdsb.on.ca,250,44.94263,-75.9635,0,100,0,0,20,0,79%,-12.0,88%,-3.0,75%,-2.0,72%,-16.0,80%,-14.0,32%,-34.0,,,,,,,20,30,2020-09-04,1,1,1,1,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),374474,Morrisburg Public School,Public,Not applicable,Elementary,English,JK-6,,,16 Second Street,South Dundas,Morrisburg,Ontario,K0C1X0,613-543-3166,855-384-1921,http://morrisburg.ucdsb.on.ca,www.ucdsb.on.ca,150,44.89634,-75.1843,0,100,0,0,30,0,78%,31.0,61%,3.0,33%,1.0,67%,-6.0,50%,-23.0,6%,-26.0,,,,,,,25,20,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),013617,Naismith Memorial Public School,Public,Not applicable,Elementary,English,JK-6,,,260 King Street,Mississippi Mills,Almonte,Ontario,K0A1A0,613-256-3773,855-408-0857,http://naismith.ucdsb.on.ca,www.ucdsb.on.ca,260,45.21788,-76.1942,5,100,5,5,10,0,89%,21.0,89%,7.0,71%,5.0,85%,0.0,70%,-15.0,35%,13.0,,,,,,,10,35,2020-09-04,1,1,1,0,0
B66192,Upper Canada DSB,Pub Dist Sch Brd (E/F),382825,Nationview Public School,Public,Not applicable,Elementary,English,JK-6,,,3045 County Road 1,North Dundas,South Mountain,Ontario,K0E1W0,613-989-2600,855-408-0858,http://nationview.ucdsb.on.ca/,www.ucdsb.on.ca,225,44.985170000000004,-75.4541,5,100,0,0,10,0,63%,-4.0,52%,-4.0,30%,-14.0,71%,-29.0,67%,-33.0,24%,-43.0,,,,,,,15,35,2020-09-04,1,1,1,0,0
