Municipality,Permit Number,Type of Building,Type of Work,Value of Construction,Units Created,Units Lost,Building Area,Approval Date,Extract Date
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,360-WH-10,100,01,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,131-WH-10,100,01,"120,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,388-WH-10,100,01,"130,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,301-WH-11,100,01,"80,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,136-WH-09,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,090-WH-10,100,01,"80,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,317-WH-10,100,01,"80,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,186-WH-10,100,01,"170,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,402-WH-10,100,01,"190,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,415-WH-11,100,01,"125,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,379-WH-11,100,01,"60,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,346-WH-11,100,01,"150,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,151-WH-09,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,187-WH-11,100,01,"150,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,150-WH-11,100,01,"95,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,277-WH-10,100,01,"150,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,073-WH-09,100,01,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,173-WH-09,100,01,"85,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-106,100,01,"180,000",0,0,"1,768",,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,026-WH-10,100,01,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,249-WH-11,100,01,"130,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,087-WH-11,100,01,"60,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,035-WH-09,100,01,"191,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,265-WH-10,100,01,"300,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,049-WH-09,100,01,"150,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,002-H-11-B,100,01,"95,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-104,100,01,"350,000",0,0,"1,688",,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,028-WH-09,100,01,"75,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,324-WH-10,100,01,"130,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,158-WH-09,100,01,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,020-WH-10,100,01,"130,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,335-WH-10,100,01,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,321-WH-10,100,01,"230,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-134,100,01,"250,000",0,0,"2,808",,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,137-WH-11,100,01,"400,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,414-WH-10,100,01,"160,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,003-H-11-B,100,01,"95,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,312-WH-10,100,01,"180,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,016-WH-09,100,01,"81,608",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,187-WH-10,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,166-WH-09,100,01,"125,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,198-WH-10,100,01,"75,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,305-WH-11,100,01,"300,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,080-WH-10,100,01,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,130-WH-10,100,01,"250,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,191-WH-10,100,01,"350,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,367-WH-11,100,01,"120,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,333-WH-10,100,01,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,301-WH-10,100,01,"60,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,237-WH-10,100,01,"80,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,119-WH-11,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,007-H-11-B,100,01,"110,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,316-WH-10,100,01,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,169-WH-09,100,01,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,004-WH-11,100,01,"120,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,071-WH-11,100,01,"350,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,212-WH-09,100,01,"150,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,372-WH-11,100,01,"280,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,121-WH-09,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,142-WH-10,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,051-WH-11,100,01,"145,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,161-WH-09,100,01,"160,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,007-H-11-A,100,01,"110,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,282-WH-11,100,01,"150,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,199-WH-10,100,01,"75,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,072-WH-09,100,01,"180,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,320-WH-11,100,01,"125,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,281-WH-11,100,03,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,038-WH-11,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,027-WH-11,100,03,"80,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,132-WH-09,100,03,"60,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,178-WH-09,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,070-WH-11,100,03,"200,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,013-WH-10,100,03,"140,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,179-WH-09,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,090-WH-11,100,03,"300,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,252-WH-11,100,03,"90,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,383-WH-10,100,03,"109,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,436-WH-10,100,03,"75,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,292-WH-11,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,201-WH-09,100,03,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,105-WH-11,100,03,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,149-WH-09,100,03,"76,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,057-WH-10,100,03,"250,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,394-WH-11,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,352-WH-10,100,03,"78,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,032-WH-11,100,03,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,214-WH-11,100,03,"60,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,313-WH-10,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,021-WH-11,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,009-WH-09,100,03,"100,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,326-WH-10,100,03,"135,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,285-WH-11,100,03,"75,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,269-WH-11,100,03,"80,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,195-WH-09,100,03,"60,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,141-WH-11,100,03,"120,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,181-WH-11,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,058-WH-11,100,03,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,047-WH-11,100,03,"75,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,002-WH-09,100,03,"78,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,430-WH-10,100,15,"50,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,161-WH-10,100,15,"70,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,370-WH-10,100,15,"125,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,208-WH-10,410,03,"250,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-133,500,01,"423,000",0,0,"4,896",,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,022-WH-11,500,03,"250,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,005-WH-09,600,01,"26,000,000",0,0,0,,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,214-WH-09,600,01,"2,915,000",0,0,0,,07/04/2017 11:10:39 AM
REGION OF QUEENS MUNICIPALITY,067-17,110,01,"125,000",0,0,932,,07/04/2017 11:10:39 AM
REGION OF QUEENS MUNICIPALITY,244-14,110,01,"367,000",0,0,"1,976",,07/04/2017 11:10:39 AM
REGION OF QUEENS MUNICIPALITY,140-14,110,01,"120,000",0,0,574,,07/04/2017 11:10:39 AM
TOWN OF BRIDGEWATER,6480,100,01,"200,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF BRIDGEWATER,C2017-066,100,01,"250,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF BRIDGEWATER,B2017-077,100,03,"125,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF BRIDGEWATER,B2017-035,500,03,"250,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF LOCKEPORT,20170048,110,01,"200,000",0,0,"1,008",,07/04/2017 11:10:39 AM
TOWN OF LUNENBURG,DP17042,110,09,"260,000",1,0,"2,000",,07/04/2017 11:10:39 AM
TOWN OF LUNENBURG,DP17039,310,07,0,5,0,0,,07/04/2017 11:10:39 AM
TOWN OF LUNENBURG,DP17043,310,07,0,3,0,0,,07/04/2017 11:10:39 AM
TOWN OF LUNENBURG,DP17040,500,03,"276,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF STELLARTON,ST-B2017-007,100,03,"80,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF STELLARTON,ST-C2017-005,100,03,"50,000",0,0,0,,07/04/2017 11:10:39 AM
TOWN OF WESTVILLE,WV-C2017-008,100,01,"220,000",0,0,"2,204",,07/04/2017 11:10:39 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-113,110,01,"125,000",1,0,"1,728",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-076,110,01,"200,000",1,0,"1,346",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-101,110,01,"225,000",1,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-115,110,01,"140,000",1,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-096,110,01,"150,000",1,0,780,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-112,110,01,"150,000",1,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-089,110,03,"65,000",0,1,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-094,110,03,"70,000",0,0,991,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-086,110,03,"75,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-105,150,01,"70,000",1,0,952,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-106,150,01,"41,000",1,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-103,150,09,"3,000",1,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,2017-095,310,07,"15,000",1,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2017-042,100,01,"585,000",0,0,"4,892",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2017-059,100,01,"90,000",0,0,"1,536",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,10-0233,100,01,"1,400,760",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2017-057,100,01,"100,000",0,0,"1,008",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2017-054,100,01,"450,000",0,0,"2,790",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-C2017-037,100,03,"130,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,AT-B2017-052,100,03,"60,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-040,100,01,"400,000",0,0,"4,556",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-038,100,01,"120,000",0,0,672,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-002,100,01,"260,000",0,0,"1,512",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-045,100,01,"300,000",0,0,"1,836",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-033,100,01,"180,000",0,0,"2,382",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-047,100,03,"120,000",0,0,640,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,PC-B2017-052,100,15,"90,000",0,0,624,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2016-206,100,01,"60,000",0,0,720,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-37323,100,01,"110,000",0,0,703,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,--6186,100,01,"71,280",0,0,"1,296",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-083,100,01,"350,000",0,0,"3,135",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-68075,100,01,"150,000",0,0,"1,600",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-084,100,01,"80,000",0,0,832,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-076,100,01,"150,000",0,0,"1,176",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-061,100,01,"322,000",0,0,"4,588",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-036,100,01,"1,600,000",0,0,"3,600",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-95822,100,01,"95,000",0,0,"1,560",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-096,100,01,"323,000",0,0,"3,300",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-071,100,01,"350,000",0,0,"2,800",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,B2011-044,100,01,"320,000",0,0,"2,312",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-063,100,03,"100,000",0,0,440,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,-47590,100,03,"100,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-091,100,15,"60,000",0,0,576,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,CM-B2017-075,100,15,"80,000",0,0,"1,800",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,090037,100,15,"60,000",0,0,"1,408",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,DM-B2017-042,100,01,"183,000",0,0,"2,944",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,20170041,100,03,"60,000",0,0,832,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,027-WH-12,100,01,"225,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,274-WH-12,100,01,"185,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,261-WH-12,100,01,"270,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-077,100,01,"150,000",0,0,"1,176",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,350-WH-12,100,01,"300,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-074,100,01,"150,000",0,0,"2,592",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,427-WH-12,100,01,"90,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,362-WH-12,100,01,"120,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,008-H-12-B,100,01,"100,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,180-WH-12,100,01,"80,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,239-WH-12,100,01,"120,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-070,100,01,"200,000",0,0,"1,184",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,395-WH-12,100,01,"250,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,091-WH-12,100,01,"80,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,333-WH-12,100,01,"220,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,215-WH-12,100,01,"300,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-079,100,01,"165,000",0,0,"1,184",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-059,100,01,"150,000",0,0,"1,184",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,045-WH-12,100,01,"180,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,157-WH-12,100,01,"90,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,018-WH-12,100,01,"212,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,376-WH-12,100,01,"70,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,163-WH-12,100,01,"550,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,400-WH-12,100,01,"80,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,014-WH-12,100,01,"210,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,C2017-056,100,01,"270,000",0,0,"2,327",,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,017-WH-12,100,01,"60,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,124-WH-12,100,01,"291,400",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,267-WH-12,100,01,"180,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,296-WH-12,100,01,"200,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,349-WH-12,100,01,"360,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,240-WH-12,100,01,"150,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,009-H-12-A,100,01,"110,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,001-H-12-B,100,01,"102,500",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,341-WH-12,100,01,"280,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,111-WH-12,100,01,"140,000",0,0,0,,06/01/2017 09:15:20 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,118-WH-12,100,01,"160,000",0,0,0,,06/01/2017 09:15:20 AM
