facility_name,facility_type,health_authority,alternative_name,number_beds,address_str,street_no,street_name,street_addr,city,postal_code,provider,latitude,longitude,phone,email,website,geo_source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.429248,-123.330536,2505951471.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-fort-street-7001072,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.439273,-123.370103,2505908811.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-4-gorge-7007459,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.427486,-123.357813,2503853784.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-3-pandora-7018268,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.448171,-123.498089,2504787300.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-2-goldstream-7018269,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,48.467793,-123.429001,7782658181.0,helmcken@forbespharmacy.ca,https://www.guardian-ida-remedysrx.ca/en/british-columbia/victoria/forbes-pharmacy-helmcken-7004429,Source
Pharmacy Services,TYPE 0,Forbes I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,53.254619,-132.075445,2505594910.0,qcislandpharmacy@forbespharmacy.ca,https://www.guardian-ida-remedysrx.ca/en/british-columbia/queen-charlotte/queen-charlotte-islands-pharmacy-7017494,Source
Pharmacy Services,TYPE 0,Alert Bay Drugs,,,,,,,,,Province of British Columbia,50.583886,-126.928482,2509745712.0,alertbaydrugstore@gmail.com,https://alertbaydrugstore.com/,Source
Pharmacy Services,TYPE 0,LalliCare Pharmacy,,,,,,,,,Province of British Columbia,48.43101,-123.400994,2504773784.0,,https://www.lallicare.ca/,Source
Pharmacy Services,TYPE 0,LalliCare Pharmacy,,,,,,,,,Province of British Columbia,48.424923,-123.35197,2503865100.0,,https://www.lallicare.ca/,Source
Pharmacy Services,TYPE 0,Lakeside Medicine Centre Pharmacy,,,,,,,,,Province of British Columbia,49.871199,-119.475271,2508603100.0,rx@lakesidepharmacy.ca,https://www.lakesidepharmacy.ca/,Source
Pharmacy Services,TYPE 0,Armstrong Pharmacy,,,,,,,,,Province of British Columbia,50.447066,-119.184176,2505463169.0,armstrongpharmacy99@gmail.com,https://www.guardian-ida-remedysrx.ca/en/british-columbia/armstrong-station/armstrong-pharmacy-a-wellness-centre-7015036,Source
Pharmacy Services,TYPE 0,Nester's Pharmacy and Wellness Center,,,,,,,,,Province of British Columbia,50.127752,-122.955859,6049323545.0,,https://www.nestersmarket.com/pharmacy/,Source
Pharmacy Services,TYPE 0,Nester's Pharmacy and Wellness Center,,,,,,,,,Province of British Columbia,49.703451,-123.146845,6048150733.0,,https://www.nestersmarket.com/pharmacy/,Source
Pharmacy Services,TYPE 0,Nester's Pharmacy and Wellness Center,,,,,,,,,Province of British Columbia,49.277681,-122.910149,6042981566.0,,https://www.nestersmarket.com/pharmacy/,Source
Pharmacy Services,TYPE 0,North Island Pharmacy,,,,,,,,,Province of British Columbia,50.028739,-125.247267,2502864522.0,,,Source
Pharmacy Services,TYPE 0,Alberto Pharmacy No. 1,,,,,,,,,Province of British Columbia,49.26194,-123.069626,6048734111.0,,,Source
Pharmacy Services,TYPE 0,Sparwood Remedy's Rx,,,,,,,,,Province of British Columbia,49.730425,-114.885649,2504256604.0,sparwoodpharmacy@remedysrx.ca,https://www.guardian-ida-remedysrx.ca/en/british-columbia/sparwood/sparwood-remedysrx-7010165,Source
Pharmacy Services,TYPE 0,Aaronson's Pharmacy,,,,,,,,,Province of British Columbia,48.428923,-123.352825,2503836511.0,service@aaronsonspharmacy.com,https://www.aaronsonspharmacy.com/,Source
Pharmacy Services,TYPE 0,Pharmawest Pharmacy,,,,,,,,,Province of British Columbia,49.104775,-122.653417,6045300745.0,,,Source
Pharmacy Services,TYPE 0,Pender Island Pharmacy,,,,,,,,,Province of British Columbia,48.795173,-123.28352,2506296555.0,pharmacy@swan.ca,http://www.swan.ca/,Source
Pharmacy Services,TYPE 0,Marks Marine Pharmacy,,,,,,,,,Province of British Columbia,49.211105,-123.101509,6043259265.0,Orders@RXCanada4less.com,https://canshipmeds.com/,Source
Pharmacy Services,TYPE 0,Quadra Maple Pharmacy,,,,,,,,,Province of British Columbia,48.471386,-123.366887,2508818819.0,,http://maplepharmacy.ca/services/,Source
Pharmacy Services,TYPE 0,Point Grey Pharmacy,,,,,,,,,Province of British Columbia,49.263692,-123.209891,6042241377.0,,https://pgrx.wordpress.com/,Source
Pharmacy Services,TYPE 0,Plaza Pharmacy,,,,,,,,,Province of British Columbia,49.050695,-122.337734,6045044460.0,plazapharmacy@hotmail.com,,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.210632,-123.140472,6042637267.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.113673,-122.668776,6045306131.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.248465,-123.126562,6047339342.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.262289,-123.070109,6048790505.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.300929,-117.657858,2503657141.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,52.98053,-122.497141,2509926898.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,54.185373,-130.192353,2506278129.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.280341,-122.967243,6042910118.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.484649,-119.5863,2504932433.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.264053,-123.166959,6047325030.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.140749,-121.961432,6048580437.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.262594,-122.887958,6049310111.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.222979,-122.914782,6045166547.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.28598,-123.139903,6046698131.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.333439,-123.088373,6049884476.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,54.780041,-127.163714,2508474744.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.350655,-123.252605,6049262034.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.119484,-122.89171,6045965634.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.232685,-123.033236,6044391050.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.248394,-123.153262,6047319611.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,55.748995,-120.224481,2507829561.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.316024,-122.968888,6049241325.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.29102,-123.134986,6046830202.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.333344,-123.041595,6049887095.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.031301,-122.866509,6045319694.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,50.700177,-120.361287,2503769672.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.101362,-122.644384,6045344245.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.201091,-122.914144,6045222069.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,54.516896,-128.592373,2506351375.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.886322,-119.489838,2508600583.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.163547,-122.800883,6045895226.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,56.237736,-120.847547,2502615479.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.149648,-123.181303,6042414013.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.097647,-117.70148,2503683790.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.190725,-122.845491,6045847812.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.248913,-122.864495,6049391764.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.264837,-122.776909,6049457018.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.045713,-122.796625,6045358879.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.500217,-117.283329,2503527765.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.268223,-123.157624,6047377463.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,50.274787,-119.274043,2505420313.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.280884,-123.004336,6042057497.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Safeway Food and Drug,,,,,,,,,Province of British Columbia,49.512187,-115.763202,2504170221.0,,https://www.safeway.ca/pharmacy/,Source
Pharmacy Services,TYPE 0,Robin's Pharmacy,,,,,,,,,Province of British Columbia,49.276454,-123.069308,6048763784.0,kimberly@robinspharmacy.ca,http://robinspharmacy.ca,Source
Pharmacy Services,TYPE 0,Willowbrook Pharmacy,,,,,,,,,Province of British Columbia,49.115513,-122.678664,6045309888.0,willowbrookpharmacy@gmail.com,https://www.facebook.com/willowbrookpharmacyrx/,Source
Pharmacy Services,TYPE 0,Boundary Pharmacy,,,,,,,,,Province of British Columbia,49.006654,-118.776152,2504492866.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/midway/boundary-pharmacy-7008086,Source
Pharmacy Services,TYPE 0,Barriere I.D.A. Pharmacy,,,,,,,,,Province of British Columbia,51.177874,-120.125508,2506729791.0,,https://barriereidapharmacy.com/,Source
Pharmacy Services,TYPE 0,Vancouver Pharmacy,,,,,,,,,Province of British Columbia,49.281471,-123.102812,6046695990.0,vancouverpharmacy@telus.net,,Source
Pharmacy Services,TYPE 0,Munro's Sorrento Prescriptions,,,,,,,,,Province of British Columbia,50.877084,-119.469402,2506754411.0,,,Source
Pharmacy Services,TYPE 0,Clearbrook Pharmacy,,,,,,,,,Province of British Columbia,49.050183,-122.335678,6048524466.0,,,Source
Pharmacy Services,TYPE 0,Edmonds Pharmacy and Hearing Center,,,,,,,,,Province of British Columbia,49.218824,-122.950948,6045261110.0,,https://www.medicinecentre.com/cgi/page.cgi?search_term=Edmonds+Pharmacy+%26+Hearing+Center&show_location=1&_id=215&search_type=name,Source
Pharmacy Services,TYPE 0,Fruitvale IDA Pharmacy,,,,,,,,,Province of British Columbia,49.114955,-117.544314,2503679331.0,,https://fruitvaleidapharmacy.com/,Source
Pharmacy Services,TYPE 0,Macdonald's Prescriptions and Medical Supplies,,,,,,,,,Province of British Columbia,49.263318,-123.120826,6048722662.0,macdonaldsrx2@unipharm.com,https://www.macdonaldsrx.com/,Source
Renal Pharmacy Services,TYPE 0,Macdonald's Prescriptions and Medical Supplies,,,,,,,,,Province of British Columbia,49.265522,-123.108499,6048749668.0,renal@macdonaldsrx.com,https://www.macdonaldsrx.com/renal_pharmacy_services.php,Source
Renal Pharmacy Services,TYPE 0,Macdonald's Prescriptions and Medical Supplies,,,,,,,,,Province of British Columbia,49.263318,-123.120826,6048722662.0,renal@macdonaldsrx.com,https://www.macdonaldsrx.com/renal_pharmacy_services.php,Source
Pharmacy Services,TYPE 0,Laurel Prescriptions,,,,,,,,,Province of British Columbia,49.264264,-123.123716,6048735511.0,info@laurelprescriptions.com,https://laurelprescriptions.com/,Source
Pharmacy Services,TYPE 0,Oh Pharmacy,,,,,,,,,Province of British Columbia,49.258744,-122.892625,6049312396.0,,,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.264313,-123.171584,,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.10219,-122.657554,7782770024.0,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.258725,-123.101756,6048791885.0,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.291136,-123.13467,6046696927.0,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.333234,-123.090145,6049862292.0,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.273886,-123.122927,6046848488.0,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,The Pharmacy Group,,,,,,,,,Province of British Columbia,49.269813,-123.069462,6042540133.0,info@thepharmacies.ca,https://thepharmacies.ca/services/,Source
Pharmacy Services,TYPE 0,Salmon Arm Prescription Centre,,,,,,,,,Province of British Columbia,50.703316,-119.278208,2508040700.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/salmon-arm/salmon-arm-remedysrx-7016884,Source
Pharmacy Services,TYPE 0,Yale Pharmacy,,,,,,,,,Province of British Columbia,49.276252,-123.127317,6046920211.0,,https://www.pharmachoice.com/locations/yale-pharmacy/,Source
Pharmacy Services,TYPE 0,PriceSmart Foods,,,,,,,,,Province of British Columbia,49.228928,-123.001867,6044333760.0,,https://www.pricesmartfoods.com/sm/pickup/rsid/2274/pharmacy-services,Source
Pharmacy Services,TYPE 0,PriceSmart Foods,,,,,,,,,Province of British Columbia,49.171512,-123.133141,6042788408.0,,https://www.pricesmartfoods.com/sm/pickup/rsid/2274/pharmacy-services,Source
Pharmacy Services,TYPE 0,Campbell River Health and Drug Store,,,,,,,,,Province of British Columbia,50.000004,-125.247326,2502861771.0,joespharmacy@crhealth.ca,https://www.joespharmacy.ca/,Source
Pharmacy Services,TYPE 0,Central Park Pharmacy,,,,,,,,,Province of British Columbia,49.22239,-122.98118,6044330110.0,,https://www.medicinecentre.com/cgi/page.cgi?search_term=Central+Park+Pharmacy&show_location=1&_id=215&search_type=name,Source
Pharmacy Services,TYPE 0,Columbia St. Pharmacy,,,,,,,,,Province of British Columbia,50.671766,-120.333725,7784715971.0,rx.columbiastreetpharmacy@gmail.com,https://www.columbiastreetpharmacy.ca/,Source
Pharmacy Services,TYPE 0,Little Mountain Remedy's Rx,,,,,,,,,Province of British Columbia,49.244747,-123.101114,6048766410.0,,http://littlemountainrx.com/,Source
Pharmacy Services,TYPE 0,Main Prescriptions,,,,,,,,,Province of British Columbia,49.280241,-123.099704,6046836381.0,,,Source
Pharmacy Services,TYPE 0,Maggie's Pharmacy,,,,,,,,,Province of British Columbia,49.261592,-123.069778,7783718721.0,,https://www.guardian-ida-remedysrx.ca/en/british-columbia/vancouver/maggies-pharmacy-7019955,Source
Pharmacy Services,TYPE 0,Lynn Valley Pharmacy,,,,,,,,,Province of British Columbia,49.336367,-123.039,6049601187.0,,https://lvpharmacy.weebly.com/,Source
Pharmacy Services,TYPE 0,Skaha Pharmacy,,,,,,,,,Province of British Columbia,49.461841,-119.588366,2504938155.0,,https://www.rexall.ca/storelocator/store/7179,Source
Pharmacy Services,TYPE 0,P & A Pharmacy,,,,,,,,,Province of British Columbia,49.246127,-123.090211,6048764424.0,,,Source
Pharmacy Services,TYPE 0,Nanoose Pharmacy,,,,,,,,,Province of British Columbia,49.272742,-124.194213,2504689921.0,,https://rubiconpharmacies.com/locations/nanoose-pharmacy,Source
Pharmacy Services,TYPE 0,Alouette Pharmacy,,,,,,,,,Province of British Columbia,49.219207,-122.594019,6044673784.0,,,Source
Pharmacy Services,TYPE 0,Estevan Pharmacy,,,,,,,,,Province of British Columbia,48.437486,-123.308079,2505982517.0,,https://www.medicinecentre.com/cgi/page.cgi?search_term=Estevan+Pharmacy&show_location=1&_id=215&search_type=name,Source
Pharmacy Services,TYPE 0,Dyck's Pharmacists,,,,,,,,,Province of British Columbia,49.862212,-119.491144,7784780360.0,pandosyrx@teamrx.net,https://www.dyckspharmacists.com/mission-location-pharmacy-kelowna/,Source
Pharmacy Services,TYPE 0,Dyck's Pharmacists,,,,,,,,,Province of British Columbia,49.87668,-119.476521,2507627774.0,,https://www.dyckspharmacists.com/springfield-road-pharmacy-kelowna/,Source
