idx,facility_name,facility_type,health_authority,alternative_name,number_beds,longitude,latitude,street_addr,city,province,postal_code,phone,provider
834,Victoria Association for Community Living,Residential Care,Island Health,Mariposa,,-123.4147008,48.4779982,4133 Mariposa Heights,Victoria,BC,V8Z 6P5,(250)727-9784,Province of British Columbia
835,Kardel Consulting Services Inc.,Residential Care,Island Health,Maryland House,,-123.4063757,48.6401828,9496 Maryland Dr,Sidney,BC,V8L 2R6,(250)656-6039,Province of British Columbia
836,Nanaimo Association For Community Living,Residential Care,Island Health,Maxey Road Home,,-124.0026688,49.1856453,2278 Maxey Rd,Nanaimo,BC,V9S 5V5,(250)591-2820,Province of British Columbia
837,Island Community Mental Health Association,Residential Care,Island Health,Mccauley Lodge,,-123.4064626,48.426802,1037 Lyall St,Victoria,BC,V9A 5G1,(250)385-6122,Province of British Columbia
838,Victoria Association for Community Living,Residential Care,Island Health,Mckenzie Home,,-123.3554095,48.4151589,1112 Mckenzie St,Victoria,BC,V8V 2W2,(250)382-8310,Province of British Columbia
839,Communitas Supportive Care Society,Residential Care,Island Health,Milford,,-125.235307,49.9676848,2575 Milford Rd,Campbell River,BC,V9W 5H3,(250)923-4775,Province of British Columbia
840,Shekinah Homes Society,Residential Care,Island Health,Millgrove Home,,-123.3931465,48.448569,3028 Millgrove St,Victoria,BC,V9A 1X5,(250)595-1511,Province of British Columbia
841,Michael and Tracey Storrier,Residential Care,Island Health,Mina Care Home,,-123.4107798,48.4664865,1061 Mina Ave,Victoria,BC,V8Z 6P8,(250)727-9636,Province of British Columbia
842,J. Garnons Williams Ltd.,Residential Care,Island Health,Mountainview Group Home,,-124.0270392,49.2060839,4195 Jingle Pot Rd,Nanaimo,BC,V9T 5P7,(250)751-2088,Province of British Columbia
843,Nanaimo Seniors Village 3 LLP,Residential Care,Island Health,Nanaimo Seniors Village,150,-124.0386077,49.2364583,6085 Uplands Dr,Nanaimo,BC,V9V 1T8,(250)729-9524,Province of British Columbia
844,Broadmead Care Society,Residential Care,Island Health,Nigel House,,-123.3729904,48.4580807,846 Nigel Ave,Victoria,BC,V8X 4E5,(250)475-2050,Province of British Columbia
845,Campbell River & District Association for Community Living,Residential Care,Island Health,Nikola Road Group Home,,-125.2803703,50.0119468,280 Nikola Rd,Campbell River,BC,V9W 6H9,(250)287-4558,Province of British Columbia
846,Port Alberni Association For Community Living,Residential Care,Island Health,Ninth Avenue Residence,,-124.7988037,49.2299654,2787 Ninth Ave,Port Alberni,BC,V9Y 2M6,(250)723-4664,Province of British Columbia
847,Western Human Resource Corp.,Residential Care,Island Health,Normandy House,,-123.391928,48.5000102,575 Normandy Rd,Victoria,BC,V8Z 3J3,(250)479-9594,Province of British Columbia
848,Carmichael Enterprises Youth Residential Program Ltd.,Residential Care,Island Health,Oceanside Place,,-124.0264813,49.2356879,6039 Brickyard Rd,Nanaimo,BC,V9V 1M6,(250)729-8226,Province of British Columbia
849,Yan Wang (Jennifer Wang),Residential Care,Island Health,Oceanview Seniors Manor,6,-123.8033523,48.9696545,468 Battie Dr,Ladysmith,BC,V9G 1V9,(250)245-900,Province of British Columbia
850,BeConnected Support Services Ltd.,Residential Care,Island Health,Onyx House,,-123.3327607,48.4417088,1725 Pearl St,Victoria,BC,V8R 2Z4,(250)592-8073,Province of British Columbia
851,Origin at Longwood Holdings Ltd.,Residential Care,Island Health,Origin At Longwood (Astoria Suites),30,-124.0321766,49.2207915,6205 Oliver Rd,Nanaimo,BC,V9T 6T1,(250)751-7755,Province of British Columbia
852,Victoria Association for Community Living,Residential Care,Island Health,Orillia House,,-123.3959333,48.4482137,2965 Orillia St,Victoria,BC,V9A 1Y6,(250)384-4356,Province of British Columbia
853,Oyster Harbour Seniors Community Partnership,Residential Care,Island Health,Oyster Harbour Seniors Community,87,-123.8287358,48.9966463,1127 4th Ave,Ladysmith,BC,V9G 1A6,(250)245-3318,Province of British Columbia
854,Integra Support Services Ltd.,Residential Care,Island Health,Paddock Home,,-123.4394017,48.4613658,124 Paddock Pl,Victoria,BC,V9B 5G1,(250)658-8142,Province of British Columbia
855,Vancouver Island Health Authority,Residential Care,Island Health,Panama House,,-123.3994305,48.4771467,4148 Carey Rd,Victoria,BC,V8Z 4G8,(250)704-1141,Province of British Columbia
856,BeConnected Support Services Ltd.,Residential Care,Island Health,Parkside House,,-123.3286197,48.4762964,1740 Feltham Rd,Victoria,BC,V8N 2A3,(250)477-7760,Province of British Columbia
857,HCN-Revera Lessee (Parkwood Court) LP,Residential Care,Island Health,Parkwood Court,81,-123.3338227,48.4441794,3000 Shelbourne St,Victoria,BC,V8R 4M8,(250)598-1575,Province of British Columbia
858,Kardel Consulting Services Inc.,Residential Care,Island Health,Paskin Home,,-123.3925704,48.4935157,761 Paskin Way,Victoria,BC,V8Z 6N4,(250)479-4774,Province of British Columbia
859,Kardel Consulting Services Inc.,Residential Care,Island Health,Patterson Home,,-123.4153745,48.5967597,7882 Patterson Rd,Saanichton,BC,V8M 1L5,(250)544-1114,Province of British Columbia
860,BeConnected Support Services Ltd.,Residential Care,Island Health,Pearl House,,-123.3327607,48.4417088,1727 Pearl St,Victoria,BC,V8X 5L3,(250)595-8072,Province of British Columbia
861,Valley Integration To Active Living (V.I.T.A.L.),Residential Care,Island Health,Peruzzo House - V.I.T.A.L.S.,,-123.7093632,48.7770875,D-156 Government St,Duncan,BC,V9L 1A2,(250)701-1954,Province of British Columbia
862,Island Health Home and Community Care,Residential Care,Island Health,Piercy Respite Hotel,12,-123.342568,48.4425235,1454 Hillside Ave,Victoria,BC,V8T 2B7,(250)370-5629,Province of British Columbia
863,Nanaimo Association For Community Living,Residential Care,Island Health,Portsmouth Road Home,,-124.0464381,49.2398597,6510 Portsmouth Rd,Nanaimo,BC,V9V 1A3,(250)390-3961,Province of British Columbia
864,Beverly Preuss,Residential Care,Island Health,Prema Place,,-123.5009172,48.4248445,3273 Mary Anne Cres,Victoria,BC,V9C 3M3,(250)474-3328,Province of British Columbia
865,Qualicum Manor Ltd.,Residential Care,Island Health,Qualicum Manor,59,-124.4405245,49.3449157,124 Fourth Ave E,Qualicum Beach,BC,V9K 1N6,(250)752-1262,Province of British Columbia
866,Bonaventure Support Services,Residential Care,Island Health,Quarterway Place,,-124.0121423,49.1990931,2573 Labieux Rd,Nanaimo,BC,V9T 3M8,(250)756-2771,Province of British Columbia
867,Victoria Association for Community Living,Residential Care,Island Health,Redfern Home,,-123.3238702,48.4223205,937 Redfern St,Victoria,BC,V8S 4E7,(250)595-8615,Province of British Columbia
868,Broadmead Care Society,Residential Care,Island Health,Rest Haven Lodge,73,-123.4047815,48.654838,2281 Mills Rd,Sidney,BC,V8L 2C3,(250)656-0717,Province of British Columbia
869,Thompson Community Services Inc.,Residential Care,Island Health,Royal Oak House,,-123.3852606,48.4937595,780 Royal Oak Ave,Victoria,BC,V8X 3T1,(778)433-0602,Province of British Columbia
870,Clements Centre Society,Residential Care,Island Health,Ryall Road Residence,,-123.7247109,48.7929963,6124 Ryall Rd,Duncan,BC,V9L 2H7,(250)746-1691,Province of British Columbia
871,Dawn Davies,Residential Care,Island Health,Saanich House,,-123.379479,48.4981163,958 Falaise Cres,Victoria,BC,V8Y 1A3,(250)727-3995,Province of British Columbia
872,Pacific Coast Community Resources Inc.,Residential Care,Island Health,San Miguel,,-123.3166363,48.4799073,1860 San Miguel Rd,Victoria,BC,V8N 6G8,(250)479-7625,Province of British Columbia
873,Integra Support Services Ltd.,Residential Care,Island Health,Seamount Home,,-123.4142669,48.5782057,2056 Seamount Pl,Victoria,BC,V8M 1M7,(250)544-4341,Province of British Columbia
874,Selkirk Seniors Village 3 LLP,Residential Care,Island Health,Selkirk Seniors Village,217,-123.3784494,48.4421823,385 Waterfront Cres,Victoria,BC,V8T 0A7,(250)940-1028,Province of British Columbia
875,Integra Support Services Ltd.,Residential Care,Island Health,Selkirk Waterfront,,-123.3779177,48.4413034,390 Waterfront Cres,Victoria,BC,V8T 5K3,(778)265-8402,Province of British Columbia
876,Kardel Consulting Services Inc.,Residential Care,Island Health,Sentinel House,,-123.4302095,48.6157358,8598 Sentinel Pl,North Saanich,BC,V8L 4Z7,(250)655-9303,Province of British Columbia
877,Shelmarie Rest Home (1994) Inc.,Residential Care,Island Health,Shelmarie Rest Home,,-123.3248355,48.4190892,630 Foul Bay Rd,Victoria,BC,V8S 4H3,(250)598-3212,Province of British Columbia
878,All Care Canada Inc.,Residential Care,Island Health,Sidney All Care Residence,88,-123.4053777,48.6548435,2269 Mills Rd,Sidney,BC,V8L 2C3,(778)351-2505,Province of British Columbia
879,MJT Management Ltd.,Residential Care,Island Health,Sidney Care Home,54,-123.4010229,48.6512125,9888 Fifth St,Sidney,BC,V8L 2X3,(250)656-0121,Province of British Columbia
880,Campbell River & District Association for Community Living,Residential Care,Island Health,Simms Road Group Home,,-125.2234204,49.9748754,163 Simms Rd,Campbell River,BC,V9W 1N9,(250)923-3203,Province of British Columbia
881,Pacific Coast Community Resources Inc.,Residential Care,Island Health,Six Mile House,,-123.4606471,48.4569717,295 Six Mile Rd,Victoria,BC,V9B 5G8,(250)478-2594,Province of British Columbia
882,Communitas Supportive Care Society,Residential Care,Island Health,Sixth Street Residence,,-125.0049995,49.6877509,743 6th St,Courtenay,BC,V9N 1M8,(250)897-1320,Province of British Columbia
883,Thompson Community Services Inc.,Residential Care,Island Health,Sj Willis Home,,-123.3605735,48.4413144,2860 Quadra St,Victoria,BC,V8T 4E7,(250)590-6015,Province of British Columbia
884,Beacon Community Association,Residential Care,Island Health,Sluggett House,16,-123.4431413,48.5726657,1336 Marchant Rd,Brentwood Bay,BC,V8M 1G5,(250)544-0925,Province of British Columbia
885,Rockland Care Services Ltd.,Residential Care,Island Health,St. Charles Manor,55,-123.3394703,48.4241747,1006 St. Charles St,Victoria,BC,V8S 3P6,(250)595-4255,Province of British Columbia
886,Valley Integration To Active Living (V.I.T.A.L.),Residential Care,Island Health,Stamps House - V.I.T.A.L.,,-123.6628588,48.8138191,1918 Stamps Rd,Duncan,BC,V9L 5W1,(250)746-1939,Province of British Columbia
887,Stanford Seniors Village 3 LLP,Residential Care,Island Health,Stanford Seniors Village,178,-124.3111913,49.3163287,250 Craig St,Parksville,BC,V9P 1M2,(250)951-0811,Province of British Columbia
888,Sunrise North Senior Living Ltd.,Residential Care,Island Health,Sunrise Of Victoria,106,-123.3604557,48.4187659,920 Humboldt St,Victoria,BC,V8V 4W7,(250)383-1366,Province of British Columbia
889,Governing Council Of Salvation Army Canada West,Residential Care,Island Health,Sunset Lodge - Salvation Army,108,-123.3933671,48.4418741,952 Arm St,Victoria,BC,V9A 4G7,(250)385-3422,Province of British Columbia
890,Alex Stephen,Residential Care,Island Health,Tait Street,,-123.3908108,48.4710735,585 Tait St,Victoria,BC,V8Z 2E1,(250)479-4696,Province of British Columbia
891,BeConnected Support Services Ltd.,Residential Care,Island Health,Tamarack House,,-123.4742507,48.4459531,390 Tamarack Rd,Victoria,BC,V9B 2R3,(250)478-5050,Province of British Columbia
892,Test Physical,Residential Care,Island Health,Test,1,-123.3646745,48.4344675,2345 Douglas St,Victoria,BC,V4H 9K6,(250),Province of British Columbia
893,Sunridge Seniors Community Partnership,Residential Care,Island Health,The Arbours At Sunridge Place,160,-123.6975203,48.7777428,361 Bundock Ave,Duncan,BC,V9L 3P1,(250)748-8048,Province of British Columbia
894,The Gardens at Qualicum Beach Senior Living LP,Residential Care,Island Health,The Gardens At Qualicum Beach,102,-124.437858,49.3481266,650 Berwick Rd,Qualicum Beach,BC,V2K 2T8,(250)752-2818,Province of British Columbia
895,The Hamlets at Duncan Residence Inc.,Residential Care,Island Health,The Hamlets At Duncan Residence Inc.,38,-123.6994439,48.7856333,2591 Beverly St,Duncan,BC,V9L 5A5,(250),Province of British Columbia
896,BeConnected Support Services Ltd.,Residential Care,Island Health,The Heights,,-123.4125089,48.477079,1236 Mariposa Ave,Victoria,BC,V8Z 6P4,(250)475-0143,Province of British Columbia
897,Baptist Housing Care Home Society,Residential Care,Island Health,The Heights At Mount View,260,-123.3816896,48.4594684,3814 Carey Rd,Victoria,BC,V8Z 4C4,(250)384-1313,Province of British Columbia
898,Oak Bay Kiwanis Health Care Society,Residential Care,Island Health,The Kiwanis Pavilion,122,-123.3466688,48.4464139,3034 Cedar Hill Rd,Victoria,BC,V8T 3J3,(250)598-2022,Province of British Columbia
899,Vancouver Island Health Authority,Residential Care,Island Health,The Styles Apartments,,-123.3891447,48.4389024,1230 Styles St,Victoria,BC,V9A 3Z5,(250)920-4111,Province of British Columbia
900,Vancouver Island Health Authority,Residential Care,Island Health,The Summit Care Residence At Quadra Village,320,-123.3607358,48.4386491,955 Hillside Ave,Victoria,BC,V8T 1Z9,(250)519-3750,Province of British Columbia
901,Providence Living Society,Residential Care,Island Health,The Views At St. Joseph's,165,-124.9414219,49.6738839,2137 Comox Ave,Comox,BC,V9N 4B1,(604)806-9448,Province of British Columbia
902,Valley Integration To Active Living (V.I.T.A.L.),Residential Care,Island Health,Thorpe Rd. House (V.I.T.A.L.),,-124.9684232,49.7007329,1213 Thorpe Rd,Courtenay,BC,V9N 7K7,(250)871-5897,Province of British Columbia
903,Western Human Resource Corp.,Residential Care,Island Health,Tillicum Group Home,,-123.3885393,48.4598809,3715 Tillicum Rd,Victoria,BC,V8Z 4H9,(250)380-9511,Province of British Columbia
904,Milieu Family Services Inc.,Residential Care,Island Health,Timberline House,,-125.239438,49.9648633,835 Timberline Dr,Campbell River,BC,V9H 0C8,(778)418-1063,Province of British Columbia
905,Thompson Community Services Inc.,Residential Care,Island Health,Treebank Home,,-123.4187966,48.4495127,1381 Treebank Rd W,Victoria,BC,V9A 6Y7,(250)590-2965,Province of British Columbia
906,VIHA,Residential Care,Island Health,Trillium Lodge,43,-124.3245737,49.3107939,401 Moiliet St,Parksville,BC,V9P 2G9,(250)947-8230,Province of British Columbia
907,Westcoast Native Health Care Society,Residential Care,Island Health,Tsawaayuus (Rainbow Gardens),45,-124.8475784,49.2695361,6151 Russell Pl,Port Alberni,BC,V9Y 7W3,(250)724-5655,Province of British Columbia
908,Nanaimo Association For Community Living,Residential Care,Island Health,Turner Connection,,-124.0418876,49.2214905,5745 Metral Dr,Nanaimo,BC,V9T 2L5,(250)933-5733,Province of British Columbia
909,Victoria Community Resources Society,Residential Care,Island Health,Twin Oaks,,-123.3578157,48.5034579,1216 Royal Oak Dr,Victoria,BC,V8X 3T8,(250)590-4933,Province of British Columbia
910,Vancouver Island Health Authority - Home & Community Care,Residential Care,Island Health,Ty Watson House,,-124.8086038,49.2276256,2649 2nd Ave,Port Alberni,BC,V9Y 1Z8,(250)723-4478,Province of British Columbia
911,Victoria Association for Community Living,Residential Care,Island Health,Tyndall Home,,-123.3182761,48.490283,4482 Tyndall Ave,Victoria,BC,V8N 3S6,(250)381-4557,Province of British Columbia
912,Salt Spring and Southern Gulf Islands Community Services Society,Residential Care,Island Health,Vesuvius Home,,-123.5587108,48.8745588,143 Scotton Pl,Salt Spring Island,BC,V8K 1J3,(250)931-7381,Province of British Columbia
913,Victoria Chinatown Care Society,Residential Care,Island Health,Victoria Chinatown Care Centre,31,-123.3676465,48.4299112,555 Herald St,Victoria,BC,V8W 1S5,(250)381-4322,Province of British Columbia
914,Integra Support Services Ltd.,Residential Care,Island Health,Viewmont House,,-123.3869422,48.4963348,4541 Viewmont Ave,Victoria,BC,V8Z 5L3,(778)265-7511,Province of British Columbia
915,Vancouver Island Health Authority,Residential Care,Island Health,Wascana House,,-123.3852909,48.4531908,110 Hampton Rd,Victoria,BC,V8Z 1G7,(250)475-4937,Province of British Columbia
916,Valley Integration To Active Living (V.I.T.A.L.),Residential Care,Island Health,Westholme Road Group Home,,-123.7158369,48.8501427,7105 Westholme Rd,Westholme,BC,V9L 6B4,(250)746-9805,Province of British Columbia
917,Port Alberni Association For Community Living,Residential Care,Island Health,Westporte Residence,,-124.8466434,49.2734596,5563 Woodland Cres E,Port Alberni,BC,V9Y 8E6,(250)724-5854,Province of British Columbia
918,J. Garnons Williams Ltd.,Residential Care,Island Health,Westwood Group Home,,-124.0150163,49.1722585,2610 Jingle Pot Rd,Nanaimo,BC,V9R 5K3,(250)753-3017,Province of British Columbia
919,Wexford Creek Seniors Community Partnership,Residential Care,Island Health,Wexford Creek,110,-123.9240416,49.1317395,80 10th St,Nanaimo,BC,V9R 0A8,(250)753-4044,Province of British Columbia
920,Vancouver Island Health Authority - Duncan Mental Health and Addictions,Residential Care,Island Health,Wicks Road Group Home,,-123.6862341,48.7982431,6276 Wicks Rd,Duncan,BC,V9L 5C3,(250)748-6250,Province of British Columbia
921,Victoria Association for Community Living,Residential Care,Island Health,Wilcox Home,,-123.3977046,48.5567761,2476 Wilcox Terr,Victoria,BC,V8Z 5R6,(250)652-9877,Province of British Columbia
922,Vancouver Island Health Authority - Duncan Mental Health and Addictions,Residential Care,Island Health,Wisteria House Group Home,,-123.730587,48.7825422,5834 Upland Ave,Duncan,BC,V9L 1L8,(250)748-4213,Province of British Columbia
923,Woodgrove Manor Ltd,Residential Care,Island Health,Woodgrove Manor,43,-124.0433343,49.229161,6304 Metral Dr,Nanaimo,BC,V9T 2L8,(250)390-1036,Province of British Columbia
