EI Code,EI name,Other Name for EI,Institution Type,Designation Status,Designation Reason,Date of Designation,Date of De-Designation,Address Line 1,Address Line 2,Address Line 3,City,Province,Postal Code,Country,Telephone Number Overseas,Telephone Number,Fax Number
FJCC,Cegep Saint-Jean-Sur-Richelieu,,Junior College,Designated,,2019-05-10,,C.P. 1018,30 boul du Seminaire,,Saint-Jean-Sur-Richelieu,Quebec,J3B7B1,Canada,(514) 347-5301,(514) 347-5301,(514) 347-5301
FJBF,Cegep de l'Abitibi-Temiscamingue,,Junior College,Designated,,2018-09-18,,425- boulevard du College,,,Rouyn-Noranda,Quebec,J9X 5E5,Canada,819-762-0931,819-762-0931,819-762-0931
FJCB,Cegep de la Gaspesie et des Iles - Carleton,Centre d'Etude Collegiales,Junior College,Designated,,2016-09-23,,776 Boulevard Perron,,,Carleton-Sur-Mer,Quebec,G0C1J0,Canada,,,
FJDE,Centre de Formation Professionnelle (C.F.P.) Bel Avenir,,Junior College,Designated,,2020-11-30,,1725 Boul. Du Carmel,,,Trois-Rivieres,Quebec,G8Z3R8,Canada,(819) 379-8057,(819) 379-8057,(819) 379-8057
FJDD,Centre de Formation Professionnelle (C.F.P.) Relance,,Junior College,Designated,,2016-12-05,,155- Mgr. Ross Ouest,C.P. 1268,,Chandler,Quebec,G0C1K0,Canada,4186893911,4186893911,4186893911
FJDS,Centre de Formation Professionnelle de la Baie-James,,Junior College,Designated,,2019-08-21,,265-A Rue Lanctot,,,Chibougamau,Quebec,G8P 1C1,Canada,,,
FJCY,Centre de Formation Proffessionelle (C.F.P.) Limoilou,,Junior College,Designated,,2017-02-28,,2050 8e Ave.,,,Quebec,Quebec,G1J3P1,Canada,(418) 525-8182,(418) 525-8182,(418) 525-8182
FJBC,Champlain College Lennoxville,,Junior College,Designated,,1988-12-21,,2580 College Street,,,Sherbrooke,Quebec,J1M0C8,Canada,(819) 564-3666,(819) 564-3666,(819) 564-3666
FJBB,Champlain Regional College - St Lambert Longueuil Campus,,Junior College,Designated,,2016-10-19,,900 Riverside Drive,,,St Lambert,Quebec,J4P3P2,Canada,(450) 672-7360,(450) 672-7360,(450) 672-7360
FJAA,College Ahuntsic,,Junior College,Designated,,2018-02-23,,9155 Rue St-Hubert,,,Montreal,Quebec,H2M1Y8,Canada,(514) 389-5921,(514) 389-5921,(514) 389-5921
FJDV,College Air Richelieu,,Junior College,Designated,,2020-06-01,,5800 Route De l’Aeroport,,,St-Hubert,Quebec,J3Y8Y9,Canada,,,
FJAS,College Montmorency (Cegep),,Junior College,Designated,,2012-09-27,,475 Blvd. De L'Avenir,,,Laval,Quebec,H7N5H9,Canada,(514) 975-6100,(514) 975-6100,(514) 975-6100
FJDT,College Salette,,Junior College,Designated,,2019-08-28,,3536 Boul. St-Laurent,,,Montreal,Quebec,H2X 2V1,Canada,,,
FJBV,College de Bois-De-Boulogne,,Junior College,Designated,,2018-09-19,,10555 Avenue De,Bois-De-Boulogne,,Montreal,Quebec,H4N1L4,Canada,(514) 332-3000,(514) 332-3000,(514) 332-3000
FJAB,College de Chicoutimi,,Junior College,Designated,,1988-12-21,,534 Est Rue Jaques-Cartier,,,Chicoutimi,Quebec,G7H1Z6,Canada,4185499520,4185499520,4185499520
FJAE,College de Drummondville (Cegep),,Junior College,Designated,,2020-11-18,,960 Rue Saint-Georges,,,Drummondville,Quebec,J2C6A2,Canada,(819) 478-4671,(819) 478-4671,(819) 478-4671
FJAN,College de Jonquiere (Cegep),,Junior College,Designated,,2020-09-16,,2505 Rue St.-Hubert,,,Jonquiere,Quebec,G7X7W2,Canada,(418) 547-2191,(418) 547-2191,(418) 547-2191
FJAP,College de Levis-Lauzon,,Junior College,Designated,,2016-10-03,,205 Mgr. Bourget,,,Lauzon,Quebec,G6V6Z9,Canada,(418) 833-5110,(418) 833-5110,(418) 833-5110
FJAV,College de Maisonneuve,,Junior College,Designated,,2018-06-21,,3800 Est Rue Sherbrooke,,,Montreal,Quebec,H1X2A2,Canada,(514) 254-7131,(514) 254-7131,(514) 254-7131
FJBE,College de Rimouski,,Junior College,Designated,,1988-12-21,,60 Rue De L'Eveche Ouest,,,Rimouski,Quebec,G5L4H6,Canada,(418) 723-1880,(418) 723-1880,(418) 723-1880
FJBW,College de Rosemont (Cegep),,Junior College,Designated,,2018-09-13,,6400  16 E. Ave.,,,Montreal,Quebec,H1X2S9,Canada,(514) 376-1620,(514) 376-1620,(514) 376-1620
FJAQ,College de Saint-Jerome,,Junior College,Designated,,2017-06-26,,455 Rue Fournier,,,Saint-Jerome,Quebec,J7Z4V2,Canada,(450) 436-1580,(450) 436-1580,(450) 436-1580
FJBI,College de Saint-Laurent,,Junior College,Designated,,2021-02-23,,625 Blvd Ste-Croix,,,Montreal,Quebec,H4L3X7,Canada,(514) 747-6521,(514) 747-6521,(514) 747-6521
FJBM,College de Trois-Rivieres (Cegep),,Junior College,Designated,,2017-03-07,,3500 Rue De Courval,,,Trois-Rivieres,Quebec,G9A5E6,Canada,(819) 376-1721,(819) 376-1721,(819) 376-1721
FJCE,College de Valleyfield,,Junior College,Designated,,2019-10-02,,169 Rue Champlain,,,Valleyfield,Quebec,J6T1X6,Canada,5143739441,5143739441,5143739441
FJAR,College de Victoriaville-,,Junior College,Designated,,2019-03-21,,475 Notre-Dame Est,,,Victoriaville,Quebec,G6P4B3,Canada,(819) 758-6401,(819) 758-6401,(819) 758-6401
FJAG,Dawson College (Cegep),,Junior College,Designated,,2014-02-14,,3040 Sherbrooke Street W.,,,Montreal,Quebec,H3Z 1A4,Canada,5149318731,5149318731,5149318731
FJDQ,Ecole de Technologie Superieure,,Junior College,Designated,,2018-03-02,,1100 Notre Dame Street West,,,Montreal ,Quebec,H3C1K3,Canada,5143968800,5143968800,5143968800
FJCK,Heritage College - Cegep,,Junior College,Designated,,2017-12-06,,325- boul. Cite des Jeunes,,,Gatineau,Quebec,J8Y 6T3,Canada,8197782270,8197782270,8197782270
FJAM,John Abbott College (Cegep),,Junior College,Designated,,2019-03-29,,21 275 Lakeshore Rd.,,,Ste. Anne De Bellevue,Quebec,H9X3L9,Canada,(514) 457-6610,(514) 457-6610,(514) 457-6610
FJDF,TAV College,le Collège TAV,Junior College,Designated,,2017-02-09,,6333 Decarie Boulevard ,,,Montreal,Quebec,H3W 3E1,Canada,(514) 731-2296,(514) 731-2296,(514) 731-2296
FJBN,Vanier College (Cegep),,Junior College,Designated,,2005-09-06,,821 St. Croix Street,,,Laurent,Quebec,H4L 3X9,Canada,5147447500,5147447500,5147447500
FZAC,Ecole Nationale de l'Horlogerie,,Miscellaneous,Designated,,2020-12-17,,946 Rue St Paul,,,Trois Rivieres,Quebec,G9A1J3,Canada,(819) 379-8057,(819) 379-8057,(819) 379-8057
FPSW,Academie de Massage Scientifique,,Private Institution,Designated,,2016-10-12,,1375 rue Janelle,,,Drummondville,Quebec,J2C3E4,Canada,(819) 475-1996,(819) 475-1996,(819) 475-1996
FPDP,Aviron Quebec Inc.,,Private Institution,Designated,,2013-02-19,,270 Blvd. Charest,,,Quebec,Quebec,G1K3H1,Canada,(418) 529-1321,(418) 529-1321,(418) 529-1321
FPFE,C.F.P. - Sorel-Tracy,,Private Institution,Designated,,2016-05-02,,2725 boul de Tracy,,,Sorel-Tracy,Quebec,J3R1C2,Canada,4507431285,4507431285,4507431285
FPTJ,CDI College - Pointe-Claire,,Private Institution,Designated,,2012-06-29,,1000 Boulevard Saint-Jean,Suite 500,,Pointe-Claire,Quebec,H9R 5P1,Canada,5147820539,5147820539,5147820539
FPAF,CDI College of Business- Technology- Health Care,Collège CDI Administration- Technologie- Santé (Montréal),Private Institution,Designated,,2018-05-08,,416- boulevard de,Maisonneuve Ouest,,Montreal,Quebec,G1R5M7,Canada,5148494757,5148494757,5148494757
FPFJ,Centre de Formation Professionnelle Gabriel Rousseau,Vocational Training Center Gabriel-Rousseau,Private Institution,Designated,,2018-10-16,,1155- boul Guillaume-Couture,,,Levis,Quebec,G6W5M6,Canada,4188390508,4188390508,4188390508
FPFI,Centre de Formation Professionnelle de 24 Juin,Centre 24-Juin,Private Institution,Designated,,2017-11-03,,2955 Boulevard de lUniversite,,,Sherbrooke,Quebec,J1K2Y3,Canada,,,
FPFH,Centre de Formation Professionnelle de l'ASBESTERIE,,Private Institution,Designated,,2017-08-30,,340 Boulevard Morin,,,Asbestos,Quebec,J1T3C2,Canada,8198790769,8198790769,8198790769
FPTD,Centre de Formation Rimouski-Neigette,,Private Institution,Designated,,2020-12-02,,424 Rue Ross,C.P. 3424,,Rimouski,Quebec,G5L7P3,Canada,(418) 722-4922,(418) 722-4922,(418) 722-4922
FPAW,College CDI-Laval,CDI College,Private Institution,Designated,,2021-02-04,,3 Place Laval Bureau 400,,,Laval- Quebec,Quebec,H7N1A2,Canada,(450) 662-9090,(450) 662-9090,(450) 662-9090
FPCY,College Inter-Dec,,Private Institution,Designated,,1988-12-21,,2000 rue Sainte Catherine W,Suite 8000,,Montreal,Quebec,H3H 2T2,Canada,5149394444,5149394444,5149394444
FPBJ,College Lafleche,,Private Institution,Designated,,2017-10-18,,1687 Blvd Du Carmel,,,Trois-Rivieres,Quebec,G8Z 3R8,Canada,(819) 375-7346,(819) 375-7346,(819) 375-7346
FPAN,College O'sullivan de Montreal,,Private Institution,Designated,,2020-09-16,,1191- rue de la Montagne,,,Montreal,Quebec,H3G1Z2,Canada,(514) 866-4622,(514) 866-4622,(514) 866-4622
FPBN,College O'sullivan de Quebec,,Private Institution,Designated,,2017-09-01,,600 Rue St-Jean,,,Quebec,Quebec,G1R1P8,Canada,(418) 529-3355,(418) 529-3355,(418) 529-3355
FPFK,College Universel,,Private Institution,Designated,,2018-10-18,,101 Rue Saint Jean Bosco,,,Gatineau,Quebec,J8Y3G5,Canada,8135032400,8135032400,8135032400
FPBZ,College de L'immobilier du Quebec,,Private Institution,Designated,,2020-08-17,,600 Chemin du Golf,,,Ile des Soeurs,Quebec,H3E1A8,Canada,(514) 762-1862,(514) 762-1862,(514) 762-1862
FPCX,College de Photographie Marsan,,Private Institution,Designated,,2018-01-31,,3536 St. Laurent Blvd.,,,Montreal,Quebec,H2X 2V1,Canada,(514) 525-3030,(514) 525-3030,(514) 525-3030
FPFL,Collège Ellis,,Private Institution,Designated,,2020-12-22,,150 Place Charles Le-Moyne,Suite 2060,,Longueuil,Quebec,J4K 0A8,Canada,450-463-1500,450-463-1500,450-463-1500
FPEQ,Ecole National de Cirque,,Private Institution,Designated,,2014-09-23,,8181 2nd Ave.,,,Montreal,Quebec,H1Z 2N9,Canada,5149820859,5149820859,5149820859
FPEE,Ecole de Stenographie Judiciaire du Quebec,,Private Institution,Designated,,2020-09-18,,465 rue Saint-Jean,bureau 505,,Montreal- QC,Quebec,H2Y2R6,Canada,(514) 954-3459,(514) 954-3459,(514) 954-3459
FPAA,Herzing College (Montreal),,Private Institution,Designated,,2013-07-03,,1616 Rene Levesque Blvd.,,,Montreal,Quebec,H3H 1P8,Canada,514-935-7494,514-935-7494,514-935-7494
FPCC,INSTITUT TECHNIQUE AVIRON MTL.,,Private Institution,Designated,,2009-03-25,,5460 Royalmount,,,Ville Mont-Royal,Quebec,H4P1H7,Canada,,,
FPFG,Institut Grasset,,Private Institution,Designated,,2017-02-28,,220 Avenue,Fairmount Ouest,,Montreal,Quebec,H2T2M7,Canada,5142774027,5142774027,5142774027
FPBH,Lasalle College,,Private Institution,Designated,,1988-12-21,,2000 Sainte-Catherine St. W.,R-D,,Montreal,Quebec,H3H 2T2,Canada,5149392006,5149392006,5149392006
FPAL,National Theatre School of Canada,,Private Institution,Designated,,1988-12-21,,5030 Saint - Dennis,,,Montreal,Quebec,H2J 2L8,Canada,5148427954,5148427954,5148427954
FPDS,Recording Arts Canada,,Private Institution,Designated,,1994-09-12,,390- Notre-Dame Ouest,Bureau 320,,Montreal,Quebec,H2Y 1T9,Canada,5142864336,5142864336,5142864336
FPEF,Rosemount  Technology Centre,,Private Institution,Designated,,2018-04-26,,3737 Beaubien,,,Montreal,Quebec,H1X1H2,Canada,(514) 376-4725,(514) 376-4725,(514) 376-4725
FPFF,Syn Studio,,Private Institution,Designated,,2016-05-30,,460 Saint Catherine West,#508,,Montreal,Quebec,H3B1A7,Canada,5149987625,5149987625,5149987625
FPCM,Trebas Institute,,Private Institution,Designated,,1988-12-21,,550 Sherbrooke Street West,6th Floor,East Tower,Montreal,Quebec,H3A 1B9,Canada,5148454141,5148454141,5148454141
FVBH,CFP Competences Outaouais,,Technical and Vocational,Designated,,2017-04-18,,183 Broadway Ouest,,,Gatineau,Quebec,J8P3T6,Canada,8196434640,8196434640,8196434640
FVBN,CFP du Grand-Fjord Pavillon Oasis,,Technical and Vocational,Designated,,2021-02-26,,624 Lafontaine,,,Chicoutimi,Quebec,G7H 4V4,Canada,4186985012,4186985012,4186985012
FVDL,Cegep Edouard Montpetit,,Technical and Vocational,Designated,,2019-11-13,,945 Ch. Chambly,,,Longueuil,Quebec,J4H3M6,Canada,,,
FVBO,Centre  de Formation L'Envol,,Technical and Vocational,Designated,,2009-06-23,,15 Rue Comeau,,,Carleton,Quebec,G0C1J0,Canada,(418) 364-7510,(418) 364-7510,(418) 364-7510
FVDJ,Centre De Formation Professionnelle Lennoxville Vocational Training Centre,,Technical and Vocational,Designated,,2016-11-04,,1700 rue College,,,Sherbrooke,Quebec,J1M0C8,Canada,8195635627,8195635627,8195635627
FVDM,Centre De Formation Professionnelle de Forestville,CFP de Forestville,Technical and Vocational,Designated,,2019-12-03,,34- 11e Rue,,,Forestville,Quebec,G0T 1E0,Canada,(418) 587-4735,(418) 587-4735,(418) 587-4735
FVDP,Centre de Formation Competence-de-la-rive-sud,,Technical and Vocational,Designated,,2021-03-01,,50 BOUL. Taschereau,,,La Prairie- Quebec,Quebec,J5R4V3,Canada,,,
FVDO,Centre de Formation Des Metiers De la Sante,,Technical and Vocational,Designated,,2020-04-28,,3501 bl Saint-Charles,,,Kirkland,Quebec,H9H4S3,Canada,,,
FVCA,Centre de Formation Professionel Gabriel-Rousseau,,Technical and Vocational,Designated,,2017-12-15,,3724 Avenue_Des Eglises,,,Charny,Quebec,G6X1X4,Canada,(418) 832-1616,(418) 832-1616,(418) 832-1616
FVCV,Centre de Formation Professionnelle (C.F.P.)Mont-Joli-Mittis,,Technical and Vocational,Designated,,2016-07-08,,1414- Rue Des Erables,,,Mont-Joli,Quebec,G5H4A8,Canada,(418) 775-7577,(418) 775-7577,(418) 775-7577
FVAV,Centre de Formation Professionnelle Pavillon de L'Avenir,,Technical and Vocational,Designated,,1991-11-15,,65- Rue Sainte-Anne,,,Riviere-Du-Loup,Quebec,G5R 1P3,Canada,4188682286,4188682286,4188682286
FVDN,Centre de formation professionnelle Val-d’or,,Technical and Vocational,Designated,,2020-01-30,,700 boul des Pins,,,Val-d'Or,Quebec,J9P0M4,Canada,,,
FVCN,Conservatoire de Musique et D'Art Dramatique de Montreal,,Technical and Vocational,Designated,,2014-10-17,,4750- Avenue Henri-Julien,,,Montreal,Quebec,H2T2C8,Canada,(514) 873-4283,(514) 873-4283,(514) 873-4283
FVCT,Eastern Shores School Board,,Technical and Vocational,Designated,,2003-01-06,,40 Mount Sorel,,,New Carlisle,Quebec,G0C 1Z0,Canada,4187522247,4187522247,4187522247
FVDK,Ecole des Metiers de lequipement Motorise de,,Technical and Vocational,Designated,,2017-05-18,,5455 rue Saint Denis,,,Montreal,Quebec,H2J4B7,Canada,5145965855,5145965855,5145965855
FVDG,Ecole des Metiers du Sud-Ouest de Montreal,Trade School of South-West Montreal,Technical and Vocational,Designated,,2015-05-21,,717 Rue Saint Ferdinand,,,Montreal,Quebec,H4C 3L7,Canada,,,
FVAB,Institut Maritime du Quebec,,Technical and Vocational,Designated,,2018-04-11,,53 St-Germain Ouest,,,Rimouski,Quebec,G5L4B4,Canada,(418) 724-2822,(418) 724-2822,(418) 724-2822
FVAG,Institut Teccart (2003),,Technical and Vocational,Designated,,2018-05-16,,3030- rue Hochelaga,,,Montreal,Quebec,H1W 1G2,Canada,(514) 526-2501,(514) 526-2501,(514) 526-2501
FVDF,Institut de Technologie Agroalimentaire St Hyacinthe,,Technical and Vocational,Designated,,2020-08-18,,3230 rue Sicotte,,,Saint-Hyacinthe,Quebec,J2S7B3,Canada,4507786504,4507786504,4507786504
FVCY,John F. Kennedy Business Centre,,Technical and Vocational,Designated,,2008-08-14,,3030 Villeray St,,,Montreal,Quebec,H2A1E7,Canada,,,
FVDE,Listuguj Migmag Development Centre,,Technical and Vocational,Designated,,2014-08-11,,2 Pacific Dr.,,,Listuguj,Quebec,G0C2R0,Canada,4187885668,4187885668,4187885668
FVCZ,Nova Career  Centre,,Technical and Vocational,Designated,,2016-11-24,,70 Maple Blvd.,,,Chateauguay- Quebec,Quebec,J6J3P8,Canada,(450) 691-2540,(450) 691-2540,(450) 691-2540
FUAA,Bishop's University,,University,Designated,,1988-12-21,,2600 College Street,,,Sherbrooke,Quebec,J1M1Z7,Canada,(819) 822-9600,(819) 822-9600,(819) 822-9600
FUAC,Concordia University,,University,Designated,,1988-12-21,,1550 de Maisonneuve Blvd W,Guy-Metro (GM),Room 230,Montreal,Quebec,H3G1N2,Canada,5148482424,5148482424,5148482424
FUAS,Ecole Polytechnique de Montreal,,University,Designated,,2014-06-23,,2900 boul Edourd-Montpetit,C.P. 6079 Succ. Centre Ville,,Montreal,Quebec,H3C3A7,Canada,(514) 340-4711,(514) 340-4711,(514) 340-4711
FUAR,HEC Montreal,,University,Designated,,2018-04-10,,Côte-Sainte-Catherine Building,3000 Côte-Sainte-Catherine Rd,,Montréal,Quebec,H3T 2A7,Canada,5143406000,5143406000,5143406000
FUAT,Institut national de recherche scientifiques,National Institute of Scientific Research,University,Designated,,2017-12-14,,490 rue de la Couronne,,,Quebec,Quebec,G1K9A9,Canada,418-654-4677,418-654-4677,418-654-4677
FUAV,Mcgill University,,University,Designated,,2014-01-16,,Blouin-Macbain Student Aid Cnr,3600 Mctavish St. - Suite 3200,,Montreal,Quebec,H3A0G3,Canada,(514) 398-6013,(514) 398-6013,(514) 398-6013
FUAN,Mcgill University,,University,Designated,,2018-09-12,,Macdonald Campus,Student Services Centre,21-111 Lakeshore,Ste-Anne De Bellevue,Quebec,H9X3V9,Canada,(514) 398-6013,(514) 398-6013,(514) 398-6013
FUAX,Presbyterian College of Montreal,,University,Designated,,2016-09-28,,3495 University St.,,,Montreal,Quebec,H3A2A8,Canada,(514) 288-5256,(514) 288-5256,(514) 288-5256
FUAU,Universite Laval,,University,Designated,,1988-12-21,,Bureau - bourses et aide finan,Pavillon Alphonse-Desjardins,2325- rue de l'Université- loc,Quebec,Quebec,G1V0A6,Canada,,,
FUAD,Universite de Montreal,,University,Designated,,2006-10-05,,Pavillon J.A. Deseve,2332 Boul Edouard-Montpetit,4th Fl. Rm 4302,Montreal,Quebec,H3T1J4,Canada,(514) 343-7076,(514) 343-7076,(514) 343-7076
FUAE,Universite de Montreal School of Veterinary Medicine,,University,Designated,,2016-05-20,,C.P. 5000,,,St Hyacinthe,Quebec,J2S7C6,Canada,5147738521,5147738521,5147738521
FUAL,Universite de Sherbrooke,,University,Designated,,2018-05-23,,2500 Boul. De L'Universite,,,Sherbrooke,Quebec,J1K 2R1,Canada,8198217684,8198217684,8198217684
FUAQ,Universite du Quebec - Ecole de Technologie Superieur,,University,Designated,,2017-12-05,,A/S De Monique Gagnon,Service D'Aide Financière,1100- Rue Notre-Dame Ouest,Montreal,Quebec,H3C1K3,Canada,(514) 289-8800,(514) 289-8800,(514) 289-8800
FUAK,Universite du Quebec - Rimouski,,University,Designated,,2020-11-10,,300 Allee Des Ursulines,,,Rimouski,Quebec,G5L3A1,Canada,(418) 723-1986,(418) 723-1986,(418) 723-1986
FUAH,Universite du Quebec - Trois-Rivieres,,University,Designated,,2020-10-22,,3351 Boul. Des Forges,,,Trois-Rivieres,Quebec,G9A5H7,Canada,(819) 376-5011,(819) 376-5011,(819) 376-5011
FUAJ,Universite du Quebec En Outaouais,,University,Designated,,1988-12-21,,101 rue Saint-Jean-Bosco,station BPO Box 1250,,Gatineau,Quebec,J8X3X7,Canada,(819) 773-1680,(819) 773-1680,(819) 773-1680
FUBC,Universite du Quebec Tele Universite,,University,Designated,,2014-02-03,,455 Rue Du Parvis,,,Quebec,Quebec,G1K9H6,Canada,(800) 561-2263,(800) 561-2263,(800) 561-2263
FUAG,Universite du Quebec a Montreal,,University,Designated,,2018-01-08,,Pavillion J.A. DéSève,Bureau DS-R305,320 Rue Sainte-Catherine Est,Montreal,Quebec,H2X 1L7,Canada,(514) 987-3000,(514) 987-3000,(514) 987-3000
FUAI,Universite du Quebeca Chicoutimi,,University,Designated,,2011-02-04,,555 Boul. De L'Universite,,,Chicoutimi,Quebec,G7H2B1,Canada,(418) 545-5005,(418) 545-5005,(418) 545-5005
FUAO,Université du Québec en Abitibi-Témiscamingue,UQAT,University,Designated,,2018-08-09,,445- boulevard de l'Universite,C.P. 700,,Rouyn-Noranda,Quebec,J9X5E4,Canada,8197620971,8197620971,8197620971
CJAA,Carlton Trail Regional College,,Junior College,Designated,,1988-12-21,,Box 720,611 - 17th Street,,Humboldt,Saskatchewan,S0K2A0,Canada,(306) 682-2623,(306) 682-2623,(306) 682-2623
CJAC,Cumberland Regional College,,Junior College,Designated,,1988-12-21,,Box  2225 ,503-2nd Street East,,Nipawin,Saskatchewan,S0E1E0,Canada,(306) 862-9833,(306) 862-9833,(306) 862-9833
