idx,facility_name,source_id,authority_type,address_str,province,ISCED4+,provider,address_str_clean,street_no,street_name
143,APLUS Institute,EPOA,Private Institution,"4950 Yonge St, Concourse level, Unit 15, Toronto, Ontario, Canada,",ON,1,Employment and Social Development Canada,4950 yonge st concourse level unit 15 toronto ontario canada,4950,yonge st concourse
144,Adler Centre for Learning,EPOB,Private Institution,"890 Yonge St, Unit 900, Toronto, Ontario, Canada,",ON,1,Employment and Social Development Canada,890 yonge st unit 900 toronto ontario canada,890,yonge st
145,Yorkville University,EPOC,Private Institution,"2000 Steeles Avenue West, Concord, Ontario, Canada,",ON,1,Employment and Social Development Canada,2000 steeles avenue west concord ontario canada,2000,steeles avenue west
146,Algonquin Careers Academy - Ottawa,EPOD,Private Institution,"75 Albert Street, Unit 101, Ottawa, Ontario, Canada, 613-829-9059",ON,1,Employment and Social Development Canada,75 albert street unit 101 ottawa ontario canada 613 829 9059,75,albert street
147,Career College Group Medix - Burlington,EPOE,Private Institution,"5315 North Services Road, Burlington, Ontario, Canada, 905-870-0360",ON,1,Employment and Social Development Canada,5315 north services road burlington ontario canada 905 870 0360,5315,north services road
148,Academy of Applied Pharmaceutical Sciences,EPOF,Private Institution,"2960 Drew Rd, 140A, Mississauga, Ontario, Canada, 416-502-2277",ON,1,Employment and Social Development Canada,2960 drew rd 140a mississauga ontario canada 416 502 2277,2960,drew rd 140a
149,"Oxford College of Arts, Business and Technology - Barrie",EPOG,Private Institution,"320 Bayfield Street, B100, Barrie, Ontario, Canada, 4164398668",ON,1,Employment and Social Development Canada,320 bayfield street b100 barrie ontario canada 4164398668,320,bayfield street b100
150,Windsor Career College - Toronto,EPOH,Private Institution,"1625 Albion Road, Suite 203, Toronto, Ontario, Canada, 4165515475",ON,1,Employment and Social Development Canada,1625 albion road toronto ontario canada 4165515475,1625,albion road
151,Our Lady Seat of Wisdom College,EPOI,Private Institution,"18 Karol Wojtyla Square, PO Box 249, Barry's Bay, Ontario, Canada,",ON,1,Employment and Social Development Canada,18 karol wojtyla square barry's bay ontario canada,18,karol wojtyla square
152,Trillium College - Sudbury,EPOJ,Private Institution,"248 - 40 Elm Street, Sudbury, Ontario, Canada,",ON,1,Employment and Social Development Canada,248 40 elm street sudbury ontario canada,248 40,elm street
153,Grand Health Academy,EPOK,Private Institution,"760 King Street East, Hamilton, Ontario, Canada,",ON,1,Employment and Social Development Canada,760 king street east hamilton ontario canada,760,king street east
154,Academy of Learning-Brampton,EPOL,Private Institution,"7700 Hurontario St., Suite 306, Brampton, Ontario, Canada,",ON,1,Employment and Social Development Canada,7700 hurontario st brampton ontario canada,7700,hurontario st
155,"Canadian College of Business, Science & Technology Inc - Mississauga",EPOM,Private Institution,"90 Burnhamthrope Road West, Unit 402, Mississauga, Ontario, Canada,",ON,1,Employment and Social Development Canada,90 burnhamthrope road west unit 402 mississauga ontario canada,90,burnhamthrope road west
156,Canadian National Institute of Health Inc.,EPON,Private Institution,"303 Dalhousie St , Ottawa, Ontario, Canada,",ON,1,Employment and Social Development Canada,303 dalhousie st ottawa ontario canada,303,dalhousie st
157,CTS CANADIAN CAREER COLLEGE-Chapleau,EPOO,Private Institution,"101 Pine Street East, Chapleau, Ontario, Canada,",ON,1,Employment and Social Development Canada,101 pine street east chapleau ontario canada,101,pine street east
158,CMU College of Makeup Art & Design,EPTE,Private Institution,"110 Lombard St., The Old Fire Hall, Toronto, Ontario, Canada, (416) 968-6739",ON,1,Employment and Social Development Canada,110 lombard st the old fire hall toronto ontario canada 968 6739,110,
159,Toronto Institute of Pharmaceutical Technology,EPTH,Private Institution,"55 Town Centre Court, Suite 800, Scarborough, Ontario, Canada, (416) 296-8860",ON,1,Employment and Social Development Canada,55 town centre court scarborough ontario canada 296 8860,55,town centre court
160,Canadian Business College,EPTM,Private Institution,"2 Bloor Street West, 22nd floor (Box 90), Toronto, Ontario, Canada, 4169259929",ON,1,Employment and Social Development Canada,2 bloor street west 22nd floor toronto ontario canada 4169259929,2,bloor street west
161,Randolph College for the Performing Arts,EPTO,Private Institution,"736 Bathurst Street, Toronto, Ontario, Canada, 4169242243",ON,1,Employment and Social Development Canada,736 bathurst street toronto ontario canada 4169242243,736,bathurst street
162,"Gates College of Business, Culinary & Healthcare",EPUL,Private Institution,"1111 Elgin Street W, Cobourg, Ontario, Canada, (905) 372-8978",ON,1,Employment and Social Development Canada,1111 elgin street w cobourg ontario canada 372 8978,1111,elgin street w
163,Trillium College - Oshawa,EPUT,Private Institution,"419 King Street West, Suite 900, Oshawa, Ontario, Canada, (905) 723-1163",ON,1,Employment and Social Development Canada,419 king street west oshawa ontario canada 723 1163,419,king street west
164,Trillium College,EPUW,Private Institution,"360 George St. N., Unit 16, Peterborough, Ontario, Canada, (705) 742-5565",ON,1,Employment and Social Development Canada,360 george st n unit 16 peterborough ontario canada 742 5565,360,george st n
165,Vercore Business Academy,EPVQ,Private Institution,"65 Adelaide Street East, Toronto, Ontario, Canada, 4163635763",ON,1,Employment and Social Development Canada,65 adelaide street east toronto ontario canada 4163635763,65,adelaide street east
166,Computek College of Business Healthcare & Technology,EPVX,Private Institution,"2425 Eglinton Ave. E., 4th Floor, Toronto, Ontario, Canada, (416) 285-9941",ON,1,Employment and Social Development Canada,2425 eglinton ave e 4th floor toronto ontario canada 285 9941,2425,eglinton ave e
167,"CDI College of Business, Technology & Health Care-Toronto",EPWH,Private Institution,"2 County Court Boulevard, Suite 101, Brampton, Ontario, Canada, (416) 360-8113",ON,1,Employment and Social Development Canada,2 county court boulevard brampton ontario canada 360 8113,2,county court boulevard
168,ACADEMY OF LEARNING CAREER AND BUSINESS,EPWZ,Private Institution,"706 Pape Ave., Toronto, Ontario, Canada, (416) 422-5627",ON,1,Employment and Social Development Canada,706 pape ave toronto ontario canada 422 5627,706,pape ave
169,Academy of Learning-Kingston,EPXF,Private Institution,"1469 Princess St., Parkway Plaza, Kingston, Ontario, Canada, 6135448973",ON,1,Employment and Social Development Canada,1469 princess st parkway plaza kingston ontario canada 6135448973,1469,princess st parkway plaza
170,Academy of Learning (Bay/Bloor),EPXG,Private Institution,"401 Bay Street, 10th Floor, Toronto, Ontario, Canada, (416) 969-8845",ON,1,Employment and Social Development Canada,401 bay street 10th floor toronto ontario canada 969 8845,401,bay street
171,"Canadian College of Business, Science & Technology",EPXI,Private Institution,"350 Rutherford Road South, Plaza 2 - Suite 110, Brampton, Ontario, Canada, (905) 488-5627",ON,1,Employment and Social Development Canada,350 rutherford road south plaza 2 brampton ontario canada 488 5627,2,rutherford road south plaza
172,Academy of Learning (Etobicoke/Albion),EPXT,Private Institution,"1123 Albion Road, Suite 201, Toronto, Ontario, Canada, 4167463333",ON,1,Employment and Social Development Canada,1123 albion road toronto ontario canada 4167463333,1123,albion road
173,Academy of Learning - Toronto,EPXV,Private Institution,"2190 Warden Avenue, Unit G2, G4, Toronto, Ontario, Canada, 4167543143",ON,1,Employment and Social Development Canada,2190 warden avenue unit g2 g4 toronto ontario canada 4167543143,2190,warden avenue
174,Trios College Business Technology Health,EPZM,Private Institution,"200 John Street West, Suite C5, Oshawa, Ontario, Canada, (905) 435-9911",ON,1,Employment and Social Development Canada,200 john street west suite c5 oshawa ontario canada 435 9911,200,john street west
175,"Trios Career Business, Technology & Healthcare Inc.",EPZN,Private Institution,"Hamilton Campus, 4 Hughson Street South, 5th Floor, Hamilton, Ontario, Canada, 9055288972",ON,1,Employment and Social Development Canada,hamilton campus 4 hughson street south 5th floor hamilton ontario canada 9055288972,,hughson street south
176,"Trios College Business, Technology & Healthcare Inc.",EPZO,Private Institution,"Kitchener Campus, 110 King Street East, Kitchener, Ontario, Canada, 5195780838",ON,1,Employment and Social Development Canada,kitchener campus 110 king street east kitchener ontario canada 5195780838,110,king street east
177,Gina's College of Advanced Aesthetics - Ottawa,EQAH,Private Institution,"215 Dalhousie Street, Ottawa, Ontario, Canada, 6137897875",ON,1,Employment and Social Development Canada,215 dalhousie street ottawa ontario canada 6137897875,215,dalhousie street
178,Career College Group Medix-Scarborough,EQAL,Private Institution,"2130 Lawrence Avenue East, Suite 205, Scarborough, On, Ontario, Canada, 4167011201",ON,1,Employment and Social Development Canada,2130 lawrence avenue east scarborough on ontario canada 4167011201,2130,lawrence avenue east
179,Toronto Film School-Dundas,EQAM,Private Institution,"10 Dundas St. E., Suite 704, Toronto, Ontario, Canada, (905) 669-0550",ON,1,Employment and Social Development Canada,10 dundas st e toronto ontario canada 669 0550,10,dundas st e
180,Marvel Beauty Schools,EQAU,Private Institution,"496 Dundas Street, London, Ontario, Canada, (519) 433-7214",ON,1,Employment and Social Development Canada,496 dundas street london ontario canada 433 7214,496,dundas street
181,Cts Canadian Career College Inc.,EQAX,Private Institution,"1495 Seymour Street, Unit 8 & 10, North Bay, Ontario, Canada, (705)472-0899",ON,1,Employment and Social Development Canada,1495 seymour street unit 8 & 10 north bay ontario canada 472 0899,1495,seymour street
182,Marvel Beauty School,EQCI,Private Institution,"11 Ainslie Street South, Cambridge, Ontario, Canada, (519) 624-5551",ON,1,Employment and Social Development Canada,11 ainslie street south cambridge ontario canada 624 5551,11,ainslie street south
183,Marvel Beauty School,EQCJ,Private Institution,"18 Cundles Road East, Unit 4, Barrie, Ontario, Canada, (705) 737-3774",ON,1,Employment and Social Development Canada,18 cundles road east unit 4 barrie ontario canada 737 3774,18,cundles road east
184,Marvel Beauty School-Chatham,EQCK,Private Institution,"199 King Street, Chatham, Ontario, Canada, (519) 354-3440",ON,1,Employment and Social Development Canada,199 king street chatham ontario canada 354 3440,199,king street
185,Marvel Beauty School,EQCP,Private Institution,"240 Bank Street, Suite 210, Ottawa, Ontario, Canada, (613) 236-0243",ON,1,Employment and Social Development Canada,240 bank street ottawa ontario canada 236 0243,240,bank street
186,Academy of Learning-Scarborough,EQDF,Private Institution,"3585 Lawrence Avenue East, Scarborough, Ontario, Canada, 4164997994",ON,1,Employment and Social Development Canada,3585 lawrence avenue east scarborough ontario canada 4164997994,3585,lawrence avenue east
187,Academy of Learning (Richmond),EQDQ,Private Institution,"8740 Gore Road, Brampton, Ontario, Canada, 9055085791",ON,1,Employment and Social Development Canada,8740 gore road brampton ontario canada 9055085791,8740,gore road
188,Academy of Learning (Hamilton),EQDT,Private Institution,"401 Main Street East, Hamilton, Ontario, Canada, (905) 777-8553",ON,1,Employment and Social Development Canada,401 main street east hamilton ontario canada 777 8553,401,main street east
189,"Oxford College of Arts, Business and Technology - Scarborough",EQDX,Private Institution,"670 Progress Avenue, Toronto, Ontario, Canada, 4164398668",ON,1,Employment and Social Development Canada,670 progress avenue toronto ontario canada 4164398668,670,progress avenue
190,Automotive Training Centre - Cambridge,EQEG,Private Institution,"25 Fleming Dr., Cambridge, Ontario, Canada, 5192201650",ON,1,Employment and Social Development Canada,25 fleming dr cambridge ontario canada 5192201650,25,fleming dr
191,Grand Health Academy,EQES,Private Institution,"574 Concession St., Hamilton, Ontario, Canada, (905) 385-7727",ON,1,Employment and Social Development Canada,574 concession st hamilton ontario canada 385 7727,574,concession st
192,Elegance School of Healthcare Services and Cosmetology - Cornwall,EQEW,Private Institution,"17357-123 Cornwall Centre Road, Cornwall, Ontario, Canada, 6139333223",ON,1,Employment and Social Development Canada,17357 123 cornwall centre road cornwall ontario canada 6139333223,17357 123,cornwall centre road
193,Academy of Learning (Toronto/Finch Av West),EQFX,Private Institution,"1280 Finch Avenue West, Suite 112, Toronto, Ontario, Canada, (416) 767-7679",ON,1,Employment and Social Development Canada,1280 finch avenue west toronto ontario canada 767 7679,1280,finch avenue west
194,Toronto International Business College,EQGC,Private Institution,"1265 Morningside Ave., Suite 200, Scarborough, Ontario, Canada, 4163350508",ON,1,Employment and Social Development Canada,1265 morningside ave scarborough ontario canada 4163350508,1265,morningside ave
195,Toronto Film School-Davisville Campus,EQGD,Private Institution,"1835 Yonge Street, 2nd Floor, Toronto, Ontario, Canada, (647) 288-8999",ON,1,Employment and Social Development Canada,1835 yonge street 2nd floor toronto ontario canada 288 8999,1835,yonge street
