OPERATOR_NAME,BUSINESS_NAME,TYPE,STREET_ADDRESS,CITY,POSTAL_CODE,BUSINESS_PHONE,INSPECTION_URL,GOVERNING_ACT,GOVERNING_REGULATION,HEALTH_AUTHORITY,MENTAL_HEALTH,MENTAL_HEALTH_MAX_CAP,HOSPICE,HOSPICE_MAX_CAP,SUBSTANCE_USE,SUBSTANCE_USE_MAX_CAP,LONG_TERM_CARE,LONG_TERM_CARE_MAX_CAP,COMMUNITY_LIVING,COMMUNITY_LIVING_MAX_CAP,ACQUIRED_BRAIN_INJURY,ACQUIRED_BRAIN_INJURY_MAX_CAP,LONGITUDE,LATITUDE
Victoria Association for Community Living,Jeffree Home,Residential Care,1867 Jeffree Rd ,Saanichton,V8M 1K5,(250)652-1876,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0AED1BAE4C8D39C888256A73007DF5F1,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.4222562,48.601164
Pacific Coast Community Resources Inc.,Jersey Road Home,Residential Care,5191 Jersey Rd ,Victoria,V8Y 2G9,(250)658-0297,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=5883969C89C75D4E88257188006D4675,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.3720978,48.5253631
Campbell River & District Association for Community Living,Jesmar Place Group Home,Residential Care,435 Jesmar Pl ,Campbell River,V9W 5J9,(250)830-0887,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=6A9B68CBB8E36FAB88256BD1007A1155,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-125.2443005,50.005402
Nanaimo Association For Community Living,Jinglepot Residence,Residential Care,4224 Jingle Pot Rd ,Nanaimo,V9T 5P5,(250)756-2599,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=9AAABF9464EDBAE688256B7C007BC3A5,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,7,N,,-124.0255624,49.2053366
L'Arche Comox Valley,Jubilee House,Residential Care,534 19th St ,Courtenay,V9N 2B1,(250)334-3774,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=D1C5CBA5A4482E0288256BD1007A11AC,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-124.9906283,49.6803686
J. Garnons Williams Ltd.,Kaitlyn's Way Home,Residential Care,5244 Kaitlyns Way ,Nanaimo,V9T 5W1,(250)756-4352,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B24CC46FB9BB9BCD88256B7C007BC46C,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-124.0369436,49.2131709
Keeping House Care Facility Ltd.,Keeping House,Residential Care,2263 Jingle Pot Rd ,Nanaimo,V9R 6W2,(250)716-1920,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=3EC76CFEB76CD16788256B7C007BC5FC,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,10,N,,N,,-123.99689,49.1714997
Nanaimo Association For Community Living,Kennedy Home,Residential Care,407 Kennedy St ,Nanaimo,V9R 2J4,(250)754-2255,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B44898F7CD51EF4A88256B7C007BC408,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,6,N,,-123.9446498,49.1612043
Nanaimo District Senior Citizens Housing Development Society,Kiwanis Village Lodge,Residential Care,1221 Kiwanis Cres ,Nanaimo,V9S 5Y1,(250)753-6471,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=BE1D434035927B7F88256D75006149FB,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,75,N,,N,,-123.9679068,49.1861839
Kardel Consulting Services Inc.,Lakes Road Home,Residential Care,6284 Lakes Rd ,Duncan,V9L 4S6,(250)715-0609,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=F843A1517630BB0788256B7C007BC491,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,3,N,,-123.6830845,48.7989678
Western Human Resource Corp.,Lands End Home,Residential Care,1995 Lands End Rd ,North Saanich,V8L 5J2,(250)656-0777,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=514DE3264D15EE0C88256FBD007A31C0,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.4175001,48.6856879
Campbell River & District Association for Community Living,Lannan Road Residence,Residential Care,2046 Lannan Rd ,Comox,V9M 3Z6,(250)339-6802,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=9F4FF3274414F32B88256BD1007A1122,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-124.9361976,49.7087168
Victoria Association for Community Living,Lindsay Home,Residential Care,754 Lindsay St ,Victoria,V8Z 3E1,(250)479-2478,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=7BD2EBB259ECA51A88256A73007DF568,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.3952548,48.4911471
Estelle Brilling & Bernie Brilling,"Little Mountain Manor, Inc.",Residential Care,959 Little Mountain Rd ,Parksville ,V9P 2C3,(250)248-4591,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=6D834A0295964B9A882574CF006079DA,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,8,N,,N,,-124.3286943,49.297904
Integra Support Services Ltd.,Lucas Home,Residential Care,909 Lucas Ave ,Victoria,V8X 4M7,(250)590-3172,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=8EA2D81B03BBA12388257A590069BC2E,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.373936,48.4779969
Luther Court Society,Luther Court,Residential Care,1525 Cedar Hill X Rd ,Victoria,V8P 5M1,(250)477-7241,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=1FFDEC419D9BFF7F88256A73007DF55A,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,60,N,,N,,-123.3364271,48.4619202
Thompson Community Services Inc.,Luxton Home,Residential Care,3522 Luxton Rd ,Victoria,V9C 0K6,(778)440-5850,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=453940188E0D9F248825829E005F73FF,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.5341518,48.419041
Western Human Resource Corp.,Mainwaring,Residential Care,8950 Mainwaring Rd ,North Saanich,V8L 1J7,(250)655-1215,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=7B85440B6EAB80D988256EBA00586BE9,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.4154788,48.6249708
Malaspina Community Resources Services Ltd.,Malaspina Residence,Residential Care,2028 Cedar Cres ,Courtenay,V9N 3B6,(250)334-9996,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C5E3AD0B8592867388256BD1007A1124,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-124.9927014,49.6786877
Port Alberni Association For Community Living,Maple Street Residence,Residential Care,5537 Maple St ,Port Alberni,V9Y 8H4,(250)724-7340,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=F030AE3017A7017788256B7C007BC3B6,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-124.8084067,49.2711362
Clements Centre Society,Marchmont Place,Residential Care,6124 Ryall Rd ,Duncan,V9L 2H7,(250)746-5124,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=89150BC80292A40488257677006E4FC5,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.7247109,48.7929963
Victoria Association for Community Living,Marin Park,Residential Care,1166 Marin Park Dr ,Brentwood Bay,V8M 1E8,(250)652-9996,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=4B623D501691B3AC88256A73007DF5F0,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.4513407,48.5714563
Victoria Association for Community Living,Mariposa,Residential Care,4133 Mariposa Heights ,Victoria,V8Z 6P5,(250)727-9784,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=793EEF3363694A0588256A73007DF5E9,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.4147008,48.4779982
Kardel Consulting Services Inc.,Maryland House,Residential Care,9496 Maryland Dr ,Sidney,V8L 2R6,(250)656-6039,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=98C29159446B024188256A73007DF5FD,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.4063757,48.6401828
Nanaimo Association For Community Living,Maxey Road Home,Residential Care,2278 Maxey Rd ,Nanaimo,V9S 5V5,(250)591-2820,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=6BA732115E90797588258066006975E6,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,6,N,,-124.0026688,49.1856453
Island Community Mental Health Association,Mccauley Lodge,Residential Care,1037 Lyall St ,Victoria,V9A 5G1,(250)385-6122,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=FE7E7D72426C6AE488257C7D005E91DE,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,Y,30,N,,N,,N,,N,,N,,-123.4064626,48.426802
Victoria Association for Community Living,Mckenzie Home,Residential Care,1112 Mckenzie St ,Victoria,V8V 2W2,(250)382-8310,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=B3621CCCC7BB908E88256D880074FA82,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,6,N,,-123.3554095,48.4151589
Communitas Supportive Care Society,Milford,Residential Care,2575 Milford Rd ,Campbell River,V9W 5H3,(250)923-4775,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0910D8356786872B88257AAD008139C0,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,3,N,,-125.235307,49.9676848
Shekinah Homes Society,Millgrove Home,Residential Care,3028 Millgrove St ,Victoria,V9A 1X5,(250)595-1511,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=65C6983C87DBA37B882571EE005DA0AF,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.3931465,48.448569
Michael and Tracey Storrier,Mina Care Home,Residential Care,1061 Mina Ave ,Victoria,V8Z 6P8,(250)727-9636,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=AA6F7D1978196B1D882574BE005BE965,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.4107798,48.4664865
J. Garnons Williams Ltd.,Mountainview Group Home,Residential Care,4195 Jingle Pot Rd ,Nanaimo,V9T 5P7,(250)751-2088,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=4315A451651BA1D288256B7C007BC49A,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-124.0270392,49.2060839
Nanaimo Seniors Village 3 LLP,Nanaimo Seniors Village,Residential Care,6085 Uplands Dr ,Nanaimo,V9V 1T8,(250)729-9524,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=30BC9BC5B8E2C57A88258060005CCF69,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,150,N,,N,,-124.0386077,49.2364583
Broadmead Care Society,Nigel House,Residential Care,846 Nigel Ave ,Victoria,V8X 4E5,(250)475-2050,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=14681C5432CAA2B48825771F005F38D8,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,N,,Y,28,-123.3729904,48.4580807
Campbell River & District Association for Community Living,Nikola Road Group Home,Residential Care,280 Nikola Rd ,Campbell River,V9W 6H9,(250)287-4558,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=2921C725B333DFE6882577A50060BD93,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-125.2803703,50.0119468
Port Alberni Association For Community Living,Ninth Avenue Residence,Residential Care,2787 Ninth Ave ,Port Alberni,V9Y 2M6,(250)723-4664,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=898625ACD129721888256B7C007BC401,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-124.7988037,49.2299654
Western Human Resource Corp.,Normandy House,Residential Care,575 Normandy Rd ,Victoria,V8Z 3J3,(250)479-9594,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=A4B2C5EAA6239D9F88256A73007DF569,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.391928,48.5000102
Carmichael Enterprises Youth Residential Program Ltd.,Oceanside Place,Residential Care,6039 Brickyard Rd ,Nanaimo,V9V 1M6,(250)729-8226,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=DC57F41ACC51ADC388256B7C007BC5F2,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-124.0264813,49.2356879
Yan Wang (Jennifer Wang),Oceanview Seniors Manor,Residential Care,468 Battie Dr ,Ladysmith,V9G 1V9,"(250)245-900",https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=5BEB2727ED035E96882585AE006A4429,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,6,N,,N,,-123.8033523,48.9696545
BeConnected Support Services Ltd.,Onyx House,Residential Care,1725 Pearl St ,Victoria,V8R 2Z4,(250)592-8073,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C10E40281FB5A1C788256B3D0073A284,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.3327607,48.4417088
Origin at Longwood Holdings Ltd.,Origin At Longwood (Astoria Suites),Residential Care,6205 Oliver Rd ,Nanaimo,V9T 6T1,(250)751-7755,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=DCE8ED9E04EFA09E882578420074B8B8,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,30,N,,N,,-124.0321766,49.2207915
Victoria Association for Community Living,Orillia House,Residential Care,2965 Orillia St ,Victoria,V9A 1Y6,(250)384-4356,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=0A1CD731648DC51D8825730F0064C104,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.3959333,48.4482137
Oyster Harbour Seniors Community Partnership,Oyster Harbour Seniors Community,Residential Care,1127 4th Ave ,Ladysmith,V9G 1A6,(250)245-3318,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=F553F7CD8725005D88257D5D0062AC3E,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,Y,12,Y,2,N,,Y,87,N,,N,,-123.8287358,48.9966463
Integra Support Services Ltd.,Paddock Home,Residential Care,124 Paddock Pl ,Victoria,V9B 5G1,(250)658-8142,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C34887B383CEACAA88256AB10069D14F,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,4,N,,-123.4394017,48.4613658
Vancouver Island Health Authority,Panama House,Residential Care,4148 Carey Rd ,Victoria,V8Z 4G8,(250)704-1141,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=049325F60A9C44938825740B0080E36E,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,Y,6,N,,N,,N,,N,,N,,-123.3994305,48.4771467
BeConnected Support Services Ltd.,Parkside House,Residential Care,1740 Feltham Rd ,Victoria,V8N 2A3,(250)477-7760,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=8BA94AE1A1FBC008882571E10061F8B8,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,6,N,,-123.3286197,48.4762964
HCN-Revera Lessee (Parkwood Court) LP,Parkwood Court,Residential Care,3000 Shelbourne St ,Victoria,V8R 4M8,(250)598-1575,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=2F9B93CC06D63927882583CA007C599F,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,81,N,,N,,-123.3338227,48.4441794
Kardel Consulting Services Inc.,Paskin Home,Residential Care,761 Paskin Way ,Victoria,V8Z 6N4,(250)479-4774,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=E2794E5F949A77B488256A73007DF72E,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.3925704,48.4935157
Kardel Consulting Services Inc.,Patterson Home,Residential Care,7882 Patterson Rd ,Saanichton,V8M 1L5,(250)544-1114,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=FE5CD0E9EEC13BB088256A73007DF743,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,3,N,,-123.4153745,48.5967597
BeConnected Support Services Ltd.,Pearl House,Residential Care,1727 Pearl St ,Victoria,V8X 5L3,(250)595-8072,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=F06120683273B086882573E600711809,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.3327607,48.4417088
Valley Integration To Active Living (V.I.T.A.L.),Peruzzo House - V.I.T.A.L.S.,Residential Care,D-156 Government St ,Duncan,V9L 1A2,(250)701-1954,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=8BB7135E2144F6B588258418005FE974,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,5,N,,-123.7093632,48.7770875
Island Health Home and Community Care,Piercy Respite Hotel,Residential Care,1454 Hillside Ave ,Victoria,V8T 2B7,(250)370-5629,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=C724C3DD69347785882572E50058DF7E,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,Y,12,N,,N,,-123.342568,48.4425235
Nanaimo Association For Community Living,Portsmouth Road Home,Residential Care,6510 Portsmouth Rd ,Nanaimo,V9V 1A3,(250)390-3961,https://www.healthspace.ca/Clients/VIHA/VIHA_Website.nsf/CCFL-FacilityHistory?OpenView&RestrictToCategory=4F278FFF80E3164988256B7C007BC5A7,Community Care and Assisted Living Act,Residential Care Regulation,Island Health,N,,N,,N,,N,,Y,6,N,,-124.0464381,49.2398597
