X,Y,OBJECTID,ADDRESS,FOLDERTYPE,FILENO,INDATE,ISSUEDATE,WORKDESC,SUBDESC,FOLDERSTATUSDESC,REFERENCEFILE
595268.78528000228107,4806524.2920399997383,6860,4678 ERWIN RD.,DS Designated Structure,17-020637,2017-10-05T00:00:00.000Z,2017-10-19T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,
595694.67472000233829,4806510.4593599997461,6861,4676 LEANNA HEIGHTS RD.,SO Other Single Detached Dwelling,16-013283,2016-06-29T00:00:00.000Z,2016-07-14T00:00:00.000Z,New (No ZC Reqd),Detached Deck,Final,
596221.673320001922548,4805174.137559998780489,6862,4224 KANE CRES.,SO Other Single Detached Dwelling,17-008477,2017-05-17T00:00:00.000Z,2017-05-24T00:00:00.000Z,New,Accessory Building,Final,
596150.188240001909435,4805090.212439998984337,6863,4238 KANE CRES.,SO Other Single Detached Dwelling,18-018628,2018-08-10T00:00:00.000Z,2018-08-22T00:00:00.000Z,New,Attached Deck,Issued,
600901.384720002301037,4805185.559759998694062,6864,926 BURLOAK DR.,GP Institutional/Government,13-022332,2015-07-14T00:00:00.000Z,2015-12-21T00:00:00.000Z,New,High Hazard Industrial Facility,Issued,
595006.232320002280176,4805934.5566799994558,6865,3290 STEEPLECHASE DR.,GP Institutional/Government,16-001906,2016-02-09T00:00:00.000Z,2016-04-07T00:00:00.000Z,Addition,Elementary School,Final,
595006.232320002280176,4805934.5566799994558,6866,3290 STEEPLECHASE DR.,GP Institutional/Government,16-001906,2016-05-02T00:00:00.000Z,2016-06-21T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Elementary School,Final,
595006.232320002280176,4805934.5566799994558,6867,3290 STEEPLECHASE DR.,GP Institutional/Government,18-016038,2018-07-13T00:00:00.000Z,2018-08-16T00:00:00.000Z,Accessory Building - New,Elementary School,Final,
595006.232320002280176,4805934.5566799994558,6868,3290 STEEPLECHASE DR.,GP Institutional/Government,18-016040,2018-07-13T00:00:00.000Z,2018-10-15T00:00:00.000Z,Renovation,Elementary School,Final,
595548.159760002046824,4806296.279879998415709,6869,4629 SIMMONS RD.,SO Other Single Detached Dwelling,15-018449,2015-09-28T00:00:00.000Z,2015-10-08T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595450.397280002012849,4806176.6557199992239,6870,3132 JENN AVE.,SO Other Single Detached Dwelling,16-023595,2016-11-28T00:00:00.000Z,2016-12-14T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
596560.433820002712309,4796326.3842399995774,6871,463 INDIAN RD.,SF New Single Detached Dwelling,17-007314,2017-05-05T00:00:00.000Z,2017-05-15T00:00:00.000Z,New,Single Detached Dwelling,Final,
595532.718360002152622,4806367.241479998454452,6876,4638 ASHLAR CRES.,SO Other Single Detached Dwelling,16-013922,2016-07-08T00:00:00.000Z,2018-05-22T00:00:00.000Z,New,Attached Deck,Final,
597937.871100001968443,4800988.830599999055,6877,860 CUMBERLAND AVE.,IP Industrial,18-012102,2018-06-11T00:00:00.000Z,2018-09-13T00:00:00.000Z,New,Storage Facility,Issued,
597871.966730002313852,4805260.291879998520017,6878,2000 APPLEBY LINE,CP Commercial,15-014830,2015-08-07T00:00:00.000Z,2015-09-02T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Retail,Final,
596542.989420002326369,4796365.771149998530746,6879,1054 MOHAWK RD.,SF New Single Detached Dwelling,16-021776,2016-10-25T00:00:00.000Z,2016-11-10T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-055/16
596895.30840000230819,4803670.105059998109937,6880,4030 UPPER MIDDLE RD.,P1 Plumbing Site Service,16-005374,2016-04-06T00:00:00.000Z,2016-04-20T00:00:00.000Z,Site Servicing - New,Multi-Residential (Part 3),Issued,
596895.30840000230819,4803670.105059998109937,6881,4030 UPPER MIDDLE RD.,M3 Multi-Res (Part 3),19-003099,2019-02-20T00:00:00.000Z,2019-04-18T00:00:00.000Z,Excavation (No ZC Reqd),Apartment,Issued,
596971.905850002542138,4803667.865819998085499,6882,4040 UPPER MIDDLE RD.,M3 Multi-Res (Part 3),16-017835,2018-08-21T00:00:00.000Z,2018-11-22T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Apartment,Issued,
596971.905850002542138,4803667.865819998085499,6883,4040 UPPER MIDDLE RD.,M3 Multi-Res (Part 3),16-017835,2018-05-15T00:00:00.000Z,2018-07-31T00:00:00.000Z,Superstructure,Apartment,Final,
596971.905850002542138,4803667.865819998085499,6884,4040 UPPER MIDDLE RD.,DS Designated Structure,18-023537,2018-10-03T00:00:00.000Z,2018-11-16T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Multi-Residential (Part 3),Final,
596971.905850002542138,4803667.865819998085499,6885,4040 UPPER MIDDLE RD.,M3 Multi-Res (Part 3),16-017835,2016-08-25T00:00:00.000Z,2017-08-17T00:00:00.000Z,Foundation,Apartment,Issued,
596971.905850002542138,4803667.865819998085499,6886,4040 UPPER MIDDLE RD.,M3 Multi-Res (Part 3),16-017835,2016-12-13T00:00:00.000Z,2017-09-11T00:00:00.000Z,Superstructure,Apartment,Issued,
599167.749890002422035,4799956.4516899995506,6887,3290 NEW ST.,M3 Multi-Res (Part 3),15-017610,2015-08-21T00:00:00.000Z,2016-06-28T00:00:00.000Z,Alternative Solution (No ZC reqd),Apartment,Final,535-013/14
599167.749890002422035,4799956.4516899995506,6888,3290 NEW ST.,M3 Multi-Res (Part 3),15-012490,2016-12-09T00:00:00.000Z,2017-05-30T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Apartment,Final,
595375.851320002228022,4806991.305759998038411,6889,3349 CLINE ST.,SO Other Single Detached Dwelling,17-000139,2016-12-23T00:00:00.000Z,2017-01-05T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
597601.574010002426803,4804235.899209998548031,6890,2120 ITABASHI WAY  UNIT 268,SO Other Single Detached Dwelling,17-022652,2017-11-10T00:00:00.000Z,2017-11-21T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595759.342930002138019,4807708.3991199992597,6891,3321 APPLEBY LINE,IP Industrial,16-017918,2016-08-26T00:00:00.000Z,2017-05-04T00:00:00.000Z,New,Medium Hazard Industrial Facility,Occupiable,
595759.342930002138019,4807708.3991199992597,6892,3321 APPLEBY LINE,IP Industrial,16-017918,2017-09-01T00:00:00.000Z,2017-11-14T00:00:00.000Z,New,Medium Hazard Industrial Facility,Issued,
598494.750000001862645,4805042.999999998137355,6894,1763 ALESSIA AVE.,SO Other Single Detached Dwelling,17-017118,2017-08-24T00:00:00.000Z,2017-09-08T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
598001.867040002718568,4807069.6519799996167,6896,5555 TWELVE MILE TRAIL,SF New Single Detached Dwelling,16-015662,2016-07-27T00:00:00.000Z,2016-08-17T00:00:00.000Z,New,Single Detached Dwelling,Issued,
597988.057580002583563,4807076.663479998707771,6897,5559 TWELVE MILE TRAIL,SF New Single Detached Dwelling,16-015660,2016-07-27T00:00:00.000Z,2016-08-17T00:00:00.000Z,New,Single Detached Dwelling,Final,
595013.899800002574921,4806239.139519998803735,6898,3350 MINERVA WAY,SO Other Single Detached Dwelling,17-007696,2017-05-10T00:00:00.000Z,2017-05-24T00:00:00.000Z,Renovation,Attached Deck,Final,
597386.797650001943111,4798148.9402699992061,6899,530 EMERALD ST.,SF New Single Detached Dwelling,18-018550,2018-08-09T00:00:00.000Z,2018-08-23T00:00:00.000Z,New,Single Detached Dwelling,Issued,
596825.437480002641678,4797106.999999998137355,6900,510 MAPLE AVE.,PL Plumbing,18-007105,2018-04-26T00:00:00.000Z,2018-05-08T00:00:00.000Z,Backflow Prevention Device,Multi-Residential (Part 3),Issued,
596825.437480002641678,4797106.999999998137355,6901,510 MAPLE AVE.,M3 Multi-Res (Part 3),17-004654,2017-03-24T00:00:00.000Z,2017-04-20T00:00:00.000Z,Renovation,Apartment,Issued,
597306.945280002430081,4803539.842559998854995,6903,4055 FOREST RUN AVE.  UNIT 52,PL Plumbing,17-003442,2017-03-03T00:00:00.000Z,2017-03-10T00:00:00.000Z,Backwater Valve,Multi-Residential (Part 9),Final,
595870.807360001839697,4806796.2602799981833,6904,4830 COLUMBUS DR.,SO Other Single Detached Dwelling,15-017777,2015-09-16T00:00:00.000Z,2015-10-01T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Final,
595874.550200002267957,4806830.106679998338223,6905,4836 COLUMBUS DR.,SO Other Single Detached Dwelling,19-009609,2019-05-22T00:00:00.000Z,2019-06-05T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
594960.844320002011955,4797461.6898799985647,6906,970 FRANCIS RD.,GP Institutional/Government,18-015474,2018-07-10T00:00:00.000Z,2018-07-10T00:00:00.000Z,Accessory Building - New,Arena/Pool/Recreation Facility,Issued,
594960.844320002011955,4797461.6898799985647,6907,970 FRANCIS RD.,PL Plumbing,18-009123,2018-05-18T00:00:00.000Z,2018-06-04T00:00:00.000Z,External Plumbing - New,Institutional/Government,Occupiable,
600827.057400002144277,4805091.4952399991453,6908,945 SYSCON RD.,IP Industrial,16-019846,2016-09-23T00:00:00.000Z,2016-11-24T00:00:00.000Z,Renovation (No ZC Reqd),Manufacturing Facility,Final,
600827.057400002144277,4805091.4952399991453,6909,945 SYSCON RD.,IP Industrial,16-019846,2017-05-31T00:00:00.000Z,2017-07-13T00:00:00.000Z,Renovation (No ZC Reqd),Manufacturing Facility,Final,
596094.149280002340674,4804899.37199999951,6910,2173 BERWICK DR.,SO Other Single Detached Dwelling,17-007411,2017-05-05T00:00:00.000Z,2017-06-06T00:00:00.000Z,New,Accessory Building,Occupiable,
596094.149280002340674,4804899.37199999951,6911,2173 BERWICK DR.,SO Other Single Detached Dwelling,17-014969,2017-07-31T00:00:00.000Z,2017-08-14T00:00:00.000Z,New,Attached Deck,Occupiable,
596248.977400002069771,4805060.559319999069,6912,4199 KANE CRES.,SO Other Single Detached Dwelling,19-007596,2019-04-29T00:00:00.000Z,2019-05-13T00:00:00.000Z,New,Attached Deck,Issued,
596258.25380000192672,4805071.1127199996263,6913,4201 KANE CRES.,SO Other Single Detached Dwelling,18-024572,2018-10-19T00:00:00.000Z,2018-10-26T00:00:00.000Z,New,Attached Deck,Final,
594051.588120002299547,4796561.446119999513,6914,382 PLAINS RD. E,PL Plumbing,19-007272,2019-04-23T00:00:00.000Z,2019-05-08T00:00:00.000Z,Backflow Prevention Device,Commercial,Issued,
594055.471760001964867,4796565.4255599994212,6915,384 PLAINS RD. E,CP Commercial,18-025225,2018-10-30T00:00:00.000Z,2018-11-20T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Final,
597937.871100001968443,4800988.830599999055,6916,860 CUMBERLAND AVE.,IP Industrial,15-021697,2015-11-18T00:00:00.000Z,2015-12-07T00:00:00.000Z,Foundation,Medium Hazard Industrial Facility,Final,
597937.871100001968443,4800988.830599999055,6917,860 CUMBERLAND AVE.,IP Industrial,15-021696,2015-11-18T00:00:00.000Z,2015-12-07T00:00:00.000Z,Foundation,Medium Hazard Industrial Facility,Final,
597937.871100001968443,4800988.830599999055,6918,860 CUMBERLAND AVE.,IP Industrial,15-021697,2015-11-18T00:00:00.000Z,2016-02-16T00:00:00.000Z,Superstructure,Medium Hazard Industrial Facility,Final,
597937.871100001968443,4800988.830599999055,6919,860 CUMBERLAND AVE.,IP Industrial,18-012112,2018-06-11T00:00:00.000Z,2018-09-13T00:00:00.000Z,New,Storage Facility,Final,
597937.871100001968443,4800988.830599999055,6920,860 CUMBERLAND AVE.,IP Industrial,15-021696,2015-11-18T00:00:00.000Z,2016-02-03T00:00:00.000Z,Superstructure,Medium Hazard Industrial Facility,Final,
597937.871100001968443,4800988.830599999055,6921,860 CUMBERLAND AVE.,IP Industrial,16-016858,2016-08-11T00:00:00.000Z,2016-08-26T00:00:00.000Z,Sprinkler/Standpipe System (No ZC Reqd),Storage Facility,Final,
597937.871100001968443,4800988.830599999055,6922,860 CUMBERLAND AVE.,IP Industrial,18-012111,2018-06-11T00:00:00.000Z,2018-09-13T00:00:00.000Z,New,Storage Facility,Final,
597937.871100001968443,4800988.830599999055,6923,860 CUMBERLAND AVE.,P1 Plumbing Site Service,15-022174,2015-11-26T00:00:00.000Z,2015-12-23T00:00:00.000Z,Site Servicing - New ((No ZC Reqd),Industrial,Final,
597937.871100001968443,4800988.830599999055,6924,860 CUMBERLAND AVE.,IP Industrial,15-021697,2017-01-13T00:00:00.000Z,2017-04-26T00:00:00.000Z,Superstructure,Medium Hazard Industrial Facility,Final,
597937.871100001968443,4800988.830599999055,6925,860 CUMBERLAND AVE.,IP Industrial,18-012113,2018-06-11T00:00:00.000Z,2018-09-13T00:00:00.000Z,New,Storage Facility,Final,
599167.749890002422035,4799956.4516899995506,6929,3290 NEW ST.,M3 Multi-Res (Part 3),18-026456,2018-11-14T00:00:00.000Z,2019-05-10T00:00:00.000Z,Alternative Solution (No ZC reqd),Apartment,Issued,
599167.749890002422035,4799956.4516899995506,6930,3290 NEW ST.,M3 Multi-Res (Part 3),15-015947,2015-08-21T00:00:00.000Z,2016-03-31T00:00:00.000Z,Foundation,Apartment,Final,535-013/14
599167.749890002422035,4799956.4516899995506,6931,3290 NEW ST.,M3 Multi-Res (Part 3),17-015958,2017-08-14T00:00:00.000Z,2017-09-11T00:00:00.000Z,Maglocks (No ZC Reqd),Apartment,Issued,
599167.749890002422035,4799956.4516899995506,6932,3290 NEW ST.,M3 Multi-Res (Part 3),18-026209,2018-11-27T00:00:00.000Z,2019-01-17T00:00:00.000Z,Excavation (No ZC Reqd),Apartment,Issued,
599167.749890002422035,4799956.4516899995506,6933,3290 NEW ST.,M3 Multi-Res (Part 3),15-012490,2015-07-07T00:00:00.000Z,2016-01-05T00:00:00.000Z,Foundation,Apartment,Final,
599167.749890002422035,4799956.4516899995506,6934,3290 NEW ST.,M3 Multi-Res (Part 3),18-026209,2018-11-14T00:00:00.000Z,2019-03-26T00:00:00.000Z,New,Apartment,Issued,
599167.749890002422035,4799956.4516899995506,6935,3290 NEW ST.,M3 Multi-Res (Part 3),15-015947,2016-03-31T00:00:00.000Z,2016-06-03T00:00:00.000Z,Superstructure,Apartment,Issued,535-013/14
594850.335850002244115,4804882.4406499993056,6936,3895 LODI RD.,SF New Single Detached Dwelling,17-020477,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Issued,
594860.793910002335906,4804888.843309998512268,6937,3897 LODI RD.,SF New Single Detached Dwelling,17-020476,2017-10-04T00:00:00.000Z,2017-10-16T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594867.16712000221014,4804896.961,6938,3899 LODI RD.,SF New Single Detached Dwelling,17-013514,2017-07-14T00:00:00.000Z,2017-07-18T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
594873.721940002404153,4804904.310989998281002,6939,3901 LODI RD.,SF New Single Detached Dwelling,17-014319,2017-07-25T00:00:00.000Z,2017-07-27T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
594988.495760002173483,4806239.760399999097,6941,3354 MINERVA WAY,DS Designated Structure,18-003587,2018-03-01T00:00:00.000Z,2018-03-16T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Issued,
598144.036640002392232,4804959.7484399992973,6945,1860 APPLEBY LINE,CP Commercial,17-015346,2017-08-04T00:00:00.000Z,2017-09-01T00:00:00.000Z,Renovation,Retail Store,Final,
598144.036640002392232,4804959.7484399992973,6946,1860 APPLEBY LINE,CP Commercial,18-001779,2018-02-02T00:00:00.000Z,2018-04-11T00:00:00.000Z,Renovation (No ZC Reqd),Restaurant,Final,
598144.036640002392232,4804959.7484399992973,6948,1860 APPLEBY LINE,CP Commercial,15-021756,2015-11-18T00:00:00.000Z,2015-12-15T00:00:00.000Z,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Issued,
598144.036640002392232,4804959.7484399992973,6949,1860 APPLEBY LINE,CP Commercial,19-006789,2019-04-16T00:00:00.000Z,2019-05-23T00:00:00.000Z,Renovation (No ZC Reqd),Restaurant,Issued,ZEXM-018/19
598144.036640002392232,4804959.7484399992973,6950,1860 APPLEBY LINE,CP Commercial,19-008523,2019-05-10T00:00:00.000Z,,Renovation (No ZC Reqd),Commercial - Business/Personal Serv.,Deficiency Letter,
596013.403560002334416,4807068.068559998646379,6952,4903 THOMAS ALTON BLVD.,CP Commercial,16-009973,2016-06-01T00:00:00.000Z,2016-06-29T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
599436.556880001910031,4805393.933799998834729,6957,5250 MAINWAY,IP Industrial,19-008586,2019-05-10T00:00:00.000Z,,Addition,Warehouse Facility,Deficiency Letter,MM-016/18
595594.187520002014935,4799020.499999998137355,6958,1397 LEIGHLAND RD.,SO Other Single Detached Dwelling,19-009056,2019-05-16T00:00:00.000Z,,Addition,Accessory Building,Deficiency Letter,
595665.875000001862645,4799093.999999998137355,6959,1423 LEIGHLAND RD.,DS Designated Structure,17-025217,2017-12-20T00:00:00.000Z,2018-01-11T00:00:00.000Z,Dish Antenna/Solar Collector(No ZC Reqd),Single Detached Dwelling,Final,
597778.694760002195835,4797759.18779999949,6960,393 PEARL ST.,CP Commercial,18-007523,2018-04-26T00:00:00.000Z,2018-05-17T00:00:00.000Z,Renovation (No ZC Reqd),Office,Issued,
595432.640240002423525,4805035.795999998226762,6961,2951 WALKER'S LINE,PL Plumbing,18-006273,2018-04-16T00:00:00.000Z,2018-04-19T00:00:00.000Z,Backflow Prevention Device,Commercial,Issued,
596761.440680001862347,4806262.6591199990362,6962,2511 BOROS RD.  UNIT 50,SO Other Single Detached Dwelling,15-012241,2015-07-03T00:00:00.000Z,2015-07-06T00:00:00.000Z,Renovation (No ZC Reqd),Attached Deck,Issued,
594020.393040002323687,4796529.487999998033047,6963,366 PLAINS RD. E,CP Commercial,16-022254,2016-11-04T00:00:00.000Z,2017-01-06T00:00:00.000Z,Renovation,Retail Store,Final,
599850.40992000233382,4803820.403119998052716,6964,5006 SOUTH SERVICE RD.  UNIT A,PL Plumbing,18-001290,2018-01-22T00:00:00.000Z,2018-02-07T00:00:00.000Z,Backflow Prevention Device,Commercial,Final,
592181.184980002231896,4794499.9583899993449,6970,990 UNSWORTH AVE.,SF New Single Detached Dwelling,17-015440,2017-08-03T00:00:00.000Z,2017-09-15T00:00:00.000Z,New,Single Detached Dwelling,Issued,
594879.476670002564788,4804912.407079998403788,6978,3903 LODI RD.,SF New Single Detached Dwelling,17-013501,2017-07-14T00:00:00.000Z,2017-07-18T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
593523.729690002277493,4795420.947579998522997,6979,64 PARK AVE. E,SF New Single Detached Dwelling,16-013010,2016-06-24T00:00:00.000Z,2016-07-25T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,MD-078/15
594756.986980002373457,4805018.812339998781681,6980,3143 LULA RD.,SF New Single Detached Dwelling,17-020700,2017-10-04T00:00:00.000Z,2017-10-26T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594748.884960002265871,4805027.8146899994463,6981,3145 LULA RD.,SF New Single Detached Dwelling,17-020701,2017-10-04T00:00:00.000Z,2017-10-27T00:00:00.000Z,New Repeat,Single Detached Dwelling,Final,
597981.791840001940727,4806788.959959998726845,6982,2323 SUTTON DR.,SO Other Single Detached Dwelling,17-005974,2017-04-18T00:00:00.000Z,2017-05-01T00:00:00.000Z,Renovation (No ZC Reqd),Single Detached Dwelling,Issued,
599545.82974000275135,4798832.5909899994731,6983,3144 LAKESHORE RD.,SO Other Single Detached Dwelling,18-024584,2018-10-18T00:00:00.000Z,2018-11-01T00:00:00.000Z,New,Accessory Building,Issued,
601237.808220001868904,4801180.005759999156,6986,4361 LAKESHORE RD.,SF New Single Detached Dwelling,15-020888,2016-09-08T00:00:00.000Z,2016-09-16T00:00:00.000Z,New,Single Detached Dwelling,Final,MD-049/15
601237.808220001868904,4801180.005759999156,6987,4361 LAKESHORE RD.,SF New Single Detached Dwelling,15-020888,2015-11-03T00:00:00.000Z,2016-09-16T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,MD-049/15
601258.128260002471507,4801200.325799999759,6988,4369 LAKESHORE RD.,SF New Single Detached Dwelling,17-007148,2017-05-03T00:00:00.000Z,2017-06-09T00:00:00.000Z,New,Single Detached Dwelling,Occupiable,
594743.671980001963675,4805035.570059997960925,6989,3147 LULA RD.,SF New Single Detached Dwelling,17-020703,2017-10-04T00:00:00.000Z,2017-10-26T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
594737.900560001842678,4805046.450939998030663,6990,3149 LULA RD.,SF New Single Detached Dwelling,17-020725,2017-10-04T00:00:00.000Z,2017-10-26T00:00:00.000Z,New Repeat,Single Detached Dwelling,Occupiable,
596013.403560002334416,4807068.068559998646379,6991,4903 THOMAS ALTON BLVD.,CP Commercial,17-018207,2017-09-11T00:00:00.000Z,2017-09-25T00:00:00.000Z,Renovation,Commercial - Business/Personal Serv.,Final,
596013.403560002334416,4807068.068559998646379,6992,4903 THOMAS ALTON BLVD.,CP Commercial,17-003982,2017-03-15T00:00:00.000Z,2017-05-02T00:00:00.000Z,Renovation,Office,Final,
596013.403560002334416,4807068.068559998646379,6994,4903 THOMAS ALTON BLVD.,CP Commercial,18-012865,2018-06-20T00:00:00.000Z,2018-07-09T00:00:00.000Z,Renovation,Office,Final,
