"PermitID","PermitClass","TypeConst","UseCategory","IntendUse","ApplDate","IssDate","PermitNo","Address","legaldesc","GrossAreaSqFt","EstValue","DwellingUnitsCreated","DwellingUnitsDemolished","parcelno","Longitude","Latitude"
"10322","Building","New","Residential","Single Detached Dwelling","2018-08-22","2018-09-28","B18-255","251 TURNBERRY TRL","PLAN 59M458 LOT 4","1822","300000","1","0","33701","-79.2144","43.0254"
"10323","Building","New","Residential","Street Townhouse","2018-08-22","2018-09-28","B18-256","120 CARRICK TRL","PLAN 59M458 PART OF BLK 49","5596","1000000","4","0","33682","-79.2174","43.0252"
"10388","Building","Addition","Residential","Single Detached Dwelling","2018-09-12","2018-09-28","B18-289","324 RIVERSIDE DR","CON 6 PT LOT 30","552","8000","0","0","3483","-79.2737","42.9775"
"10394","Building","New","Residential","Single Detached Dwelling","2018-09-14","2018-09-28","B18-291","187 JULIA DR","PLAN 59M446 LOT 40","1700","450000","1","0","32165","-79.2889","42.9839"
"10398","Building","Alteration","Residential","Single Detached Dwelling","2018-09-17","2018-09-28","B18-295","51 MCNAUGHTON RD","PLAN 65 LOT 100 NP613","673","50000","0","0","3974","-79.2423","42.9776"
"10408","Demolition","","Residential","Single Detached Dwelling","2018-09-20","2018-09-28","D18-021","35 GLENAYR PL","PLAN 92 LOT 202 NP940","0","5000","0","0","16825","-79.2677","43.0085"
"10428","Occupancy","","Residential","Triplex","2017-06-16","2018-09-28","O18-127","160 RIVERSIDE DR","CROWLAND CON 5 PT LOT 29","0","0","0","0","10082","-79.2688","42.9849"
"10317","Building","Alteration","Residential","Single Detached Dwelling","2018-08-21","2018-10-01","B18-251","5 ENDICOTT TERR","PLAN 82 LOT 13","1448","15000","2","0","12475","-79.2666","42.9890"
"10397","Building","New","Residential","Single Detached Dwelling","2018-09-14","2018-10-01","B18-294","34 CROW ST","PLAN 59M446 LOT 112","2096","273000","1","0","32085","-79.2881","42.9856"
"10421","Building","Alteration","Commercial","Retail","2018-09-24","2018-10-01","B18-304","150 THOROLD RD","PLAN TWP PT LOT 241 RP 59R9543 PART 1","1000","75000","0","0","16055","-79.2568","43.0041"
"10438","Demolition","","Accessory","Shed","2018-09-26","2018-10-01","D18-022","144 THOROLD RD","PT TWP LOT 241 RP 59R3923 PT PART 2 AND PART 3","473","500","0","0","16185","-79.2560","43.0046"
"10441","Occupancy","","Residential","Street Townhouse","2018-02-12","2018-10-01","O18-132","136 MONARCH ST","PLAN 59M466 BLK 117","0","0","0","0","32172","-79.2879","42.9866"
"10442","Occupancy","","Residential","Street Townhouse","2018-02-12","2018-10-01","O18-133","132 MONARCH ST","PLAN 59M466 BLK 117","0","0","0","0","32172","-79.2879","42.9866"
"10445","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-28","2018-10-01","P18-098","174 CROWLAND AVE","PLAN 40 LOT 962 LOT 963 NP960","0","3000","0","0","9332","-79.2360","42.9891"
"10444","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-28","2018-10-02","P18-097","36 SHARPE AVE","PLAN 20 LOT 74 LOT 75 NP655","0","3400","0","0","17017","-79.2732","43.0065"
"10433","Building","New","Residential","Single Detached Dwelling","2018-09-26","2018-10-03","B18-307","128 MCALPINE AVE","PLAN 40 LOT 783 NP960","955","150000","1","0","8989","-79.2349","42.9910"
"10448","Occupancy","","Residential","Single Detached Dwelling","2018-03-27","2018-10-03","O18-134","73 WILLOWBROOK DR","PLAN 59M436 LOT 9","0","0","0","0","31508","-79.2817","42.9918"
"10449","Occupancy","","Residential","Single Detached Dwelling","2018-04-10","2018-10-03","O18-135","94 SANTONE AVE","PLAN 942 LOT 427","0","0","0","0","603","-79.2652","42.9727"
"10465","Occupancy","","Residential","Street Townhouse","2018-03-27","2018-10-04","O18-140","137 HERON ST","PLAN 59M446 BLK 124","0","0","0","0","32177","-79.2879","42.9869"
"10403","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-19","2018-10-04","P18-091","3 RICHMOND ST","PLAN 62 LOT 13","0","4000","0","0","5665","-79.2428","42.9462"
"10456","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-04","2018-10-04","P18-100","405 VICTORY AVE","PLAN 54 LOT 371 NP573","0","5300","0","0","5248","-79.2363","42.9780"
"10440","Pool","New","Accessory","","2018-09-17","2018-10-04","W18-061","81 MICHAEL DR","PLAN 59M364 LOT 3","512","55000","0","0","27888","-79.2843","43.0101"
"10446","Pool","New","Accessory","","2018-09-26","2018-10-04","W18-062","17 CLAREMOUNT CIR","PLAN 79 LOT 41 NP627","544","50000","0","0","14555","-79.2681","43.0008"
"10457","Occupancy","","Residential","Townhouse","2018-04-03","2018-10-05","O18-136","97 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 12 11 10 9","0","0","0","0","33641","-79.2655","42.9966"
"10458","Occupancy","","Residential","Townhouse","2018-04-03","2018-10-05","O18-137","101 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 12 11 10 9","0","0","0","0","33640","-79.2655","42.9967"
"10459","Occupancy","","Residential","Townhouse","2018-04-03","2018-10-05","O18-138","105 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 12 11 10 9","0","0","0","0","33638","-79.2656","42.9967"
"10460","Occupancy","","Residential","Single Detached Dwelling","2017-08-31","2018-10-05","O18-139","277 OLD COURSE TRL","PLAN 59M433 LOT 43","0","0","0","0","31402","-79.2198","43.0247"
"10013","Building","New","Residential","Semi-Detached Dwelling","2018-05-14","2018-10-09","B18-135","26 BRUCE ST","PART BLOCK KK PLAN 564 PART 2 ON REF PL 59R16265","1986","250000","2","0","0","0.0000","0.0000"
"10050","Building","New","Residential","Semi-Detached Dwelling","2018-05-24","2018-10-09","B18-156","34 BRUCE ST","PART BLK KK PL 564 PART 5 ON REF PL 59R16265","1986","350000","2","0","0","0.0000","0.0000"
"10334","Building","New","Residential","Semi-Detached Dwelling","2018-08-27","2018-10-09","B18-265","42 BRUCE ST","PART BLOCK KK PL 564 PART 6 ON REF PLAN 59R16265","2100","360000","2","0","0","0.0000","0.0000"
"10462","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-09","2018-10-09","P18-102","38 MAUREEN AVE","PNS40 LOT 54","0","1200","0","0","13946","-79.2730","42.9981"
"10447","Building","New","Residential","Single Detached Dwelling","2018-10-01","2018-10-10","B18-311","88 LAURENT AVE","PLAN 59M440 LOT 14","1110","180000","1","0","31875","-79.2240","42.9793"
"10454","Demolition","","Residential","Single Detached Dwelling","2018-10-03","2018-10-11","D18-023","81 SUMBLER RD","CON 12 PT LOT 1 RP 59R13096 PART 2","1296","10000","0","1","18962","-79.2890","43.0055"
"10430","Building","New","Residential","Single Detached Dwelling","2018-09-25","2018-10-12","B18-305","272 VIGER DR","PLAN 59M440 LOT 44","2590","550000","1","0","31854","-79.2233","42.9789"
"10467","Occupancy","","Residential","Single Detached Dwelling","2018-01-18","2018-10-12","O18-141","70 CROW ST","PLAN 59M446 LOT 108","0","0","0","0","32199","-79.2882","42.9861"
"10469","Occupancy","","Residential","Street Townhouse","2018-01-25","2018-10-15","O18-142","104 MONARCH ST","PLAN 59M446 LOT 119","0","0","0","0","32174","-79.2871","42.9866"
"10189","Building","Addition","Commercial","Medical Office","2018-07-05","2018-10-16","B18-204","618 SOUTH PELHAM RD","THOROLD PT LOT 246 RP 59R14724 PART 4","5670","1000000","0","0","17451","-79.2847","43.0044"
"10347","Building","Alteration","Commercial","Restaurant","2018-08-22","2018-10-16","B18-268","990 EAST MAIN ST","RP 59R 9364 PARTS 2 3 5 AND 7","0","70000","0","0","21008","-79.2255","42.9941"
"10450","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-02","2018-10-16","P18-099","7 CARLTON AVE","PLAN 34 PT LOT 64 NP668","0","4000","0","0","16051","-79.2546","43.0044"
"10461","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-05","2018-10-16","P18-101","362 KINGSWAY","PLAN 813 LOT 80","0","7000","0","0","4857","-79.2424","42.9289"
"10475","Occupancy","","Residential","Single Detached Dwelling","2017-08-31","2018-10-17","O18-143","305 OLD COURSE TRL","PLAN 59M433 LOT 46","0","0","0","0","31398","-79.2198","43.0251"
"10399","Plumbing","New","Residential","Single Detached Dwelling","2018-09-17","2018-10-17","P18-089","238 QUAKER RD","PT TWP LOT 227","0","10000","0","0","18736","-79.2550","43.0228"
"10478","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-17","2018-10-17","P18-104","523 FITCH ST","PLAN NS8 LOT 3","0","2300","0","0","12881","-79.2822","42.9942"
"10480","Building","Alteration","Residential","Single Detached Dwelling","2018-10-17","2018-10-18","B18-324","64 LOYALIST DR","PNS5 LOT 29","0","1000","0","0","13857","-79.2752","43.0004"
"10481","Occupancy","","Residential","Single Detached Dwelling","2018-03-13","2018-10-18","O18-144","115 OAKLAND AVE","PLAN 605 LOTS 200 AND 200A","0","0","0","0","11930","-79.2618","42.9858"
"10482","Occupancy","","Residential","Single Detached Dwelling","2018-04-12","2018-10-18","O18-145","211 JULIA DR","PLAN 59M466 LOT 43","0","0","0","0","32141","-79.2896","42.9839"
"10483","Occupancy","","Residential","Single Detached Dwelling","2018-03-28","2018-10-18","O18-146","86 QUEBEC AVE","PLAN 59M440 LOT 60","0","0","0","0","31913","-79.2240","42.9800"
"10244","Building","New","Residential","Single Detached Dwelling","2018-07-24","2018-10-19","B18-227","271 MEMORIAL PARK DR","PLAN 59M440 LOT 67","2725","550000","1","0","31840","-79.2254","42.9804"
"10410","Building","Alteration","Institutional","School","2018-09-20","2018-10-19","B18-298","100 NIAGARA COLLEGE BLVD","PT TWP LT 233 PT TWP LT 234 RP 59R9252 PARTS 1 AND 3","20666","1902000","0","0","20201","0.0000","0.0000"
"10487","Occupancy","","Residential","Street Townhouse","2017-11-13","2018-10-19","O18-147","120 VIGER DR","PLAN 59M440 PART OF BLK 71","0","0","0","0","0","0.0000","0.0000"
"10488","Occupancy","","Residential","Street Townhouse","2017-11-13","2018-10-19","O18-148","126 VIGER DR","PLAN 59M440 PART OF BLK 71","0","0","0","0","0","0.0000","0.0000"
"10493","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-19","2018-10-19","P18-106","34 WALLACE AVE","PLAN 40 LOT 599 NP960","0","2500","0","0","9030","-79.2339","42.9925"
"10376","Pool","New","Accessory","","2018-09-07","2018-10-19","W18-059","43 DARBY RD","CON 4 PT LOT 15","608","60000","0","0","6328","-79.1972","42.9953"
"10453","Pool","New","Accessory","","2018-09-27","2018-10-19","W18-063","305 HILLSDALE RD","PLAN 59M299 LOT 33","512","53000","0","0","12442","-79.2750","42.9861"
"10463","Pool","New","Accessory","","2018-10-04","2018-10-19","W18-064","90 ADAH CRT","PLAN 59M249 LOT 4","648","50000","0","0","15450","-79.2440","43.0050"
"10455","Building","Alteration","Commercial","Retail Plaza","2018-10-03","2018-10-22","B18-314","844 NIAGARA ST","THOROLD PT TWP LOT 230 PLAN M75 BLKS J AND M MELBOURNE CRES AND RP 59R9340 PART 7 PT PARTS 5 8 AND 10 RP 59R10591 PARTS 1 TO 3","0","4500","0","0","21819","-79.2487","43.0184"
"10468","Building","New","Accessory","Detached Garage","2018-10-11","2018-10-22","B18-316","22 SILVAN CRT","PLAN M36 LOT 30","572","15000","0","0","6261","-79.2756","43.0107"
"10405","Conditional","Partial","Industrial","Manufacturing Plant","2018-09-19","2018-10-22","C18-007","392 ENTERPRISE DR","PLAN 59M342 LOT 9","19550","1068000","0","0","22556","-79.2018","42.9763"
"10492","Occupancy","","Residential","Single Detached Dwelling","2018-03-16","2018-10-22","O18-149","192 VIGER DR","PLAN 59M440 LOT 52","0","0","0","0","31862","-79.2230","42.9799"
"10404","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-09-19","2018-10-22","P18-092","36 BALMORAL AVE","PLAN 30 LOT 70 LOT 69 NP951","0","4000","0","0","5150","-79.2343","42.9825"
"10476","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-16","2018-10-22","P18-103","5 RICHMOND ST","PLAN 62 LOT 14","0","4000","0","0","5666","-79.2425","42.9460"
"10495","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-19","2018-10-22","P18-107","42 OAKLAND AVE","PLAN 49 LOT 156 NP597","0","4000","0","0","11745","-79.2612","42.9878"
"10496","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-22","2018-10-22","P18-108","139 CAMROSE AVE","PLAN 40 LOT 67 PT LOT 68","0","3500","0","0","9612","-79.2315","42.9873"
"10497","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-22","2018-10-22","P18-109","220 RIVER RD","PLAN 54 LOT 32 NP602","0","5000","0","0","2361","-79.2418","42.9984"
"10370","Building","New","Residential","Single Detached Dwelling","2018-09-06","2018-10-23","B18-281","149 SCHOLFIELD AVE","PLAN 960 PT LOTS 440 AND 439 RP 59R13627 PART 30","1225","150000","1","0","28229","-79.2335","42.9902"
"10470","Building","New","Residential","Single Detached Dwelling","2018-10-12","2018-10-23","B18-317","50 AILSA TRL","PLAN 59M458 LOT 16","1563","330000","1","0","33663","-79.2160","43.0251"
"10471","Building","New","Residential","Single Detached Dwelling","2018-10-12","2018-10-23","B18-318","231 TURNBERRY TRL","PLAN 59M458 LOT 2","1786","360000","1","0","33670","-79.2144","43.0251"
"10473","Building","New","Accessory","Detached Garage","2018-10-15","2018-10-23","B18-320","107 LARRAINE ST","PLAN M34 LOT 10","436","15000","0","0","1480","-79.2609","42.9823"
"10498","Occupancy","","Residential","Townhouse","2018-04-25","2018-10-23","O18-150","123 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 8 7 6 5","0","0","0","0","33633","-79.2659","42.9971"
"10499","Occupancy","","Residential","Townhouse","2018-04-25","2018-10-23","O18-151","115 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 8 7 6 5","0","0","0","0","28223","-79.2335","42.9906"
"10500","Occupancy","","Residential","Townhouse","2018-04-25","2018-10-23","O18-152","119 BORDEN TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 8 7 6 5","0","0","0","0","33634","-79.2658","42.9970"
"10501","Occupancy","","Residential","Single Detached Dwelling","2018-02-06","2018-10-23","O18-153","15 ERIE ST","PLAN 781 PT LOT 136 RP 59R15009 PART 1","0","0","0","0","30028","-79.2478","42.9478"
"10484","Building","New","Residential","Single Detached Dwelling","2018-10-17","2018-10-24","B18-325","374 JULIA DR","PLAN 59M446 LOT 66","2154","280000","1","0","32116","-79.2893","42.9862"
"10489","Plumbing","Alteration","Commercial","Restaurant","2018-10-18","2018-10-24","P18-105","390 LINCOLN ST","PLAN 1649 PT BLK HH NP 564 59R10634 PARTS 1 2 3","0","5000","0","0","9786","-79.2372","42.9848"
"10350","Building","Addition","Residential","Single Detached Dwelling","2018-08-29","2018-10-25","B18-270","469 SOUTH PELHAM RD","CON 13 PT LOT 1 PLAN 59M99 LOT 1","473","45000","0","0","19217","-79.2858","42.9973"
"10371","Building","New","Industrial","Storage","2018-09-06","2018-10-25","B18-282","555 BROWN RD","CON 3 PT LOT 21 RP 59R12948 PART 1","7504","500000","0","0","21816","-79.2272","43.0084"
"10385","Building","Addition","Residential","Single Detached Dwelling","2018-09-12","2018-10-25","B18-287","86 NORTHGATE DR","LOT 72 NP NS19","965","45000","0","0","15624","-79.2582","43.0112"
"10474","Building","New","Accessory","Detached Garage","2018-10-15","2018-10-25","B18-321","270 FIRST AVE","PLAN 652 LOT 51 PT LOT 5 AND PT LOT 52 PT CLIFTON RD","528","8000","0","0","19568","-79.2595","43.0067"
"10506","Occupancy","","Residential","Single Detached Dwelling","2017-08-31","2018-10-25","O18-154","51 GANTON TRL","PLAN 59M433 LOT 36","0","0","0","0","31408","-79.2184","43.0245"
"10508","Occupancy","","Residential","Single Detached Dwelling","2017-06-08","2018-10-26","O18-155","47 WILLOWBROOK DR","PLAN 59M436 LOT 6","0","0","0","0","31505","-79.2812","42.9918"
"10507","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-25","2018-10-26","P18-111","2 RICHMOND ST","PLAN 62 LOT 12 NP821","0","5400","0","0","5821","-79.2424","42.9466"
"10490","Building","New","Residential","Single Detached Dwelling","2018-10-18","2018-10-29","B18-328","15 WILLOWBROOK DR","PLAN 59M436 LOT 2","1534","300000","1","0","31502","-79.2806","42.9918"
"10491","Building","New","Residential","Single Detached Dwelling","2018-10-18","2018-10-29","B18-329","5 WILLOWBROOK DR","PLAN 59M436 LOT 1","1273","300000","1","0","31501","-79.2804","42.9918"
"10320","Building","Alteration","Commercial","Restaurant","2018-08-22","2018-10-30","B18-253","530 NIAGARA ST","PLAN 14 PT LOT 43 PT LOT 45 RP 59R11168 PART 2 NP665 NP649","3033","200000","0","0","10250","-79.2524","43.0050"
"10477","Building","New","Residential","Single Detached Dwelling","2018-10-16","2018-10-30","B18-322","194 IVA ST","PLAN 946 LOTS 110 AND 111","2333","350000","1","0","34398","-79.2355","42.9698"
"10485","Building","New","Residential","Street Townhouse","2018-10-17","2018-10-30","B18-326","667 JULIA DR","PLAN 59M446 BLK 132","10026","1303500","6","0","32113","-79.2872","42.9878"
"10517","Plumbing","Alteration","Residential","Single Detached Dwelling","2018-10-30","2018-10-30","P18-112","63 SCHOLFIELD AVE","PLAN 40 PT LOTS 418 AND 420 LOT 419 NP960","0","2000","0","0","9053","-79.2336","42.9919"
"10400","Building","Alteration","Residential","Single Detached Dwelling","2018-09-18","2018-10-31","B18-296","217 MERRITT ST","PLAN 940 LOT 5 PT LOT 6 NP562","250","2000","0","0","10172","-79.2572","42.9950"
"10518","Occupancy","","Residential","Single Detached Dwelling","2017-12-11","2018-10-31","O18-156","675 CARL RD","CON 2 N PT LOT 13 RP 59R7332 PTS 11 AND 40","0","0","0","0","22667","-79.1856","43.0203"
"10519","Occupancy","","Residential","Single Detached Dwelling","2017-09-18","2018-10-31","O18-157","106 PARKWAY","PLAN 598 LOTS 228 229 AND 230","0","0","0","0","31927","-79.2570","43.0012"
"10502","Building","Alteration","Residential","Fourplex","2018-10-22","2018-11-01","B18-331","117 LYONS AVE","PLAN 960 LOT 258 PT LOT 257","592","2900","0","0","9563","-79.2325","42.9884"
"10504","Building","New","Residential","Triplex","2018-10-24","2018-11-01","B18-332","48 LAURIER TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 16 17 18","3640","600000","3","0","0","0.0000","0.0000"
"10505","Building","New","Residential","Triplex","2018-10-24","2018-11-01","B18-333","36 LAURIER TRL","NIAGARA SOUTH VACANT LAND CONDOMINIUM PLAN 139 UNITS 19 20 21","3640","800000","3","0","0","0.0000","0.0000"
