OBJECTID,PERMITNUMBER,DESCRIPTION,APPLIEDDATE,ISSUEDDATE,COMPLETEDDATE,STATUSCURRENT,ORIGINALADDRESS1,ORIGINALADDRESS2,ORIGINALCITY,ORIGINALSTATE,ORIGINALZIP,PERMITCLASS,WORKCLASS
8179,16-133902-00-WC,100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-12-05T00:00:00.000Z,2016-12-08T00:00:00.000Z,,Issued,562 FIFTY,NULL,STONEY CREEK,ON,NULL,Single Family Dwelling,NULL
8180,16-101964-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-12T00:00:00.000Z,2016-01-28T00:00:00.000Z,2016-02-10T00:00:00.000Z,Closed,276 SPRING CREEK,NULL,FLAMBOROUGH,ON,NULL,Single Family Dwelling,NULL
8181,16-102404-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2016-03-10T00:00:00.000Z,Closed,66 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8182,16-100675-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2014-12-04T00:00:00.000Z,2016-03-03T00:00:00.000Z,2016-03-09T00:00:00.000Z,Closed,214 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8183,15-127252-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-10T00:00:00.000Z,2016-03-07T00:00:00.000Z,2016-03-08T00:00:00.000Z,Closed,242 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8184,15-126906-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-10-30T00:00:00.000Z,2016-03-16T00:00:00.000Z,2016-04-22T00:00:00.000Z,Closed,248 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8188,16-104869-00-WC,25 mm diameter Water Service 100 mm diameter Sanitary Building Sewer 100 mm diameter Storm Building Sewer,2016-02-24T00:00:00.000Z,2016-06-15T00:00:00.000Z,,Issued,412 WILSON,NULL,HAMILTON,ON,NULL,Two Family Dwelling,New Water and Sewer Service
8185,16-100775-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-13T00:00:00.000Z,2016-02-24T00:00:00.000Z,2016-03-01T00:00:00.000Z,Closed,202 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8186,16-100776-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-13T00:00:00.000Z,2016-02-24T00:00:00.000Z,2016-03-01T00:00:00.000Z,Closed,204 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8187,16-104867-00-WC,25 mm diameter Water Service 100 mm diameter Sanitary Building Sewer 100 mm diameter Storm Building Sewer,2016-02-24T00:00:00.000Z,2016-06-15T00:00:00.000Z,,Issued,414 WILSON,NULL,HAMILTON,ON,NULL,Two Family Dwelling,New Water and Sewer Service
8189,16-102408-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2016-03-15T00:00:00.000Z,Closed,68 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8190,16-105774-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-12T00:00:00.000Z,2016-03-07T00:00:00.000Z,2017-01-09T00:00:00.000Z,Closed,32 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8191,16-105803-00-WC,To install the following services: 25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-20T00:00:00.000Z,2016-03-07T00:00:00.000Z,2017-01-09T00:00:00.000Z,Closed,22 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8192,16-105804-00-WC,To install the following services: 25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-30T00:00:00.000Z,2016-03-07T00:00:00.000Z,2017-01-09T00:00:00.000Z,Closed,24 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8193,15-127797-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-10T00:00:00.000Z,2016-03-18T00:00:00.000Z,2017-01-12T00:00:00.000Z,Closed,240 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8194,15-129623-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-12-16T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-03-01T00:00:00.000Z,Closed,206 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8195,15-129630-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-12-16T00:00:00.000Z,2016-02-29T00:00:00.000Z,2016-03-01T00:00:00.000Z,Closed,208 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8196,15-129594-00-WC,To install the following service(s): 25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-12-14T00:00:00.000Z,2016-04-04T00:00:00.000Z,2016-04-05T00:00:00.000Z,Closed,174 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8197,16-100670-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-12T00:00:00.000Z,2016-03-21T00:00:00.000Z,2016-11-14T00:00:00.000Z,Closed,216 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8198,15-127521-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-12T00:00:00.000Z,2016-03-07T00:00:00.000Z,2016-11-15T00:00:00.000Z,Closed,30 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8199,15-127255-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-10T00:00:00.000Z,2016-03-07T00:00:00.000Z,2016-03-08T00:00:00.000Z,Closed,244 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8200,15-129995-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-12-04T00:00:00.000Z,2016-03-22T00:00:00.000Z,2016-03-23T00:00:00.000Z,Closed,222 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8201,15-129997-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-12-04T00:00:00.000Z,2016-03-22T00:00:00.000Z,2016-04-22T00:00:00.000Z,Closed,224 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8205,15-127796-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-10T00:00:00.000Z,2016-03-18T00:00:00.000Z,2016-03-18T00:00:00.000Z,Closed,238 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8202,15-126846-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-10-30T00:00:00.000Z,2016-03-16T00:00:00.000Z,2016-03-23T00:00:00.000Z,Closed,246 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8203,15-127626-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-10T00:00:00.000Z,2016-03-08T00:00:00.000Z,2016-03-14T00:00:00.000Z,Closed,228 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8204,15-127629-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2015-11-10T00:00:00.000Z,2016-03-08T00:00:00.000Z,2016-03-14T00:00:00.000Z,Closed,226 LORMONT,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8206,16-106133-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2016-10-06T00:00:00.000Z,Closed,38 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8207,16-106134-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2017-01-09T00:00:00.000Z,Closed,40 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8208,16-106137-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2016-03-17T00:00:00.000Z,Closed,78 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8209,16-106138-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2016-03-17T00:00:00.000Z,Closed,80 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8210,16-106141-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,2017-01-09T00:00:00.000Z,Closed,58 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8211,16-106142-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-22T00:00:00.000Z,2016-03-10T00:00:00.000Z,,Issued,60 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,New Water and Sewer Service
8212,16-102044-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-27T00:00:00.000Z,2016-01-27T00:00:00.000Z,2016-05-16T00:00:00.000Z,Closed,6 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,NULL
8213,16-102054-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-01-27T00:00:00.000Z,2016-01-27T00:00:00.000Z,2016-05-16T00:00:00.000Z,Closed,8 NARBONNE,NULL,STONEY CREEK,NULL,NULL,Two Family Dwelling,NULL
8214,16-125713-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,69,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8215,16-125097-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-08-29T00:00:00.000Z,Closed,377 GLANCASTER,44,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8216,16-125724-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,70,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8217,16-125730-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,71,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8218,16-125740-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,72,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8219,16-124935-00-WC,25 mm Diameter Water Service 150 mm Diameter Sanitary Building Sewer ,2016-08-23T00:00:00.000Z,2016-08-23T00:00:00.000Z,,Issued,7 BROCK,1,HAMILTON,ON,NULL,Townhouse,New Water and Sewer Service
8220,16-124939-00-WC,25 mm Diameter Water Service 150 mm Diameter Sanitary Building Sewer ,2016-08-23T00:00:00.000Z,2016-08-23T00:00:00.000Z,,Issued,9 BROCK,2,HAMILTON,ON,NULL,Townhouse,New Water and Sewer Service
8221,16-124941-00-WC,25 mm Diameter Water Service 150 mm Diameter Sanitary Building Sewer 150 mm Diameter Storm Building Sewer combined storm/sanitary,2016-08-23T00:00:00.000Z,2016-08-23T00:00:00.000Z,,Issued,11 BROCK,3,HAMILTON,ON,NULL,Townhouse,New Water and Sewer Service
8222,16-125378-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-09-02T00:00:00.000Z,Closed,377 GLANCASTER,50,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8223,16-125381-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-08-29T00:00:00.000Z,Closed,377 GLANCASTER,51,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8224,16-125382-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,52,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8225,16-125383-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,53,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8226,16-125385-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,54,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8227,16-125387-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,55,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8228,16-125388-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-08-29T00:00:00.000Z,Closed,377 GLANCASTER,56,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8229,16-125389-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2016-08-29T00:00:00.000Z,Closed,377 GLANCASTER,57,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8230,16-126673-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-06T00:00:00.000Z,2016-10-03T00:00:00.000Z,2016-10-03T00:00:00.000Z,Closed,40 HAMILTON S,27,FLAMBOROUGH,ON,NULL,Townhouse,New Water and Sewer Service
8231,16-126674-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-06T00:00:00.000Z,2016-10-03T00:00:00.000Z,2016-10-03T00:00:00.000Z,Closed,40 HAMILTON S,28,FLAMBOROUGH,ON,NULL,Townhouse,New Water and Sewer Service
8232,16-126057-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-02T00:00:00.000Z,2016-09-02T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,377 GLANCASTER,63,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8233,16-126060-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-02T00:00:00.000Z,2016-09-02T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,377 GLANCASTER,64,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8234,16-126062-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-02T00:00:00.000Z,2016-09-02T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,377 GLANCASTER,65,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8235,16-126067-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-02T00:00:00.000Z,2016-09-02T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,377 GLANCASTER,66,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8236,16-126069-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-02T00:00:00.000Z,2016-09-02T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,377 GLANCASTER,67,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8237,16-126070-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-02T00:00:00.000Z,2016-09-02T00:00:00.000Z,2016-10-27T00:00:00.000Z,Closed,377 GLANCASTER,68,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8238,16-126616-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-09-06T00:00:00.000Z,2016-10-03T00:00:00.000Z,2016-10-03T00:00:00.000Z,Closed,40 HAMILTON S,25,FLAMBOROUGH,ON,NULL,Townhouse,New Water and Sewer Service
8241,16-125790-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,3,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8239,16-125777-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,1,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8240,16-125786-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,2,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8242,16-125796-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-30T00:00:00.000Z,2016-08-30T00:00:00.000Z,2016-08-31T00:00:00.000Z,Closed,377 GLANCASTER,4,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8243,16-125082-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-08-26T00:00:00.000Z,Closed,377 GLANCASTER,27,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8244,16-125083-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-08-29T00:00:00.000Z,Closed,377 GLANCASTER,28,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8245,16-125085-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-08-26T00:00:00.000Z,Closed,377 GLANCASTER,29,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8246,16-125087-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-08-26T00:00:00.000Z,Closed,377 GLANCASTER,30,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8247,16-125088-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,31,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
8248,16-125089-00-WC,25 mm Diameter Water Service 100 mm Diameter Sanitary Building Sewer 100 mm Diameter Storm Building Sewer,2016-08-24T00:00:00.000Z,2016-08-24T00:00:00.000Z,2016-09-01T00:00:00.000Z,Closed,377 GLANCASTER,40,GLANBROOK,NULL,NULL,Townhouse,New Water and Sewer Service
