,Location,Address1,Address2,City,Phone,DateAvailable,BookingLink,VaccineType,VaccineType2,VaccineType3,walkInAvailability,DX_COORDINATES,Take Home Test Kits,POINT,LONGITUDE,LATITUDE
982,REXALL #7272,4705 48 AVE,,RED DEER,403-342-6575,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,True,"52.266455055080066, -113.8086122626778",,POINT (-113.808612262678 52.26645505508),-113.808612262678,52.26645505508
983,RENFREW PHARMACY,832 EDMONTON TR NE,,CALGARY,403-452-1005,Over 4 weeks,,PFIZER,MODERNA,,True,"51.059675270689596, -114.05379174989642",,POINT (-114.053791749896 51.05967527069),-114.053791749896,51.05967527069
984,THE CORNER DRUG STORE INC,602 8 AVE SE,,CALGARY,403-263-4620,Over 4 weeks,,PFIZER,MODERNA,,True,"51.04549671117644, -114.05042804219254",,POINT (-114.050428042193 51.045496711176),-114.050428042193,51.045496711176
985,CEDARBRAE PHARMACY,11211 30 ST SW,,CALGARY,403-238-0860,Over 4 weeks,,PFIZER,MODERNA,,True,"50.95428183687775, -114.13011278465774",,POINT (-114.130112784658 50.954281836878),-114.130112784658,50.954281836878
986,SHOPPERS DRUG MART #2335,126-40 SUNPARK PLAZA SE,,CALGARY,403-256-3700,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"50.90194493937488, -114.05680815414874",,POINT (-114.056808154149 50.901944939375),-114.056808154149,50.901944939375
987,South Calgary Health Centre,31 Sunpark Plaza SE,,CALGARY,811,Over 4 weeks,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,False,"50.90266607777708, -114.05817946518356",,POINT (-114.058179465184 50.902666077777),-114.058179465184,50.902666077777
988,SAFEWAY PHARMACY #8920,1-550 UNIVERSITY DR,,LETHBRIDGE,403-320-5669,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"49.69345417246505, -112.88849521561487",,POINT (-112.888495215615 49.693454172465),-112.888495215615,49.693454172465
989,SOBEYS PHARMACY #1145,2000-150 MILLRISE BLVD SW,,CALGARY,403-873-5180,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"50.914203635356344, -114.07162822259251",,POINT (-114.071628222593 50.914203635356),-114.071628222593,50.914203635356
990,SAVE-ON-FOODS PHARMACY #6673,3005 HAYS RIDGE DR SW,,EDMONTON,825-410-1015,Over 4 weeks,https://saveonfoodspharmacy.medmeapp.com/schedule/,PFIZER,,,True,"53.41204888992286, -113.56625883689625",,POINT (-113.566258836896 53.412048889923),-113.566258836896,53.412048889923
991,REXALL #7255,11080 51 AVE NW,,EDMONTON,780-434-7120,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,MODERNA,,True,"53.48935238985236, -113.51518384748667",,POINT (-113.515183847487 53.489352389852),-113.515183847487,53.489352389852
992,WAL-MART PHARMACY #1009,4215 52 AVE,,WHITECOURT,780-706-3347,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,,,True,"54.141236695402775, -115.66629474395191",,POINT (-115.666294743952 54.141236695403),-115.666294743952,54.141236695403
993,SAFEWAY PHARMACY #8812,813 11 AVE SW,,CALGARY,403-264-1378,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"51.04252787627467, -114.0797201210612",,POINT (-114.079720121061 51.042527876275),-114.079720121061,51.042527876275
994,SHOPPERS DRUG MART #319,188 MILLBOURNE MALL,38 AVE & MILLWOODS RD NW,EDMONTON,780-462-4704,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"53.47203885743678, -113.45095754397104",,POINT (-113.450957543971 53.472038857437),-113.450957543971,53.472038857437
995,CARE INC PHARMACY,2110-4250 109 AVE NE,,CALGARY,403-293-4586,Over 4 weeks,,MODERNA,,,False,"51.152871179841156, -113.97539959367772",,POINT (-113.975399593678 51.152871179841),-113.975399593678,51.152871179841
996,SHERWOOD PARK METTRA PHARMACY & TRAVEL CLINIC,415-450 ORDZE RD,,SHERWOOD PARK,780-570-5316,Over 4 weeks,,PFIZER,,,False,"53.5105220773411, -113.32850399423985",,POINT (-113.32850399424 53.510522077341),-113.32850399424,53.510522077341
997,SHOPPERS DRUG MART #308,101 PARK PLACE SHOPPING CENTRE,501 1 AVE S,LETHBRIDGE,403-328-8442,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"49.698574690627524, -112.83932737971945",,POINT (-112.839327379719 49.698574690628),-112.839327379719,49.698574690628
998,SHOPPERS DRUG MART #302,101 LONDONDERRY MALL NW,,EDMONTON,780-478-2921,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,,,True,"53.60190196198555, -113.444833887708",,POINT (-113.444833887708 53.601901961986),-113.444833887708,53.601901961986
999,FORT PHARMACY,240 24 ST,,FORT MACLEOD,403-553-3844,Over 4 weeks,,PFIZER,,,True,"49.72559422815841, -113.40733167266603",,POINT (-113.407331672666 49.725594228158),-113.407331672666,49.725594228158
1000,PHARMASAVE SOUTHTRAIL,A109-4456 CALGARY TR NW,,EDMONTON,780-540-4060,Over 4 weeks,https://www.pharmasave.com/edmonton-calgary-trail,PFIZER,,,True,"53.48232909964694, -113.49433193689458",,POINT (-113.494331936895 53.482329099647),-113.494331936895,53.482329099647
1001,COSTCO PHARMACY #544,2201 BROADMOOR BLVD,,SHERWOOD PARK,780-410-2548,Over 4 weeks,https://www.costcopharmacy.ca/appointment,PFIZER,MODERNA,,True,"53.546839028337395, -113.31715101193232",,POINT (-113.317151011932 53.546839028337),-113.317151011932,53.546839028337
1002,CORNERSTONE CO-OP PHARMACY @ VERMILION,5008B 51 AVE,,VERMILION,780-853-4119,Over 4 weeks,,PFIZER,,,False,"53.355227539989556, -110.85373626098273",,POINT (-110.853736260983 53.35522753999),-110.853736260983,53.35522753999
1003,MINT HEALTH + DRUGS: FESTIVAL PLACE,165-161 FESTIVAL WAY,,SHERWOOD PARK,780-400-8932,Over 4 weeks,https://www.mintdrugs.com,PFIZER,,,False,"53.52772533265275, -113.2979851502151",,POINT (-113.297985150215 53.527725332653),-113.297985150215,53.527725332653
1004,SAFEWAY PHARMACY #8894,9450 86 AVE,,FORT SASKATCHEWAN,780-998-3995,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"53.694416211587374, -113.21127253079177",,POINT (-113.211272530792 53.694416211587),-113.211272530792,53.694416211587
1005,Richmond Road Diagnostic Treatment Centre,1820 Richmond Road SW,,CALGARY,811,Over 4 weeks,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,True,"51.03713768108994, -114.10935813464828",,POINT (-114.109358134648 51.03713768109),-114.109358134648,51.03713768109
1006,CMRX4 PHARMACY,4139 4 ST NW,,CALGARY,403-282-0641,Over 4 weeks,https://www.cmrpharma.com,MODERNA,,,True,"51.08878631963077, -114.07208275920527",,POINT (-114.072082759205 51.088786319631),-114.072082759205,51.088786319631
1007,SHOPPERS DRUG MART #2452,9930 92 ST,,GRANDE PRAIRIE,780-357-9301,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,True,"55.16983071529105, -118.7668168986242",,POINT (-118.766816898624 55.169830715291),-118.766816898624,55.169830715291
1008,GREG'S REMEDY'S RX,200-770 6 ST SW,,MEDICINE HAT,403-529-0577,Over 4 weeks,,PFIZER,,,False,"50.03379131684289, -110.70574014368361",,POINT (-110.705740143684 50.033791316843),-110.705740143684,50.033791316843
1009,DRUGSTORE PHARMACY #1539,100-20 HERITAGE MEADOWS WAY SE,,CALGARY,403-692-6235,Over 4 weeks,https://www.realcanadiansuperstore.ca/covid19,PFIZER,MODERNA,,True,"50.98720856199495, -114.04399208598969",,POINT (-114.04399208599 50.987208561995),-114.04399208599,50.987208561995
1010,SAFEWAY PHARMACY #8891,WESTMOUNT SHOPPING CENTRE,111 AVE & GROAT RD NW,EDMONTON,780-451-4310,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"53.559251138698286, -113.55364884373782",,POINT (-113.553648843738 53.559251138698),-113.553648843738,53.559251138698
1011,TWO HILLS PHARMACY,1-5019 51 ST,,TWO HILLS,780-657-3530,Over 4 weeks,,PFIZER,MODERNA,,True,"53.71215187345243, -111.74508634396422",,POINT (-111.745086343964 53.712151873452),-111.745086343964,53.712151873452
1012,MEDX DRUGS PLAZA 124,120-10216 124 ST NW,,EDMONTON,780-760-6575,Over 4 weeks,,PFIZER,MODERNA,,True,"53.543637449386125, -113.5361294894213",,POINT (-113.536129489421 53.543637449386),-113.536129489421,53.543637449386
1013,DRUG SHOPPE,2079 146 AVE SE,,CALGARY,403-278-1565,Over 4 weeks,https://www.drugshoppe.ca,PFIZER,,,True,"50.919869695196844, -114.01486165900761",,POINT (-114.014861659008 50.919869695197),-114.014861659008,50.919869695197
1014,WAL-MART PHARMACY #3087,700 ST. ALBERT RD,,ST ALBERT,780-458-3597,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.65934321286681, -113.634319646135",,POINT (-113.634319646135 53.659343212867),-113.634319646135,53.659343212867
1015,SHOPPERS DRUG MART #2306,1 CHAMBERS AVE,,RED DEER,403-342-5548,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,True,"52.285469310831665, -113.7670302056889",,POINT (-113.767030205689 52.285469310832),-113.767030205689,52.285469310832
1016,SHOPPERS DRUG MART #384,100-1323 CENTRE ST NW,,CALGARY,403-520-7460,Over 4 weeks,https://www.shoppersdrugmart.ca/covid19,MODERNA,,,True,"51.06448408699428, -114.0625224508122",,POINT (-114.062522450812 51.064484086994),-114.062522450812,51.064484086994
1017,WAL-MART PHARMACY #1123,400-7000 EMERALD DR,,SHERWOOD PARK,780-464-4682,Over 4 weeks,https://portal.healthmyself.net/walmartab/forms/a66,PFIZER,MODERNA,,True,"53.56935384912178, -113.27804185038568",,POINT (-113.278041850386 53.569353849122),-113.278041850386,53.569353849122
1018,PHARMASAVE SIGNATURE DRUG MART #3017,509-1851 SIROCCO DR SW,,CALGARY,403-455-1119,Over 4 weeks,,PFIZER,MODERNA,,False,"51.03670920349855, -114.16700573880321",,POINT (-114.167005738803 51.036709203499),-114.167005738803,51.036709203499
1019,ROCKY IDA PHARMACY,5033B 50 ST,,ROCKY MOUNTAIN HOUSE,403-871-5572,Over 4 weeks,,PFIZER,MODERNA,,True,"52.37573377586283, -114.91878432287801",,POINT (-114.918784322878 52.375733775863),-114.918784322878,52.375733775863
1020,MEDICINE SHOPPE PHARMACY 185,8219 112 ST NW,,EDMONTON,780-702-1803,Over 4 weeks,https://www.bookmyshot.com,PFIZER,,,False,"53.518831253408166, -113.52056364595255",,POINT (-113.520563645953 53.518831253408),-113.520563645953,53.518831253408
1021,PARSONS DRUGS,101-625 PARSONS RD SW,,EDMONTON,587-754-6474,Over 4 weeks,,PFIZER,,,True,"53.42798728768145, -113.4780969829227",,POINT (-113.478096982923 53.427987287681),-113.478096982923,53.427987287681
1022,ASPEN PHARMACY,955-3890 SHERWOOD DR,,SHERWOOD PARK,780-400-9802,Over 4 weeks,,PFIZER,MODERNA,,False,"53.55573824101434, -113.29377144360127",,POINT (-113.293771443601 53.555738241014),-113.293771443601,53.555738241014
1023,ROD'S PHARMACY,5520B 50 AVE,,WETASKIWIN,780-312-2225,Over 4 weeks,,PFIZER,,,False,"52.97124904594394, -113.3880163210143",,POINT (-113.388016321014 52.971249045944),-113.388016321014,52.971249045944
1024,CEDAR PHARMACY,10017 ALBERTA AVE,,LAC LA BICHE,780-623-4151,Over 4 weeks,,PFIZER,MODERNA,,True,"54.76718928565616, -111.98425937258112",,POINT (-111.984259372581 54.767189285656),-111.984259372581,54.767189285656
1025,WHITEHORN REMEDY'S RX,1-4440 44 AVE NE,,CALGARY,403-398-4555,Over 4 weeks,https://pharmaconnect.ca/appointment/bb32ff86-fc7b-416f-a9bb-2b33ff1f26d9,PFIZER,MODERNA,,True,"51.09280087835542, -113.96532855414414",,POINT (-113.965328554144 51.092800878355),-113.965328554144,51.092800878355
1026,SCRIPT PHARMACY,100-7015 MACLEOD TR SW,,CALGARY,403-253-6773,Over 4 weeks,,PFIZER,MODERNA,,False,"50.990859490632616, -114.07228337448512",,POINT (-114.072283374485 50.990859490633),-114.072283374485,50.990859490633
1027,COSTCO PHARMACY #251,99 HERITAGE GATE SE,,CALGARY,403-253-6152,Over 4 weeks,https://www.costcopharmacy.ca/appointment,PFIZER,,,False,"50.98965547240941, -114.04624606632989",,POINT (-114.04624606633 50.989655472409),-114.04624606633,50.989655472409
1028,MAYERTHORPE PHARMACY,1-4821 50 ST,,MAYERTHORPE,780-786-0185,Over 4 weeks,,PFIZER,MODERNA,,False,"53.953732523646956, -115.13833559650628",,POINT (-115.138335596506 53.953732523647),-115.138335596506,53.953732523647
1029,MIDTOWN PHARMASAVE #363,202-1 MIDTOWN BLVD SW,,AIRDRIE,403-980-2598,Over 4 weeks,,PFIZER,,,False,"51.284918541561545, -114.02275310882438",,POINT (-114.022753108824 51.284918541562),-114.022753108824,51.284918541562
1030,GALAXY PHARMACY,11254 82 ST NW,,EDMONTON,780-244-0516,Over 4 weeks,,PFIZER,,,True,"53.562080752686285, -113.46769228592893",,POINT (-113.467692285929 53.562080752686),-113.467692285929,53.562080752686
1031,GRANDE CACHE PHARMACY,1609 ACORN PLAZA,,GRANDE CACHE,780-827-2707,Over 4 weeks,,PFIZER,MODERNA,,False,"53.890143945580014, -119.11904454465822",,POINT (-119.119044544658 53.89014394558),-119.119044544658,53.89014394558
1032,CANORA PHARMACY,15803 100A AVE NW,,EDMONTON,587-523-3264,Over 4 weeks,,PFIZER,MODERNA,,True,"53.54039383906374, -113.59453590930539",,POINT (-113.594535909305 53.540393839064),-113.594535909305,53.540393839064
1033,PHARMASAVE POPLAR CENTRE,180-5504 MACLEOD TR SE,,CALGARY,403-255-0555,Over 4 weeks,,PFIZER,,,True,"51.005127662608295, -114.0693649317948",,POINT (-114.069364931795 51.005127662608),-114.069364931795,51.005127662608
1034,COCHRANE COMPOUNDING PHARMACY AND TRAVEL CLINIC,5-118 1 AVE W,,COCHRANE,587-493-0551,Over 4 weeks,,PFIZER,MODERNA,,False,"51.19050073785768, -114.46714118618856",,POINT (-114.467141186189 51.190500737858),-114.467141186189,51.190500737858
1035,EDGEMONT PHARMACY,20166 LESSARD RD NW,,EDMONTON,780-488-8806,Over 4 weeks,https://www.bookmyshot.com/7804888806,PFIZER,MODERNA,,True,"53.47746838314305, -113.67409554360304",,POINT (-113.674095543603 53.477468383143),-113.674095543603,53.477468383143
1036,EDSON PHARMACY REMEDY'S RX,4924 4 AVE,,EDSON,780-725-0282,Over 4 weeks,,PFIZER,MODERNA,,True,"53.583873208436074, -116.43124573010877",,POINT (-116.431245730109 53.583873208436),-116.431245730109,53.583873208436
1037,Telus Convention Centre,136 8 Ave SE,,CALGARY,811,Over 4 weeks,https://www.albertahealthservices.ca/topics/Page17295.aspx,PFIZER,MODERNA,ASTRAZENECA,True,"51.04581657688547, -114.06151475129408",,POINT (-114.061514751294 51.045816576885),-114.061514751294,51.045816576885
1038,SHOPPERS DRUG MART #362,102-2045 MAYOR MAGRATH DR S,,LETHBRIDGE,403-328-5509,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"49.67243978756332, -112.7993548999002",,POINT (-112.7993548999 49.672439787563),-112.7993548999,49.672439787563
1039,SHOPPERS DRUG MART #370,8121 118 AVE,,EDMONTON,780-477-1540,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,True,"53.57035121699957, -113.46674117095705",,POINT (-113.466741170957 53.570351217),-113.466741170957,53.570351217
1040,ERLTON IDA PHARMACY,120-2505 MACLEOD TR SW,,CALGARY,403-984-1595,Over 4 weeks,,PFIZER,,,False,"51.0309032476679, -114.06067832274088",,POINT (-114.060678322741 51.030903247668),-114.060678322741,51.030903247668
1041,PONOKA IDA DRUGSTORE,5020 50 ST,,PONOKA,403-790-1970,Over 4 weeks,,PFIZER,,,True,"52.67698305961864, -113.57569694985709",,POINT (-113.575696949857 52.676983059619),-113.575696949857,52.676983059619
1042,COMPLETE CARE PHARMACY,12418 118 AVE NW,,EDMONTON,780-758-9949,Over 4 weeks,https://www.completecarepharmacy.ca,PFIZER,MODERNA,,True,"53.5706155159837, -113.53688064378439",,POINT (-113.536880643784 53.570615515984),-113.536880643784,53.570615515984
1043,SAFEWAY PHARMACY #8991,100-135 CHESTERMERE STN WAY,,CHESTERMERE,403-410-9626,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,MODERNA,,True,"51.05126963470313, -113.8257865094168",,POINT (-113.825786509417 51.051269634703),-113.825786509417,51.051269634703
1044,CARESTAR PHARMACY,217-45 EDENWOLD DR NW,,CALGARY,403-239-0722,Over 4 weeks,,PFIZER,MODERNA,,True,"51.12656811539393, -114.13944018803966",,POINT (-114.13944018804 51.126568115394),-114.13944018804,51.126568115394
1045,MARTINDALE PHARMACY #2,316-7171 80 AVE NE,,CALGARY,403-453-9200,Over 4 weeks,,PFIZER,,,False,"51.124603721172996, -113.93220214419534",,POINT (-113.932202144195 51.124603721173),-113.932202144195,51.124603721173
1046,DEER PARK IDA PHARMACY,1-255 DAVISON DR,,RED DEER,403-343-6700,Over 4 weeks,,PFIZER,,,True,"52.266463830702065, -113.75933587061552",,POINT (-113.759335870616 52.266463830702),-113.759335870616,52.266463830702
1047,SAFEWAY PHARMACY #8809,1200 37 ST SW,,CALGARY,403-240-3223,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,MODERNA,,,False,"51.044283651996125, -114.14001713640343",,POINT (-114.140017136403 51.044283651996),-114.140017136403,51.044283651996
1048,NUAID ROYAL VISTA PHARMACY,1122 - 12 ROYAL VISTA WAY NW,,CALGARY,825-710-8888,Over 4 weeks,,PFIZER,,,True,"51.15285205716699, -114.20585645937672",,POINT (-114.205856459377 51.152852057167),-114.205856459377,51.152852057167
1049,WESTBRIDGE PHARMACY,20-872 HERITAGE BLVD W,,LETHBRIDGE,403-942-0120,Over 4 weeks,,PFIZER,,,True,"49.69802021143665, -112.89231622615932",,POINT (-112.892316226159 49.698020211437),-112.892316226159,49.698020211437
1050,SOBEYS PHARMACY #1130,700 CORNERSTONE,201 SOUTHRIDGE DR,OKOTOKS,403-995-4123,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"50.70370260240284, -113.97385042756704",,POINT (-113.973850427567 50.703702602403),-113.973850427567,50.703702602403
1051,CENTRAL ALBERTA CO-OP PHARMACY #5,13-69 DUNLOP ST,,RED DEER,403-342-6904,Over 4 weeks,,PFIZER,,,False,"52.2554100830382, -113.7650326854316",,POINT (-113.765032685432 52.255410083038),-113.765032685432,52.255410083038
1052,SHOPPERS DRUG MART #2303,103-112 RIVERSTONE RIDGE,,FORT MCMURRAY,780-743-3362,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"56.7585426742041, -111.4385843920824",,POINT (-111.438584392082 56.758542674204),-111.438584392082,56.758542674204
1053,REXALL #7292,120-55 CASTLERIDGE BLVD NE,,CALGARY,403-293-6650,Over 4 weeks,https://www.rexall.ca/covid-19/alberta-vaccine,PFIZER,,,False,"51.09853361162163, -113.96213261373795",,POINT (-113.962132613738 51.098533611622),-113.962132613738,51.098533611622
1054,MEDICINE SHOPPE PHARMACY 328,9122 82 AVE NW,,EDMONTON,780-760-1131,Over 4 weeks,https://msp328.medmeapp.com/schedule1366,MODERNA,,,True,"53.51849723317447, -113.46857000177671",,POINT (-113.468570001777 53.518497233174),-113.468570001777,53.518497233174
1055,SHOPPERS DRUG MART #1589,5215 50 AVE,,WETASKIWIN,780-352-5202,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,PFIZER,MODERNA,,True,"52.969581593178724, -113.37958194984995",,POINT (-113.37958194985 52.969581593179),-113.37958194985,52.969581593179
1056,TOWN & COUNTRY PHARMACY,5104 50 AVE,,WETASKIWIN,780-361-0011,Over 4 weeks,,PFIZER,,,False,"52.97025789448687, -113.37674256117245",,POINT (-113.376742561172 52.970257894487),-113.376742561172,52.970257894487
1057,LOBLAW PHARMACY #4950,3915 50 ST,,LEDUC,780-980-8281,Over 4 weeks,https://www.nofrills.ca/covid19,PFIZER,,,True,"53.25286560943993, -113.54245711675887",,POINT (-113.542457116759 53.25286560944),-113.542457116759,53.25286560944
1058,SAFEWAY PHARMACY #8916,5048 16 AVE NW,,CALGARY,403-286-1110,Over 4 weeks,https://www.safeway.ca/vaccine-registration/,PFIZER,,,True,"51.075029352976955, -114.16553383085582",,POINT (-114.165533830856 51.075029352977),-114.165533830856,51.075029352977
1059,MEDICINE SHOPPE PHARMACY 217,102-121 HADDOW CLOSE NW,,EDMONTON,780-436-4572,Over 4 weeks,https://www.medicineshoppe.ca/en/alberta/edmonton/the-medicine-shoppe-pharmacy-217-7007142,PFIZER,,,True,"53.45909436860531, -113.59098271527334",,POINT (-113.590982715273 53.459094368605),-113.590982715273,53.459094368605
1060,SHOPPERS DRUG MART #2418,8065 104 ST NW,,EDMONTON,780-433-3954,Over 4 weeks,https://www1.shoppersdrugmart.ca/en/health-and-pharmacy/covid-19?ShortURL=covid,MODERNA,,,False,"53.516812940191805, -113.49631201513456",,POINT (-113.496312015135 53.516812940192),-113.496312015135,53.516812940192
1061,TIMBERLEA PHARMACY,8-122 MILLENNIUM DR,,FORT MCMURRAY,780-750-4500,Over 4 weeks,,PFIZER,MODERNA,,True,"56.7564180012642, -111.4617990015454",,POINT (-111.461799001545 56.756418001264),-111.461799001545,56.756418001264
1062,CALGARY CO-OP PHARMACY #26,700-100 AUBURN MEADOWS DR SE,,CALGARY,403-225-9130,Over 4 weeks,https://www.calgarycoop.com/covid19vaccination,PFIZER,MODERNA,,True,"50.89543807334763, -113.94437263102051",,POINT (-113.944372631021 50.895438073348),-113.944372631021,50.895438073348
